"ACTIVITY_ID","CASE_NUMBER","PRIORITY_CODE","PRIORITY_DESC","FISCAL_YEAR"
"88","01-1984-0021","710","Wet Weather - Combined Sewer Overflow (CSO)","2006"
"1395","01-2000-0210","15","CAA Air Toxics and NSR/PSD - NSR","2001"
"1627","01-2001-0181","6","Wet Weather - Sanitary Sewer Overflow (SSO)","2001"
"86606","01-2002-0140","84","Municipalities","2003"
"86360","01-2002-0141","84","Municipalities","2003"
"86431","01-2002-0145","84","Municipalities","2003"
"86462","01-2002-0146","84","Municipalities","2003"
"86464","01-2002-0147","84","Municipalities","2003"
"86465","01-2002-0148","84","Municipalities","2003"
"86472","01-2002-0150","80","Colleges & Universities","2003"
"86472","01-2002-0150","176","RCRA - Permit Evaders (RCRPE)","2002"
"86472","01-2002-0150","177","RCRA - Misidentified Wastes (RMISWT)","2002"
"86472","01-2002-0150","283","Colleges & Universities","2004"
"86475","01-2002-0152","84","Municipalities","2003"
"86793","01-2002-0164","4","Wet Weather - Stormwater, Construction","2001"
"86888","01-2002-0168","81","Metal Finishers","2003"
"87030","01-2002-0172","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"87030","01-2002-0172","167","Wet Weather - Combined Sewer Overflow (CSO)","2002"
"87030","01-2002-0172","1449","WW - CSOs < 50K serv. pop'n.","2012"
"87030","01-2002-0172","1576","WW - CSOs < 50K serv. pop'n.","2013"
"87035","01-2002-0173","710","Wet Weather - Combined Sewer Overflow (CSO)","2006"
"87492","01-2002-0194","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"88496","01-2002-0227","169","Wet Weather - Stormwater (STORM)","2002"
"3400231245","01-2002-9595","167","Wet Weather - Combined Sewer Overflow (CSO)","2002"
"93195","01-2003-0041","176","RCRA - Permit Evaders (RCRPE)","2002"
"93195","01-2003-0041","177","RCRA - Misidentified Wastes (RMISWT)","2002"
"93195","01-2003-0041","283","Colleges & Universities","2004"
"95715","01-2003-0050","176","RCRA - Permit Evaders (RCRPE)","2002"
"95715","01-2003-0050","284","Metal Finishers","2004"
"98058","01-2003-0064","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"100070","01-2003-0071","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"104787","01-2003-0127","838","Wet Weather - Combined Sewer Overflow (CSO)","2007"
"105000","01-2003-0141","15","CAA Air Toxics and NSR/PSD - NSR","2001"
"105048","01-2003-0144","176","RCRA - Permit Evaders (RCRPE)","2002"
"105048","01-2003-0144","177","RCRA - Misidentified Wastes (RMISWT)","2002"
"105055","01-2003-0146","84","Municipalities","2003"
"105055","01-2003-0146","287","Municipalities","2004"
"105479","01-2003-0163","710","Wet Weather - Combined Sewer Overflow (CSO)","2006"
"106136","01-2003-0179","176","RCRA - Permit Evaders (RCRPE)","2002"
"106215","01-2003-0181","585","Wet Weather - Combined Sewer Overflow (CSO)","2005"
"106448","01-2003-0184","181","Wet Weather - Combined Sewer Overflow (CSO)","2003"
"106482","01-2003-0187","169","Wet Weather - Stormwater (STORM)","2002"
"106482","01-2003-0187","990","WW - SW Top 6 Big Box Store Construction","2008"
"104240","01-2003-7000","86","Lead","2003"
"96301","01-2003-8104","169","Wet Weather - Stormwater (STORM)","2002"
"110968","01-2004-1011","15","CAA Air Toxics and NSR/PSD - NSR","2001"
"126456","01-2004-1017","15","CAA Air Toxics and NSR/PSD - NSR","2001"
"126456","01-2004-1017","577","Air Toxics","2005"
"126856","01-2004-1056","3","Wet Weather - Stormwater, Municipal","2001"
"108585","01-2004-2008","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"108588","01-2004-2010","4","Wet Weather - Stormwater, Construction","2001"
"108719","01-2004-2017","6","Wet Weather - Sanitary Sewer Overflow (SSO)","2001"
"112396","01-2004-2027","3","Wet Weather - Stormwater, Municipal","2001"
"112400","01-2004-2028","3","Wet Weather - Stormwater, Municipal","2001"
"120273","01-2004-2034","840","Wet Weather - Stormwater - Industrial Construction","2007"
"120313","01-2004-2040","711","Wet Weather - Sanitary Sewer Overflow (SSO)","2006"
"120566","01-2004-2050","4","Wet Weather - Stormwater, Construction","2001"
"122588","01-2004-2051","4","Wet Weather - Stormwater, Construction","2001"
"126211","01-2004-2053","169","Wet Weather - Stormwater (STORM)","2002"
"126215","01-2004-2054","4","Wet Weather - Stormwater, Construction","2001"
"123852","01-2004-2102","609","Wet Weather - Combined Sewer Overflow (CSO)","2004"
"136668","01-2004-2105","4","Wet Weather - Stormwater, Construction","2001"
"136668","01-2004-2105","587","Wet Weather - Stormwater - Industrial Construction","2005"
"130866","01-2004-2106","6","Wet Weather - Sanitary Sewer Overflow (SSO)","2001"
"133147","01-2004-2107","4","Wet Weather - Stormwater, Construction","2001"
"123818","01-2004-2925","5","Wet Weather - Stormwater, Industrial","2001"
"108111","01-2004-5001","176","RCRA - Permit Evaders (RCRPE)","2002"
"108111","01-2004-5001","177","RCRA - Misidentified Wastes (RMISWT)","2002"
"108111","01-2004-5001","287","Municipalities","2004"
"108119","01-2004-5005","176","RCRA - Permit Evaders (RCRPE)","2002"
"108119","01-2004-5005","177","RCRA - Misidentified Wastes (RMISWT)","2002"
"108119","01-2004-5005","287","Municipalities","2004"
"108392","01-2004-7006","520","Lead Poisoning","2005"
"110171","01-2004-7009","289","Lead","2004"
"110171","01-2004-7009","520","Lead Poisoning","2005"
"112141","01-2004-7011","520","Lead Poisoning","2005"
"112145","01-2004-7012","520","Lead Poisoning","2005"
"112332","01-2004-7016","289","Lead","2004"
"112332","01-2004-7016","520","Lead Poisoning","2005"
"112335","01-2004-7017","289","Lead","2004"
"112335","01-2004-7017","520","Lead Poisoning","2005"
"112366","01-2004-7018","289","Lead","2004"
"112366","01-2004-7018","520","Lead Poisoning","2005"
"112387","01-2004-7019","289","Lead","2004"
"112387","01-2004-7019","520","Lead Poisoning","2005"
"118532","01-2004-7024","289","Lead","2004"
"118532","01-2004-7024","520","Lead Poisoning","2005"
"118540","01-2004-7025","520","Lead Poisoning","2005"
"122704","01-2004-7031","520","Lead Poisoning","2005"
"109814","01-2004-8060","84","Municipalities","2003"
"128105","01-2004-9109","283","Colleges & Universities","2004"
"128109","01-2004-9110","283","Colleges & Universities","2004"
"143200","01-2005-0039","587","Wet Weather - Stormwater - Industrial Construction","2005"
"134028","01-2005-1001","577","Air Toxics","2005"
"135815","01-2005-1007","577","Air Toxics","2005"
"137091","01-2005-1009","577","Air Toxics","2005"
"144579","01-2005-1015","577","Air Toxics","2005"
"152665","01-2005-1024","577","Air Toxics","2005"
"152665","01-2005-1024","701","Air Toxics","2006"
"153414","01-2005-1025","577","Air Toxics","2005"
"133897","01-2005-2001","586","Wet Weather - Sanitary Sewer Overflow (SSO)","2005"
"133897","01-2005-2001","711","Wet Weather - Sanitary Sewer Overflow (SSO)","2006"
"133904","01-2005-2002","586","Wet Weather - Sanitary Sewer Overflow (SSO)","2005"
"133930","01-2005-2007","4","Wet Weather - Stormwater, Construction","2001"
"133930","01-2005-2007","587","Wet Weather - Stormwater - Industrial Construction","2005"
"134135","01-2005-2010","1","Wet Weather - Combined Sewer Overflow (CSO)","2001"
"134135","01-2005-2010","585","Wet Weather - Combined Sewer Overflow (CSO)","2005"
"138455","01-2005-2020","587","Wet Weather - Stormwater - Industrial Construction","2005"
"138455","01-2005-2020","712","Wet Weather - Stormwater - Industrial Construction","2006"
"138457","01-2005-2021","587","Wet Weather - Stormwater - Industrial Construction","2005"
"137862","01-2005-2034","586","Wet Weather - Sanitary Sewer Overflow (SSO)","2005"
"141048","01-2005-2038","588","Wet Weather - Stormwater - Industrial Non-construction","2005"
"152441","01-2005-2044","586","Wet Weather - Sanitary Sewer Overflow (SSO)","2005"
"155846","01-2005-2048","587","Wet Weather - Stormwater - Industrial Construction","2005"
"155846","01-2005-2048","1190","WW - SW Industrial Construction","2010"
"159346","01-2005-2110","587","Wet Weather - Stormwater - Industrial Construction","2005"
"159346","01-2005-2110","712","Wet Weather - Stormwater - Industrial Construction","2006"
"163518","01-2005-2120","589","Wet Weather - Stormwater - MS4","2005"
"163519","01-2005-2121","589","Wet Weather - Stormwater - MS4","2005"
"163520","01-2005-2122","589","Wet Weather - Stormwater - MS4","2005"
"163521","01-2005-2123","589","Wet Weather - Stormwater - MS4","2005"
"162881","01-2005-2999","587","Wet Weather - Stormwater - Industrial Construction","2005"
"155767","01-2005-5004","517","Boat Building/Repair","2005"
"155767","01-2005-5004","588","Wet Weather - Stormwater - Industrial Non-construction","2005"
"146756","01-2005-7004","520","Lead Poisoning","2005"
"200003403","01-2006-0208","701","Air Toxics","2006"
"164161","01-2006-1002","741","Diesel Idling","2006"
"166983","01-2006-1014","701","Air Toxics","2006"
"174926","01-2006-1101","3","Wet Weather - Stormwater, Municipal","2001"
"200004652","01-2006-1201","741","Diesel Idling","2006"
"200004665","01-2006-1202","829","Air Toxics","2007"
"600001203","01-2006-1211","701","Air Toxics","2006"
"175464","01-2006-1950","741","Diesel Idling","2006"
"162990","01-2006-2000","710","Wet Weather - Combined Sewer Overflow (CSO)","2006"
"162990","01-2006-2000","740","Wet Weather","2006"
"163536","01-2006-2002","714","Wet Weather - Stormwater - MS4","2006"
"163011","01-2006-2009","714","Wet Weather - Stormwater - MS4","2006"
"164809","01-2006-2013","711","Wet Weather - Sanitary Sewer Overflow (SSO)","2006"
"164809","01-2006-2013","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"164816","01-2006-2016","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"164816","01-2006-2016","1191","WW - SW Industrial Non-Construction","2010"
"165231","01-2006-2017","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"167001","01-2006-2025","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"167003","01-2006-2026","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"167003","01-2006-2026","740","Wet Weather","2006"
"167003","01-2006-2026","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"168160","01-2006-2031","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"175705","01-2006-2036","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"175707","01-2006-2037","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"178890","01-2006-2044","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"176538","01-2006-2105","712","Wet Weather - Stormwater - Industrial Construction","2006"
"200003323","01-2006-2206","712","Wet Weather - Stormwater - Industrial Construction","2006"
"200003323","01-2006-2206","740","Wet Weather","2006"
"600015281","01-2006-2217","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"600015096","01-2006-2218","3","Wet Weather - Stormwater, Municipal","2001"
"600011542","01-2006-2228","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"164690","01-2006-5003","702","Financial Assurance","2006"
"164846","01-2006-5004","290","Small Business - Marinas","2004"
"164846","01-2006-5004","713","Wet Weather - Stormwater - Industrial Non-construction","2006"
"162971","01-2006-7004","742","Lead Poisoning","2006"
"162975","01-2006-7006","742","Lead Poisoning","2006"
"166968","01-2006-7501","742","Lead Poisoning","2006"
"166969","01-2006-7502","742","Lead Poisoning","2006"
"600045526","01-2007-1010","829","Air Toxics","2007"
"600021283","01-2007-1200","829","Air Toxics","2007"
"600021734","01-2007-1202","829","Air Toxics","2007"
"600021785","01-2007-1203","835","NSR/PSD - Non-Coal fired Power Plants","2007"
"600021934","01-2007-1206","829","Air Toxics","2007"
"600021934","01-2007-1206","969","Air Toxics - LDAR","2008"
"600024535","01-2007-1209","829","Air Toxics","2007"
"600024537","01-2007-1211","829","Air Toxics","2007"
"600024537","01-2007-1211","971","Air Toxics - Surface Coating","2008"
"600029383","01-2007-1213","829","Air Toxics","2007"
"600040046","01-2007-1228","829","Air Toxics","2007"
"600044322","01-2007-1229","843","Region 01 - Diesel Idling","2007"
"600044328","01-2007-1230","843","Region 01 - Diesel Idling","2007"
"600056395","01-2007-1231","829","Air Toxics","2007"
"600056395","01-2007-1231","1113","Air Toxics - Surface Coating","2009"
"600056395","01-2007-1231","1149","Air Toxics - Surface Coating","2010"
"600023009","01-2007-1501","517","Boat Building/Repair","2005"
"600023009","01-2007-1501","829","Air Toxics","2007"
"600029242","01-2007-1503","829","Air Toxics","2007"
"600058990","01-2007-1511","829","Air Toxics","2007"
"600051870","01-2007-1600","846","Region 01 - Marina/Boatbuilding Sector","2007"
"600021967","01-2007-2000","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600021973","01-2007-2001","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600021994","01-2007-2004","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600022027","01-2007-2009","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600022027","01-2007-2009","842","Wet Weather - Stormwater - MS4","2007"
"600022027","01-2007-2009","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"600022027","01-2007-2009","1193","WW - SW MS4 inspection","2010"
"600022027","01-2007-2009","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"600022027","01-2007-2009","1417","WW - MS4s - Phase II","2011"
"600022038","01-2007-2010","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600022043","01-2007-2012","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600022049","01-2007-2013","840","Wet Weather - Stormwater - Industrial Construction","2007"
"600022061","01-2007-2014","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600022068","01-2007-2016","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600022084","01-2007-2018","840","Wet Weather - Stormwater - Industrial Construction","2007"
"600029487","01-2007-2027","838","Wet Weather - Combined Sewer Overflow (CSO)","2007"
"600029487","01-2007-2027","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"600029519","01-2007-2028","840","Wet Weather - Stormwater - Industrial Construction","2007"
"600029519","01-2007-2028","848","Region 01 - Wet Weather","2007"
"600029600","01-2007-2029","842","Wet Weather - Stormwater - MS4","2007"
"600029602","01-2007-2030","842","Wet Weather - Stormwater - MS4","2007"
"600029606","01-2007-2031","842","Wet Weather - Stormwater - MS4","2007"
"600029607","01-2007-2032","842","Wet Weather - Stormwater - MS4","2007"
"600029681","01-2007-2038","837","Wet Weather - CAFO","2007"
"600029681","01-2007-2038","984","WW - CAFO","2008"
"600029685","01-2007-2039","837","Wet Weather - CAFO","2007"
"600037323","01-2007-2041","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600044719","01-2007-2047","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600044725","01-2007-2048","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600044726","01-2007-2049","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600044728","01-2007-2050","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600044733","01-2007-2052","842","Wet Weather - Stormwater - MS4","2007"
"600044996","01-2007-2053","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600045085","01-2007-2059","842","Wet Weather - Stormwater - MS4","2007"
"600045097","01-2007-2060","842","Wet Weather - Stormwater - MS4","2007"
"600045103","01-2007-2061","842","Wet Weather - Stormwater - MS4","2007"
"600045122","01-2007-2062","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600045162","01-2007-2064","838","Wet Weather - Combined Sewer Overflow (CSO)","2007"
"600045162","01-2007-2064","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600045162","01-2007-2064","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"600045171","01-2007-2065","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600045171","01-2007-2065","996","WW - SW Industrial Non-Construction ","2008"
"600045234","01-2007-2069","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600023294","01-2007-2504","840","Wet Weather - Stormwater - Industrial Construction","2007"
"600028744","01-2007-2506","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600028744","01-2007-2506","848","Region 01 - Wet Weather","2007"
"600028745","01-2007-2507","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600028745","01-2007-2507","848","Region 01 - Wet Weather","2007"
"600031433","01-2007-2508","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600031467","01-2007-2509","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600050253","01-2007-2516","840","Wet Weather - Stormwater - Industrial Construction","2007"
"600055153","01-2007-2518","838","Wet Weather - Combined Sewer Overflow (CSO)","2007"
"600056744","01-2007-2519","839","Wet Weather - Sanitary Sewer Overflow (SSO)","2007"
"600056744","01-2007-2519","848","Region 01 - Wet Weather","2007"
"600062598","01-2007-2525","841","Wet Weather - Stormwater-Industrial Non-construction","2007"
"600062598","01-2007-2525","996","WW - SW Industrial Non-Construction ","2008"
"600022044","01-2007-5005","846","Region 01 - Marina/Boatbuilding Sector","2007"
"600024656","01-2007-7007","845","Region 01 - Lead Paint Poisoning","2007"
"600024676","01-2007-7009","845","Region 01 - Lead Paint Poisoning","2007"
"600063796","01-2007-7502","845","Region 01 - Lead Paint Poisoning","2007"
"600063807","01-2007-7503","845","Region 01 - Lead Paint Poisoning","2007"
"600063634","01-2007-9073","842","Wet Weather - Stormwater - MS4","2007"
"600070457","01-2008-1000","971","Air Toxics - Surface Coating","2008"
"600070477","01-2008-1002","971","Air Toxics - Surface Coating","2008"
"600070480","01-2008-1003","969","Air Toxics - LDAR","2008"
"600070481","01-2008-1004","969","Air Toxics - LDAR","2008"
"600070483","01-2008-1005","969","Air Toxics - LDAR","2008"
"600071386","01-2008-1012","971","Air Toxics - Surface Coating","2008"
"600071386","01-2008-1012","982","NSR/PSD - other NSR non-priority","2008"
"600071386","01-2008-1012","1410","Air Toxics - Excess Emissions","2011"
"600074344","01-2008-1015","903","Region 01 - Diesel Idling","2008"
"600074346","01-2008-1017","982","NSR/PSD - other NSR non-priority","2008"
"600074952","01-2008-1019","982","NSR/PSD - other NSR non-priority","2008"
"600079415","01-2008-1024","969","Air Toxics - LDAR","2008"
"600092248","01-2008-1101","903","Region 01 - Diesel Idling","2008"
"600092250","01-2008-1102","903","Region 01 - Diesel Idling","2008"
"1000004661","01-2008-1103","971","Air Toxics - Surface Coating","2008"
"1400001154","01-2008-1107","906","Region 01 - Marina/Boatbuilding Sector","2008"
"600070294","01-2008-2003","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600070298","01-2008-2005","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600070320","01-2008-2014","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600070380","01-2008-2018","984","WW - CAFO","2008"
"600070381","01-2008-2019","984","WW - CAFO","2008"
"600070381","01-2008-2019","1447","WW - CAFO","2012"
"600070613","01-2008-2022","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600070687","01-2008-2026","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600070713","01-2008-2028","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600070716","01-2008-2029","989","WW - SW homebuilder construction (not in Top 100)","2008"
"1400013470","01-2008-2038","989","WW - SW homebuilder construction (not in Top 100)","2008"
"1400013470","01-2008-2038","1136","WW - SW homebuilder construction (not in Top 100)","2009"
"600074881","01-2008-2041","989","WW - SW homebuilder construction (not in Top 100)","2008"
"1400013467","01-2008-2042","1017","WW - SW Industrial Construction","2008"
"1400013467","01-2008-2042","1137","WW - SW Industrial Construction","2009"
"600074961","01-2008-2053","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600084427","01-2008-2063","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600092276","01-2008-2066","986","WW - CSOs >= 50K serv. pop'n.","2008"
"600092276","01-2008-2066","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1000011622","01-2008-2079","989","WW - SW homebuilder construction (not in Top 100)","2008"
"1000011622","01-2008-2079","1136","WW - SW homebuilder construction (not in Top 100)","2009"
"1000011636","01-2008-2081","995","WW - SW MS4 inspection","2008"
"1000011651","01-2008-2084","995","WW - SW MS4 inspection","2008"
"1000011659","01-2008-2086","995","WW - SW MS4 inspection","2008"
"1000011663","01-2008-2087","995","WW - SW MS4 inspection","2008"
"1000011670","01-2008-2089","995","WW - SW MS4 inspection","2008"
"1400000506","01-2008-2091","986","WW - CSOs >= 50K serv. pop'n.","2008"
"1400000506","01-2008-2091","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1400000513","01-2008-2093","986","WW - CSOs >= 50K serv. pop'n.","2008"
"1400000513","01-2008-2093","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"600073419","01-2008-2501","985","WW - Combined Sewer Overflows (CSOs)","2008"
"600074253","01-2008-2503","985","WW - Combined Sewer Overflows (CSOs)","2008"
"600084676","01-2008-2505","908","Region 01 - Wet Weather","2008"
"600084676","01-2008-2505","988","WW - SW Top 100 homebuilder construction","2008"
"600084680","01-2008-2506","988","WW - SW Top 100 homebuilder construction","2008"
"600088359","01-2008-2507","993","WW - SW Ready-mix/sand & gravel (not in Top 7)","2008"
"600088359","01-2008-2507","1195","WW - SW Ready-mix/sand & gravel (not in Top 7)","2010"
"600089606","01-2008-2508","996","WW - SW Industrial Non-Construction ","2008"
"600089613","01-2008-2509","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600089618","01-2008-2510","989","WW - SW homebuilder construction (not in Top 100)","2008"
"600092345","01-2008-2511","987","WW - Sanitary Sewer Overflows (SSOs)","2008"
"1400000919","01-2008-2514","989","WW - SW homebuilder construction (not in Top 100)","2008"
"1400004191","01-2008-2517","995","WW - SW MS4 inspection","2008"
"1400004191","01-2008-2517","1140","WW - SW MS4 inspection","2009"
"1400004952","01-2008-2518","1017","WW - SW Industrial Construction","2008"
"1400004952","01-2008-2518","1137","WW - SW Industrial Construction","2009"
"1400006629","01-2008-2520","995","WW - SW MS4 inspection","2008"
"1400006629","01-2008-2520","1140","WW - SW MS4 inspection","2009"
"1400008309","01-2008-2521","908","Region 01 - Wet Weather","2008"
"1400008309","01-2008-2521","993","WW - SW Ready-mix/sand & gravel (not in Top 7)","2008"
"1400008309","01-2008-2521","1142","WW - SW Ready-mix/sand & gravel (not in Top 7)","2009"
"1400013764","01-2009-1002","1113","Air Toxics - Surface Coating","2009"
"1400013776","01-2009-1006","1113","Air Toxics - Surface Coating","2009"
"1400013780","01-2009-1008","1113","Air Toxics - Surface Coating","2009"
"1400018103","01-2009-1013","1124","NSR/PSD - Other Priority NSR Sectors","2009"
"1400032079","01-2009-1016","1113","Air Toxics - Surface Coating","2009"
"1400046929","01-2009-1019","1018","Region 01 - Diesel Idling","2009"
"1400021617","01-2009-1102","1113","Air Toxics - Surface Coating","2009"
"3400122365","01-2009-1999","1121","NSR/PSD - Coal-fired Power Plants","2009"
"3400122365","01-2009-1999","1570","NSR/PSD - Coal-fired Power Plants","2013"
"1400013877","01-2009-2004","1140","WW - SW MS4 inspection","2009"
"1400013880","01-2009-2005","995","WW - SW MS4 inspection","2008"
"1400013880","01-2009-2005","1140","WW - SW MS4 inspection","2009"
"1400013882","01-2009-2006","995","WW - SW MS4 inspection","2008"
"1400013882","01-2009-2006","1140","WW - SW MS4 inspection","2009"
"1400017498","01-2009-2009","1140","WW - SW MS4 inspection","2009"
"1400018369","01-2009-2020","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"1400018369","01-2009-2020","1449","WW - CSOs < 50K serv. pop'n.","2012"
"1400018379","01-2009-2021","1138","WW - SW Industrial Non-Construction ","2009"
"1400018388","01-2009-2022","1140","WW - SW MS4 inspection","2009"
"1400022636","01-2009-2023","1136","WW - SW homebuilder construction (not in Top 100)","2009"
"1400022641","01-2009-2024","1134","WW - SW Big Box Store Construction (not in Top 6)","2009"
"1400022645","01-2009-2025","1136","WW - SW homebuilder construction (not in Top 100)","2009"
"1400022645","01-2009-2025","1189","WW - SW homebuilder construction (not in Top 100)","2010"
"1400024300","01-2009-2031","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1400024300","01-2009-2031","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"1400024313","01-2009-2032","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"1400024313","01-2009-2032","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1400024313","01-2009-2032","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1400024313","01-2009-2032","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1400024313","01-2009-2032","1449","WW - CSOs < 50K serv. pop'n.","2012"
"1400024313","01-2009-2032","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"1400024352","01-2009-2034","1131","WW - Combined Sewer Overflows (CSOs)","2009"
"1400032475","01-2009-2036","1138","WW - SW Industrial Non-Construction ","2009"
"1400032477","01-2009-2037","1140","WW - SW MS4 inspection","2009"
"1400032479","01-2009-2038","1140","WW - SW MS4 inspection","2009"
"1400011939","01-2009-2039","1138","WW - SW Industrial Non-Construction ","2009"
"1400011939","01-2009-2039","1328","Region 01 - Wet Weather","2011"
"1400011939","01-2009-2039","1465","Region 01 - Wet Weather","2012"
"1400032483","01-2009-2040","1140","WW - SW MS4 inspection","2009"
"1400032488","01-2009-2041","1140","WW - SW MS4 inspection","2009"
"1400036874","01-2009-2045","1138","WW - SW Industrial Non-Construction ","2009"
"1400036911","01-2009-2048","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1400036911","01-2009-2048","1140","WW - SW MS4 inspection","2009"
"1400039869","01-2009-2051","1140","WW - SW MS4 inspection","2009"
"1400046019","01-2009-2053","1138","WW - SW Industrial Non-Construction ","2009"
"1400046856","01-2009-2058","1144","WW - SW Top 100 homebuilder construction","2009"
"1800006272","01-2009-2060","1140","WW - SW MS4 inspection","2009"
"1800006307","01-2009-2061","1140","WW - SW MS4 inspection","2009"
"1400011932","01-2009-2062","1142","WW - SW Ready-mix/sand & gravel (not in Top 7)","2009"
"1800006311","01-2009-2063","1140","WW - SW MS4 inspection","2009"
"1800006284","01-2009-2064","1140","WW - SW MS4 inspection","2009"
"1800006317","01-2009-2065","1140","WW - SW MS4 inspection","2009"
"1800006629","01-2009-2066","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1800006629","01-2009-2066","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800017983","01-2009-2073","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1800017988","01-2009-2074","1133","WW - Sanitary Sewer Overflows (SSOs)","2009"
"1400011969","01-2009-2075","1140","WW - SW MS4 inspection","2009"
"1400034425","01-2009-2506","1138","WW - SW Industrial Non-Construction ","2009"
"1400039684","01-2009-2507","1136","WW - SW homebuilder construction (not in Top 100)","2009"
"1800018098","01-2009-2510","1140","WW - SW MS4 inspection","2009"
"1800023716","01-2009-2511","1140","WW - SW MS4 inspection","2009"
"1800023716","01-2009-2511","1193","WW - SW MS4 inspection","2010"
"1800023761","01-2009-2512","1140","WW - SW MS4 inspection","2009"
"1800023761","01-2009-2512","1193","WW - SW MS4 inspection","2010"
"1800023774","01-2009-2513","1140","WW - SW MS4 inspection","2009"
"1800023774","01-2009-2513","1193","WW - SW MS4 inspection","2010"
"1800023782","01-2009-2514","1140","WW - SW MS4 inspection","2009"
"1800023782","01-2009-2514","1193","WW - SW MS4 inspection","2010"
"1800023794","01-2009-2515","1140","WW - SW MS4 inspection","2009"
"1800023794","01-2009-2515","1193","WW - SW MS4 inspection","2010"
"1800023801","01-2009-2519","1140","WW - SW MS4 inspection","2009"
"1800023801","01-2009-2519","1193","WW - SW MS4 inspection","2010"
"1800023808","01-2009-2520","1140","WW - SW MS4 inspection","2009"
"1800023808","01-2009-2520","1193","WW - SW MS4 inspection","2010"
"1800023811","01-2009-2521","1140","WW - SW MS4 inspection","2009"
