"ACTIVITY_ID","CASE_NUMBER","PRIORITY_CODE","PRIORITY_DESC","FISCAL_YEAR"
"3604845398","06-2026-1264","3127","Region 06 - Drinking Water","2026"
"3604845398","06-2026-1264","3141","Drinking Water - Community Water Systems","2026"
"3604845398","06-2026-1264","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604860364","06-2026-1265","3141","Drinking Water - Community Water Systems","2026"
"3604860364","06-2026-1265","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604845392","06-2026-1266","3127","Region 06 - Drinking Water","2026"
"3604845392","06-2026-1266","3141","Drinking Water - Community Water Systems","2026"
"3604845392","06-2026-1266","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604845390","06-2026-1267","3127","Region 06 - Drinking Water","2026"
"3604845390","06-2026-1267","3141","Drinking Water - Community Water Systems","2026"
"3604845093","06-2026-1268","3127","Region 06 - Drinking Water","2026"
"3604845093","06-2026-1268","3141","Drinking Water - Community Water Systems","2026"
"3604845093","06-2026-1268","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604845395","06-2026-1269","3127","Region 06 - Drinking Water","2026"
"3604845395","06-2026-1269","3141","Drinking Water - Community Water Systems","2026"
"3604845395","06-2026-1269","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604845400","06-2026-1270","3127","Region 06 - Drinking Water","2026"
"3604845400","06-2026-1270","3141","Drinking Water - Community Water Systems","2026"
"3604845400","06-2026-1270","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604845399","06-2026-1271","3127","Region 06 - Drinking Water","2026"
"3604845399","06-2026-1271","3141","Drinking Water - Community Water Systems","2026"
"3604845399","06-2026-1271","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604862542","06-2026-1272","3141","Drinking Water - Community Water Systems","2026"
"3604862542","06-2026-1272","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604862702","06-2026-1273","3141","Drinking Water - Community Water Systems","2026"
"3604862702","06-2026-1273","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604850455","06-2026-1274","3141","Drinking Water - Community Water Systems","2026"
"3604850455","06-2026-1274","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604862715","06-2026-1275","3141","Drinking Water - Community Water Systems","2026"
"3604862715","06-2026-1275","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604862725","06-2026-1276","3141","Drinking Water - Community Water Systems","2026"
"3604862725","06-2026-1276","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604862735","06-2026-1277","3141","Drinking Water - Community Water Systems","2026"
"3604862735","06-2026-1277","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604850449","06-2026-1278","3141","Drinking Water - Community Water Systems","2026"
"3604850449","06-2026-1278","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854739","06-2026-1279","3141","Drinking Water - Community Water Systems","2026"
"3604854739","06-2026-1279","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854743","06-2026-1280","3141","Drinking Water - Community Water Systems","2026"
"3604854743","06-2026-1280","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854749","06-2026-1281","3141","Drinking Water - Community Water Systems","2026"
"3604854749","06-2026-1281","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854751","06-2026-1282","3141","Drinking Water - Community Water Systems","2026"
"3604854751","06-2026-1282","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854853","06-2026-1283","3141","Drinking Water - Community Water Systems","2026"
"3604854853","06-2026-1283","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854857","06-2026-1284","3141","Drinking Water - Community Water Systems","2026"
"3604854857","06-2026-1284","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604854860","06-2026-1285","3141","Drinking Water - Community Water Systems","2026"
"3604854860","06-2026-1285","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604851672","06-2026-1286","3127","Region 06 - Drinking Water","2026"
"3604851672","06-2026-1286","3141","Drinking Water - Community Water Systems","2026"
"3604851672","06-2026-1286","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604853505","06-2026-1287","3127","Region 06 - Drinking Water","2026"
"3604853505","06-2026-1287","3141","Drinking Water - Community Water Systems","2026"
"3604853505","06-2026-1287","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604853510","06-2026-1288","3127","Region 06 - Drinking Water","2026"
"3604853510","06-2026-1288","3141","Drinking Water - Community Water Systems","2026"
"3604853510","06-2026-1288","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604853499","06-2026-1289","3127","Region 06 - Drinking Water","2026"
"3604853499","06-2026-1289","3141","Drinking Water - Community Water Systems","2026"
"3604853499","06-2026-1289","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604851675","06-2026-1290","3127","Region 06 - Drinking Water","2026"
"3604851675","06-2026-1290","3141","Drinking Water - Community Water Systems","2026"
"3604851675","06-2026-1290","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877859","06-2026-1293","3141","Drinking Water - Community Water Systems","2026"
"3604877859","06-2026-1293","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877868","06-2026-1294","3141","Drinking Water - Community Water Systems","2026"
"3604877868","06-2026-1294","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877739","06-2026-1295","3141","Drinking Water - Community Water Systems","2026"
"3604877727","06-2026-1296","3141","Drinking Water - Community Water Systems","2026"
"3604877727","06-2026-1296","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877869","06-2026-1297","3141","Drinking Water - Community Water Systems","2026"
"3604877869","06-2026-1297","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877747","06-2026-1298","3141","Drinking Water - Community Water Systems","2026"
"3604877747","06-2026-1298","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877865","06-2026-1299","3141","Drinking Water - Community Water Systems","2026"
"3604877865","06-2026-1299","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604860359","06-2026-1300","3141","Drinking Water - Community Water Systems","2026"
"3604860359","06-2026-1300","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864866","06-2026-1304","3127","Region 06 - Drinking Water","2026"
"3604864866","06-2026-1304","3141","Drinking Water - Community Water Systems","2026"
"3604864866","06-2026-1304","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864869","06-2026-1305","3127","Region 06 - Drinking Water","2026"
"3604864869","06-2026-1305","3141","Drinking Water - Community Water Systems","2026"
"3604864869","06-2026-1305","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864872","06-2026-1306","3127","Region 06 - Drinking Water","2026"
"3604864872","06-2026-1306","3141","Drinking Water - Community Water Systems","2026"
"3604864872","06-2026-1306","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864913","06-2026-1307","3127","Region 06 - Drinking Water","2026"
"3604864913","06-2026-1307","3141","Drinking Water - Community Water Systems","2026"
"3604864913","06-2026-1307","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864951","06-2026-1308","3127","Region 06 - Drinking Water","2026"
"3604864951","06-2026-1308","3141","Drinking Water - Community Water Systems","2026"
"3604864956","06-2026-1309","3127","Region 06 - Drinking Water","2026"
"3604864956","06-2026-1309","3141","Drinking Water - Community Water Systems","2026"
"3604864956","06-2026-1309","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865111","06-2026-1310","3127","Region 06 - Drinking Water","2026"
"3604865122","06-2026-1311","3127","Region 06 - Drinking Water","2026"
"3604865122","06-2026-1311","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865127","06-2026-1312","3141","Drinking Water - Community Water Systems","2026"
"3604865127","06-2026-1312","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865136","06-2026-1313","3141","Drinking Water - Community Water Systems","2026"
"3604865136","06-2026-1313","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865141","06-2026-1314","3141","Drinking Water - Community Water Systems","2026"
"3604865141","06-2026-1314","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865162","06-2026-1315","3141","Drinking Water - Community Water Systems","2026"
"3604865162","06-2026-1315","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604865167","06-2026-1316","3141","Drinking Water - Community Water Systems","2026"
"3604865167","06-2026-1316","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877229","06-2026-1317","3141","Drinking Water - Community Water Systems","2026"
"3604864123","06-2026-1318","3141","Drinking Water - Community Water Systems","2026"
"3604864123","06-2026-1318","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864135","06-2026-1319","3141","Drinking Water - Community Water Systems","2026"
"3604864135","06-2026-1319","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604864150","06-2026-1320","3141","Drinking Water - Community Water Systems","2026"
"3604864150","06-2026-1320","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877443","06-2026-1321","3141","Drinking Water - Community Water Systems","2026"
"3604864155","06-2026-1322","3141","Drinking Water - Community Water Systems","2026"
"3604864155","06-2026-1322","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877707","06-2026-1323","3141","Drinking Water - Community Water Systems","2026"
"3604877707","06-2026-1323","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877709","06-2026-1324","3141","Drinking Water - Community Water Systems","2026"
"3604877709","06-2026-1324","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877713","06-2026-1325","3141","Drinking Water - Community Water Systems","2026"
"3604877713","06-2026-1325","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604877837","06-2026-1326","3141","Drinking Water - Community Water Systems","2026"
"3604877840","06-2026-1327","3141","Drinking Water - Community Water Systems","2026"
"3604877843","06-2026-1328","3141","Drinking Water - Community Water Systems","2026"
"3604877844","06-2026-1329","3141","Drinking Water - Community Water Systems","2026"
"3604880402","06-2026-1330","3141","Drinking Water - Community Water Systems","2026"
"3604880403","06-2026-1331","3141","Drinking Water - Community Water Systems","2026"
"3604880378","06-2026-1332","3141","Drinking Water - Community Water Systems","2026"
"3604880380","06-2026-1333","3141","Drinking Water - Community Water Systems","2026"
"3604880360","06-2026-1334","3141","Drinking Water - Community Water Systems","2026"
"3604880382","06-2026-1335","3141","Drinking Water - Community Water Systems","2026"
"3604880388","06-2026-1336","3141","Drinking Water - Community Water Systems","2026"
"3604875892","06-2026-1337","3141","Drinking Water - Community Water Systems","2026"
"3604875891","06-2026-1338","3053","Drinking Water - Community Water Systems","2025"
"3604875900","06-2026-1339","3141","Drinking Water - Community Water Systems","2026"
"3604875895","06-2026-1340","3141","Drinking Water - Community Water Systems","2026"
"3604875898","06-2026-1341","3141","Drinking Water - Community Water Systems","2026"
"3604875897","06-2026-1342","3141","Drinking Water - Community Water Systems","2026"
"3604875894","06-2026-1343","3141","Drinking Water - Community Water Systems","2026"
"3604877841","06-2026-1344","3141","Drinking Water - Community Water Systems","2026"
"3604877845","06-2026-1345","3141","Drinking Water - Community Water Systems","2026"
"3604877847","06-2026-1346","3141","Drinking Water - Community Water Systems","2026"
"3604877849","06-2026-1347","3141","Drinking Water - Community Water Systems","2026"
"3604877850","06-2026-1348","3141","Drinking Water - Community Water Systems","2026"
"3604877852","06-2026-1349","3141","Drinking Water - Community Water Systems","2026"
"3604877853","06-2026-1350","3141","Drinking Water - Community Water Systems","2026"
"3604979346","06-2026-1352","3141","Drinking Water - Community Water Systems","2026"
"3604979346","06-2026-1352","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604979378","06-2026-1353","3141","Drinking Water - Community Water Systems","2026"
"3604979378","06-2026-1353","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604983964","06-2026-1354","3141","Drinking Water - Community Water Systems","2026"
"3604983964","06-2026-1354","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604983973","06-2026-1355","3141","Drinking Water - Community Water Systems","2026"
"3604983973","06-2026-1355","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604984215","06-2026-1356","3141","Drinking Water - Community Water Systems","2026"
"3604984215","06-2026-1356","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604984221","06-2026-1357","3141","Drinking Water - Community Water Systems","2026"
"3604984221","06-2026-1357","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604936522","06-2026-1358","3141","Drinking Water - Community Water Systems","2026"
"3604936534","06-2026-1359","3141","Drinking Water - Community Water Systems","2026"
"3604936554","06-2026-1361","3141","Drinking Water - Community Water Systems","2026"
"3604936560","06-2026-1362","3141","Drinking Water - Community Water Systems","2026"
"3604929478","06-2026-1364","3141","Drinking Water - Community Water Systems","2026"
"3604929482","06-2026-1365","3141","Drinking Water - Community Water Systems","2026"
"3604929490","06-2026-1366","3141","Drinking Water - Community Water Systems","2026"
"3604929496","06-2026-1367","3141","Drinking Water - Community Water Systems","2026"
"3604929500","06-2026-1368","3141","Drinking Water - Community Water Systems","2026"
"3604929505","06-2026-1369","3141","Drinking Water - Community Water Systems","2026"
"3604927977","06-2026-1370","3141","Drinking Water - Community Water Systems","2026"
"3604928148","06-2026-1371","3141","Drinking Water - Community Water Systems","2026"
"3604928175","06-2026-1372","3141","Drinking Water - Community Water Systems","2026"
"3604928179","06-2026-1374","3141","Drinking Water - Community Water Systems","2026"
"3604928184","06-2026-1375","3141","Drinking Water - Community Water Systems","2026"
"3604959396","06-2026-1376","3141","Drinking Water - Community Water Systems","2026"
"3604959399","06-2026-1377","3141","Drinking Water - Community Water Systems","2026"
"3604959401","06-2026-1378","3141","Drinking Water - Community Water Systems","2026"
"3604959427","06-2026-1379","3141","Drinking Water - Community Water Systems","2026"
"3604959429","06-2026-1380","3141","Drinking Water - Community Water Systems","2026"
"3604959433","06-2026-1381","3141","Drinking Water - Community Water Systems","2026"
"3604931855","06-2026-1382","3141","Drinking Water - Community Water Systems","2026"
"3604931855","06-2026-1382","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604931863","06-2026-1383","3141","Drinking Water - Community Water Systems","2026"
"3604931863","06-2026-1383","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604931868","06-2026-1385","3141","Drinking Water - Community Water Systems","2026"
"3604931916","06-2026-1386","3141","Drinking Water - Community Water Systems","2026"
"3604931919","06-2026-1387","3141","Drinking Water - Community Water Systems","2026"
"3604932171","06-2026-1388","3141","Drinking Water - Community Water Systems","2026"
"3604932166","06-2026-1389","3141","Drinking Water - Community Water Systems","2026"
"3604932115","06-2026-1390","3141","Drinking Water - Community Water Systems","2026"
"3604932087","06-2026-1391","3141","Drinking Water - Community Water Systems","2026"
"3604932076","06-2026-1393","3141","Drinking Water - Community Water Systems","2026"
"3604936570","06-2026-1399","3141","Drinking Water - Community Water Systems","2026"
"3604936571","06-2026-1400","3141","Drinking Water - Community Water Systems","2026"
"3604936572","06-2026-1401","3141","Drinking Water - Community Water Systems","2026"
"3604936573","06-2026-1402","3141","Drinking Water - Community Water Systems","2026"
"3604936579","06-2026-1403","3141","Drinking Water - Community Water Systems","2026"
"3604935916","06-2026-1404","3141","Drinking Water - Community Water Systems","2026"
"3604935907","06-2026-1405","3141","Drinking Water - Community Water Systems","2026"
"3604935912","06-2026-1406","3141","Drinking Water - Community Water Systems","2026"
"3604935911","06-2026-1407","3141","Drinking Water - Community Water Systems","2026"
"3604935909","06-2026-1408","3141","Drinking Water - Community Water Systems","2026"
"3604933367","06-2026-1409","3141","Drinking Water - Community Water Systems","2026"
"3604933378","06-2026-1410","3141","Drinking Water - Community Water Systems","2026"
"3604933381","06-2026-1411","3141","Drinking Water - Community Water Systems","2026"
"3604933385","06-2026-1412","3141","Drinking Water - Community Water Systems","2026"
"3604933397","06-2026-1413","3141","Drinking Water - Community Water Systems","2026"
"3604959437","06-2026-1414","3141","Drinking Water - Community Water Systems","2026"
"3604959438","06-2026-1415","3141","Drinking Water - Community Water Systems","2026"
"3604959439","06-2026-1416","3141","Drinking Water - Community Water Systems","2026"
"3604959441","06-2026-1417","3141","Drinking Water - Community Water Systems","2026"
"3604995766","06-2026-1418","3127","Region 06 - Drinking Water","2026"
"3604995766","06-2026-1418","3141","Drinking Water - Community Water Systems","2026"
"3604995763","06-2026-1419","3127","Region 06 - Drinking Water","2026"
"3604995763","06-2026-1419","3141","Drinking Water - Community Water Systems","2026"
"3604995770","06-2026-1421","3127","Region 06 - Drinking Water","2026"
"3604995770","06-2026-1421","3141","Drinking Water - Community Water Systems","2026"
"3604938488","06-2026-1422","3141","Drinking Water - Community Water Systems","2026"
"3604938505","06-2026-1423","3141","Drinking Water - Community Water Systems","2026"
"3604938480","06-2026-1424","3141","Drinking Water - Community Water Systems","2026"
"3604938495","06-2026-1425","3141","Drinking Water - Community Water Systems","2026"
"3604983625","06-2026-1426","3141","Drinking Water - Community Water Systems","2026"
"3604983625","06-2026-1426","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604946715","06-2026-1427","3141","Drinking Water - Community Water Systems","2026"
"3604946715","06-2026-1427","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604983923","06-2026-1428","3141","Drinking Water - Community Water Systems","2026"
"3604983923","06-2026-1428","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604983913","06-2026-1429","3141","Drinking Water - Community Water Systems","2026"
"3604983913","06-2026-1429","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604947645","06-2026-1430","3141","Drinking Water - Community Water Systems","2026"
"3604947643","06-2026-1431","3141","Drinking Water - Community Water Systems","2026"
"3604947619","06-2026-1432","3141","Drinking Water - Community Water Systems","2026"
"3604947627","06-2026-1433","3141","Drinking Water - Community Water Systems","2026"
"3604947627","06-2026-1433","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604943898","06-2026-1434","3141","Drinking Water - Community Water Systems","2026"
"3604943901","06-2026-1435","3141","Drinking Water - Community Water Systems","2026"
"3604943907","06-2026-1436","3141","Drinking Water - Community Water Systems","2026"
"3604943908","06-2026-1437","3141","Drinking Water - Community Water Systems","2026"
"3604959419","06-2026-1438","3141","Drinking Water - Community Water Systems","2026"
"3604959430","06-2026-1439","3141","Drinking Water - Community Water Systems","2026"
"3604959436","06-2026-1440","3141","Drinking Water - Community Water Systems","2026"
"3604959426","06-2026-1441","3141","Drinking Water - Community Water Systems","2026"
"3604959381","06-2026-1442","3141","Drinking Water - Community Water Systems","2026"
"3604959386","06-2026-1443","3141","Drinking Water - Community Water Systems","2026"
"3604959391","06-2026-1444","3141","Drinking Water - Community Water Systems","2026"
"3604959394","06-2026-1445","3141","Drinking Water - Community Water Systems","2026"
"3604959397","06-2026-1446","3141","Drinking Water - Community Water Systems","2026"
"3605024760","06-2026-1447","3141","Drinking Water - Community Water Systems","2026"
"3605036375","06-2026-1448","3141","Drinking Water - Community Water Systems","2026"
"3605036375","06-2026-1448","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604995778","06-2026-1452","3127","Region 06 - Drinking Water","2026"
"3604995778","06-2026-1452","3141","Drinking Water - Community Water Systems","2026"
"3604995814","06-2026-1453","3127","Region 06 - Drinking Water","2026"
"3604995814","06-2026-1453","3141","Drinking Water - Community Water Systems","2026"
"3604995788","06-2026-1455","3126","Region 06 - Dental Amalgam","2026"
"3604995788","06-2026-1455","3141","Drinking Water - Community Water Systems","2026"
"3604983044","06-2026-1456","3141","Drinking Water - Community Water Systems","2026"
"3604983044","06-2026-1456","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604979266","06-2026-1461","3141","Drinking Water - Community Water Systems","2026"
"3604979266","06-2026-1461","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604983014","06-2026-1462","3141","Drinking Water - Community Water Systems","2026"
"3604982975","06-2026-1471","3141","Drinking Water - Community Water Systems","2026"
"3604982975","06-2026-1471","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604990249","06-2026-1472","3141","Drinking Water - Community Water Systems","2026"
"3604990249","06-2026-1472","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991520","06-2026-1473","3141","Drinking Water - Community Water Systems","2026"
"3604991520","06-2026-1473","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991075","06-2026-1474","3141","Drinking Water - Community Water Systems","2026"
"3604991075","06-2026-1474","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604990247","06-2026-1475","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604990246","06-2026-1476","3141","Drinking Water - Community Water Systems","2026"
"3604990246","06-2026-1476","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986594","06-2026-1477","3141","Drinking Water - Community Water Systems","2026"
"3604986594","06-2026-1477","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986598","06-2026-1478","3141","Drinking Water - Community Water Systems","2026"
"3604986598","06-2026-1478","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986593","06-2026-1480","3141","Drinking Water - Community Water Systems","2026"
"3604986593","06-2026-1480","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986599","06-2026-1481","3141","Drinking Water - Community Water Systems","2026"
"3604986599","06-2026-1481","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604999256","06-2026-1482","3141","Drinking Water - Community Water Systems","2026"
"3604999256","06-2026-1482","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991712","06-2026-1483","3141","Drinking Water - Community Water Systems","2026"
"3604991712","06-2026-1483","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991714","06-2026-1484","3141","Drinking Water - Community Water Systems","2026"
"3604991714","06-2026-1484","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991715","06-2026-1485","3141","Drinking Water - Community Water Systems","2026"
"3604991715","06-2026-1485","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604991718","06-2026-1486","3141","Drinking Water - Community Water Systems","2026"
"3604991718","06-2026-1486","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986664","06-2026-1487","3141","Drinking Water - Community Water Systems","2026"
"3604986664","06-2026-1487","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986651","06-2026-1488","3141","Drinking Water - Community Water Systems","2026"
"3604986651","06-2026-1488","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986657","06-2026-1489","3141","Drinking Water - Community Water Systems","2026"
"3604986657","06-2026-1489","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986667","06-2026-1490","3141","Drinking Water - Community Water Systems","2026"
"3604986667","06-2026-1490","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604986661","06-2026-1491","3141","Drinking Water - Community Water Systems","2026"
"3604986661","06-2026-1491","3145","x----> (Non-NCI) Strategy to Reduce Lead Exposures","2026"
"3604995694","06-2026-1493","3127","Region 06 - Drinking Water","2026"
"3604995694","06-2026-1493","3141","Drinking Water - Community Water Systems","2026"
"3604995697","06-2026-1494","3127","Region 06 - Drinking Water","2026"
"3604995697","06-2026-1494","3141","Drinking Water - Community Water Systems","2026"
"3604995696","06-2026-1495","3127","Region 06 - Drinking Water","2026"
"3604995696","06-2026-1495","3141","Drinking Water - Community Water Systems","2026"
"3604995702","06-2026-1496","3000","Region 06 - Drinking Water","2025"
"3604995702","06-2026-1496","3141","Drinking Water - Community Water Systems","2026"
"3605040497","06-2026-1508","3127","Region 06 - Drinking Water","2026"
"3604611921","06-2026-1705","3014","Region 06 - NPDES SNC","2025"
"3604604164","06-2026-1706","3118","Region 06 - Other Regional Priority","2026"
"3604615651","06-2026-1710","3014","Region 06 - NPDES SNC","2025"
"3604625415","06-2026-1711","2996","Region 06 - CAFO Compliance","2025"
"3604658689","06-2026-1714","3004","Region 06 - Minor Wastewater Collection & Treatment Systems","2025"
"3604655614","06-2026-1715","3014","Region 06 - NPDES SNC","2025"
"3604655738","06-2026-1716","3014","Region 06 - NPDES SNC","2025"
"3604655743","06-2026-1717","3014","Region 06 - NPDES SNC","2025"
"3604655751","06-2026-1719","3014","Region 06 - NPDES SNC","2025"
"3604690734","06-2026-1720","3134","Region 06 - MSGP Compliance","2026"
"3604688166","06-2026-1721","3134","Region 06 - MSGP Compliance","2026"
"3604688168","06-2026-1722","3134","Region 06 - MSGP Compliance","2026"
"3604690740","06-2026-1723","3134","Region 06 - MSGP Compliance","2026"
"3604688097","06-2026-1724","3134","Region 06 - MSGP Compliance","2026"
"3604687777","06-2026-1725","3123","Region 06 - CAFO Compliance","2026"
"3604853515","06-2026-1727","3123","Region 06 - CAFO Compliance","2026"
"3604726546","06-2026-1732","3134","Region 06 - MSGP Compliance","2026"
"3604838319","06-2026-1733","3134","Region 06 - MSGP Compliance","2026"
"3604838312","06-2026-1734","3006","Region 06 - MSGP Compliance","2025"
"3604838327","06-2026-1735","3134","Region 06 - MSGP Compliance","2026"
"3604838330","06-2026-1736","3134","Region 06 - MSGP Compliance","2026"
"3604726763","06-2026-1737","3134","Region 06 - MSGP Compliance","2026"
"3604838025","06-2026-1738","3134","Region 06 - MSGP Compliance","2026"
"3604838306","06-2026-1739","2775","Region 06 - MSGP Compliance","2023"
"3604690764","06-2026-1740","3134","Region 06 - MSGP Compliance","2026"
"3604841109","06-2026-1741","3134","Region 06 - MSGP Compliance","2026"
"3604715688","06-2026-1742","3134","Region 06 - MSGP Compliance","2026"
"3604841168","06-2026-1744","3134","Region 06 - MSGP Compliance","2026"
"3604710010","06-2026-1745","3134","Region 06 - MSGP Compliance","2026"
"3604841276","06-2026-1746","3134","Region 06 - MSGP Compliance","2026"
"3604715682","06-2026-1747","3006","Region 06 - MSGP Compliance","2025"
"3604708649","06-2026-1750","3118","Region 06 - Other Regional Priority","2026"
"3604708654","06-2026-1751","3118","Region 06 - Other Regional Priority","2026"
"3604849684","06-2026-1761","3134","Region 06 - MSGP Compliance","2026"
"3604849680","06-2026-1762","3134","Region 06 - MSGP Compliance","2026"
"3604848659","06-2026-1767","3123","Region 06 - CAFO Compliance","2026"
"3604850234","06-2026-1769","3132","Region 06 - Minor Wastewater Collection & Treatment Systems","2026"
"3604990624","06-2026-1770","3118","Region 06 - Other Regional Priority","2026"
"3604860098","06-2026-1773","3118","Region 06 - Other Regional Priority","2026"
"3604893765","06-2026-1782","3134","Region 06 - MSGP Compliance","2026"
"3605017106","06-2026-1788","3132","Region 06 - Minor Wastewater Collection & Treatment Systems","2026"
"3604998958","06-2026-1789","3134","Region 06 - MSGP Compliance","2026"
"3604998971","06-2026-1790","3134","Region 06 - MSGP Compliance","2026"
