"ACTIVITY_ID","CASE_NUMBER","ACTIVITY_STATUS_DATE","ACTIVITY_TYPE_CODE","ACTIVITY_TYPE_DESC"
"3603834191","09-2024-4332","11/06/2023","OSR","Offsite Record Review"
"3603987435","03-2024-4014","10/27/2023","OSR","Offsite Record Review"
"3604454153","04-2024-1219","02/14/2024","INF","Information Request"
"3603842589","03-2024-4021","06/13/2023","INS","Inspection/Evaluation"
"3602838242","02-2021-5156","07/06/2021","OSR","Offsite Record Review"
"3603685469","05-2023-0339","03/09/2023","OSR","Offsite Record Review"
"3604031180","04-2024-6103","10/17/2023","INS","Inspection/Evaluation"
"3604031180","04-2024-6103",,"CMD","Case File"
"3603755067","02-2023-3037","04/20/2023","INS","Inspection/Evaluation"
"3603755067","02-2023-3037","04/20/2023","INS","Inspection/Evaluation"
"3603439402","06-2023-3308",,"CMD","Case File"
"3603439402","06-2023-3308",,"CMD","Case File"
"3603439402","06-2023-3308",,"CMD","Case File"
"3603439402","06-2023-3308",,"CMD","Case File"
"3603439402","06-2023-3308",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439792","06-2023-3309",,"CMD","Case File"
"3603439771","09-2023-4318","11/30/2022","OSR","Offsite Record Review"
"3603439402","06-2023-3308",,"AFR","Administrative - Formal"
"3603439402","06-2023-3308",,"AFR","Administrative - Formal"
"3603439402","06-2023-3308",,"AFR","Administrative - Formal"
"3603439402","06-2023-3308",,"AFR","Administrative - Formal"
"3603439402","06-2023-3308",,"AFR","Administrative - Formal"
"3603260455","04-2022-3106",,"CMD","Case File"
"3603049375","04-2021-3115",,"CMD","Case File"
"3604543709","03-2025-0008","06/22/2022","INS","Inspection/Evaluation"
"3603348973","02-2022-5162","07/20/2022","OSR","Offsite Record Review"
"3603745720","04-2023-3121","06/08/2022","INS","Inspection/Evaluation"
"3603510283","06-2023-4304","11/16/2022","INS","Inspection/Evaluation"
"3603345618","04-2022-9005","06/30/2022","INF","Information Request"
"3603345618","04-2022-9005","06/30/2022","INF","Information Request"
"3603345618","04-2022-9005","06/30/2022","INF","Information Request"
"3603289433","08-2022-0101","03/17/2021","CMD","Case File"
"3603104937","06-2022-3337",,"CMD","Case File"
"3603104937","06-2022-3337",,"CMD","Case File"
"3603104937","06-2022-3337",,"CMD","Case File"
"3602809512","04-2021-0602",,"CMD","Case File"
"3602809668","04-2021-0714",,"CMD","Case File"
"3602992535","02-2022-3012","10/15/2021","INS","Inspection/Evaluation"
"3603727825","03-2023-0141","06/08/2022","INS","Inspection/Evaluation"
"3603485621","02-2023-1214","04/21/2022","INS","Inspection/Evaluation"
"3603613060","06-2023-3319","06/17/2022","INS","Inspection/Evaluation"
"3602980352","02-2022-3102","11/05/2021","INS","Inspection/Evaluation"
"3603378532","09-2022-4455","12/23/2021","OSR","Offsite Record Review"
"3603318579","09-2022-1512","10/05/2021","INS","Inspection/Evaluation"
"3603423397","06-2022-3347",,"CMD","Case File"
"3603423397","06-2022-3347",,"CMD","Case File"
"3603014371","02-2022-8003","09/02/2021","OSR","Offsite Record Review"
"3603286913","02-2022-8054","09/02/2021","OSR","Offsite Record Review"
"3603478543","02-2023-8024","09/02/2021","OSR","Offsite Record Review"
"3604120945","02-2024-3353","09/22/2021","INS","Inspection/Evaluation"
"3604120945","02-2024-3353","09/14/2021","INS","Inspection/Evaluation"
"3602888154","09-2022-4308","10/25/2021","OSR","Offsite Record Review"
"3602875137","09-2022-6000","09/20/2021","INS","Inspection/Evaluation"
"3602875137","09-2022-6000","09/20/2021","INS","Inspection/Evaluation"
"3603718714","04-2023-0200",,"CMD","Case File"
"3603647304","06-2023-3339","12/11/2020","INS","Inspection/Evaluation"
"3603647304","06-2023-3339","12/11/2020","INS","Inspection/Evaluation"
"3603647304","06-2023-3339","12/11/2020","INS","Inspection/Evaluation"
"3603439402","06-2023-3308","03/30/2022","INS","Inspection/Evaluation"
"3603439792","06-2023-3309","03/30/2022","INS","Inspection/Evaluation"
"3603439792","06-2023-3309","03/30/2022","INS","Inspection/Evaluation"
"3603439792","06-2023-3309","03/30/2022","INS","Inspection/Evaluation"
"3603262005","03-2022-8016","05/18/2022","OSR","Offsite Record Review"
"3604667034","06-2026-0333","03/25/2022","OSR","Offsite Record Review"
"3603280864","02-2022-5093","05/05/2022","OSR","Offsite Record Review"
"3603280866","02-2022-5094","05/05/2022","OSR","Offsite Record Review"
"3603280876","02-2022-5095","05/05/2022","OSR","Offsite Record Review"
"3603281015","02-2022-5097","05/05/2022","OSR","Offsite Record Review"
"3603127775","06-2022-3300",,"CMD","Case File"
"3603127775","06-2022-3300",,"CMD","Case File"
"3603127775","06-2022-3300",,"CMD","Case File"
"3603527905","02-2023-7910","04/12/2022","INS","Inspection/Evaluation"
"3603351947","02-2022-7918","04/15/2022","INS","Inspection/Evaluation"
"3602825262","06-2021-3364","03/25/2022","AIF","Administrative - Informal"
"3602825262","06-2021-3364","03/25/2022","AIF","Administrative - Informal"
"3602825262","06-2021-3364","03/25/2022","AIF","Administrative - Informal"
"3602825262","06-2021-3364","03/25/2022","AIF","Administrative - Informal"
"3604090214","04-2024-0306","07/26/2022","INS","Inspection/Evaluation"
"3603835921","04-2023-2300","04/28/2022","INS","Inspection/Evaluation"
"3603713457","03-2023-0094","04/28/2022","INS","Inspection/Evaluation"
"3603437823","06-2022-3380","04/21/2022","INS","Inspection/Evaluation"
"3603568610","03-2023-0071","09/23/2021","INS","Inspection/Evaluation"
"3602795478","05-2021-0190","05/19/2021","OSR","Offsite Record Review"
"3603334720","04-2022-0007",,"CMD","Case File"
"3603334720","04-2022-0007",,"CMD","Case File"
"3604005952","06-2023-3350","09/01/2022","INS","Inspection/Evaluation"
"3603364838","09-2022-4416","08/18/2022","OSR","Offsite Record Review"
"3603364839","09-2022-4417","08/18/2022","OSR","Offsite Record Review"
"3603364840","09-2022-4418","08/18/2022","OSR","Offsite Record Review"
"3601742293","06-2019-3319",,"CMD","Case File"
"3601742293","06-2019-3319",,"CMD","Case File"
"3603281857","02-2022-5132","06/16/2022","OSR","Offsite Record Review"
"3603392440","06-2023-3302","10/14/2022","OSR","Offsite Record Review"
"3603559164","02-2023-5024","09/08/2022","OSR","Offsite Record Review"
"3603821415","02-2024-1206","12/07/2022","INS","Inspection/Evaluation"
"3603442046","06-2023-3304","10/14/2022","OSR","Offsite Record Review"
"3603442137","06-2023-3305",,"CMD","Case File"
"3603561589","02-2023-5033","02/01/2023","OSR","Offsite Record Review"
"3603561583","02-2023-5032","02/01/2023","OSR","Offsite Record Review"
"3603563291","02-2023-5034","02/01/2023","OSR","Offsite Record Review"
"3603563293","02-2023-5035","02/01/2023","OSR","Offsite Record Review"
"3603563296","02-2023-5036","02/01/2023","OSR","Offsite Record Review"
"3603475666","02-2023-3016","08/31/2022","INS","Inspection/Evaluation"
"3603378779","09-2022-4464","07/07/2022","OSR","Offsite Record Review"
"3603838864","10-2024-0024","10/21/2022","INS","Inspection/Evaluation"
"3603613074","02-2023-7911","11/15/2022","INS","Inspection/Evaluation"
"3603510180","02-2023-7907","11/16/2022","INS","Inspection/Evaluation"
"3603715178","02-2023-7503","11/17/2022","INS","Inspection/Evaluation"
"3603720324","04-2023-2110","11/09/2022","INS","Inspection/Evaluation"
"3603283193","02-2022-5121","06/14/2022","OSR","Offsite Record Review"
"3603283208","02-2022-5128","06/15/2022","OSR","Offsite Record Review"
"3603443721","09-2023-4319","12/05/2022","OSR","Offsite Record Review"
"3603717274","04-2023-2107",,"CMD","Case File"
"3603785600","04-2023-3124",,"CMD","Case File"
"3604482880","03-2025-0127","02/09/2023","INS","Inspection/Evaluation"
"3603936490","09-2024-1502","07/12/2021","INV","Compliance Investigation"
"3604340124","06-2025-0307","03/20/2023","OSR","Offsite Record Review"
"3604454194","04-2024-4007","08/09/2023","INS","Inspection/Evaluation"
"3604850477","06-2026-3302","12/20/2022","INS","Inspection/Evaluation"
"3604850477","06-2026-3302","12/20/2022","INS","Inspection/Evaluation"
"3604850477","06-2026-3302","12/20/2022","INS","Inspection/Evaluation"
"3604850477","06-2026-3302","12/20/2022","INS","Inspection/Evaluation"
"3604850477","06-2026-3302","12/20/2022","INS","Inspection/Evaluation"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","12/11/2020","INS","Inspection/Evaluation"
"3603647304","06-2023-3339","12/11/2020","INS","Inspection/Evaluation"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603604034","09-2023-4524","05/18/2023","OSR","Offsite Record Review"
"3603655519","09-2023-4567","06/27/2023","OSR","Offsite Record Review"
"3603653659","09-2023-4565","07/17/2023","OSR","Offsite Record Review"
"3605015776","04-2026-6005","03/11/2024","INS","Inspection/Evaluation"
"3604080962","09-2024-4462","08/09/2024","OSR","Offsite Record Review"
"3604103638","05-2024-0335","10/31/2023","INS","Inspection/Evaluation"
"3603968956","06-2024-3327",,"CMD","Case File"
"3604007560","06-2024-3343",,"CMD","Case File"
"3604398298","04-2025-7001",,"CMD","Case File"
"3603595803","06-2023-3315",,"CMD","Case File"
"3603595803","06-2023-3315",,"CMD","Case File"
"3603538111","09-2023-4355","01/26/2023","OSR","Offsite Record Review"
"3603538112","09-2023-4356","01/26/2023","OSR","Offsite Record Review"
"3603538688","09-2023-4371","01/26/2023","OSR","Offsite Record Review"
"3603538899","09-2023-4398","01/26/2023","OSR","Offsite Record Review"
"3603539268","09-2023-4407","01/26/2023","OSR","Offsite Record Review"
"3603539274","09-2023-4410","01/26/2023","OSR","Offsite Record Review"
"3603538971","09-2023-4423","01/26/2023","OSR","Offsite Record Review"
"3603539113","09-2023-4436","01/26/2023","OSR","Offsite Record Review"
"3603538162","09-2023-4463","01/26/2023","OSR","Offsite Record Review"
"3603538192","09-2023-4474","01/26/2023","OSR","Offsite Record Review"
"3604005952","06-2023-3350",,"CMD","Case File"
"3604123733","06-2024-3359","11/30/2023","INS","Inspection/Evaluation"
"3604123733","06-2024-3359","11/30/2023","INS","Inspection/Evaluation"
"3604885004","03-2026-0013","07/13/2023","INS","Inspection/Evaluation"
"3603708199","02-2023-5169","08/17/2023","INS","Inspection/Evaluation"
"3604522331","06-2025-1770","12/13/2023","INS","Inspection/Evaluation"
"3603884124","09-2024-4380","02/20/2024","OSR","Offsite Record Review"
"3604008537","09-2024-4428","06/12/2024","OSR","Offsite Record Review"
"3603808746","02-2024-3003","07/25/2023","INS","Inspection/Evaluation"
"3603808739","02-2024-3004","07/26/2023","INS","Inspection/Evaluation"
"3603808814","02-2024-3005","07/27/2023","INS","Inspection/Evaluation"
"3603688525","06-2023-3321",,"CMD","Case File"
"3603688525","06-2023-3321",,"CMD","Case File"
"3603688525","06-2023-3321",,"CMD","Case File"
"3604024418","09-2024-4077","07/15/2024","INS","Inspection/Evaluation"
"3605014761","03-2026-0077","07/22/2024","INF","Information Request"
"3604128623","02-2024-7101","06/17/2022","OSR","Offsite Record Review"
"3604526849","02-2025-3018","08/22/2024","INS","Inspection/Evaluation"
"3605026458","02-2026-3027","08/21/2024","INS","Inspection/Evaluation"
"3603987751","04-2024-3015",,"CMD","Case File"
"1400009921","02-2008-0033","01/25/2024","INS","Inspection/Evaluation"
"3603851317","06-2024-3314","09/14/2022","AIF","Administrative - Informal"
"3603851317","06-2024-3314","09/14/2022","AIF","Administrative - Informal"
"3603851317","06-2024-3314","09/14/2022","AIF","Administrative - Informal"
"3604358739","04-2025-6102","03/07/2024","INS","Inspection/Evaluation"
"3603670522","06-2023-0932","04/19/2023","INS","Inspection/Evaluation"
"3603691171","06-2023-3347",,"CMD","Case File"
"3603691171","06-2023-3347",,"CMD","Case File"
"3604472826","02-2025-5102","05/16/2025","OSR","Offsite Record Review"
"3604216242","02-2024-3507","05/16/2023","INS","Inspection/Evaluation"
"3603717073","02-2023-5193","08/17/2023","INS","Inspection/Evaluation"
"3603717047","02-2023-5194","08/17/2023","INS","Inspection/Evaluation"
"3603719215","02-2023-5198","08/17/2023","INS","Inspection/Evaluation"
"3603711812","02-2023-5205","08/23/2023","OSR","Offsite Record Review"
"3603710719","02-2023-5201","08/17/2023","INS","Inspection/Evaluation"
"3603713487","02-2023-5208","08/23/2023","OSR","Offsite Record Review"
"3603713490","02-2023-5212","08/23/2023","OSR","Offsite Record Review"
"3603710723","02-2023-5202","08/17/2023","INS","Inspection/Evaluation"
"3603786361","09-2024-4302","10/23/2023","OSR","Offsite Record Review"
"3603428386","04-2022-0729",,"CMD","Case File"
"3604231537","06-2025-3301","08/05/2022","INS","Inspection/Evaluation"
"3603601298","06-2023-3332","08/12/2022","INS","Inspection/Evaluation"
"3603516654","02-2023-3106","09/08/2022","INS","Inspection/Evaluation"
"3603118553","02-2022-3025","03/01/2022","INS","Inspection/Evaluation"
"3603333833","02-2022-5109","06/01/2022","OSR","Offsite Record Review"
"3603012494","06-2022-3304",,"CMD","Case File"
"3603012494","06-2022-3304",,"CMD","Case File"
"3603442258","02-2023-8025","01/06/2022","OSR","Offsite Record Review"
"3603013505","09-2022-4329","02/25/2022","INS","Inspection/Evaluation"
"3603002980","06-2021-0325",,"AFR","Administrative - Formal"
"3603055409","09-2022-4339","03/16/2022","OSR","Offsite Record Review"
"3603055412","09-2022-4340","03/16/2022","OSR","Offsite Record Review"
"3603625470","03-2023-0029","03/15/2022","INS","Inspection/Evaluation"
"3603055418","09-2022-4341","03/16/2022","OSR","Offsite Record Review"
"3603054112","09-2022-4332","03/16/2022","OSR","Offsite Record Review"
"3603256497","09-2022-4385","06/15/2022","OSR","Offsite Record Review"
"3603256494","09-2022-4384","06/15/2022","OSR","Offsite Record Review"
"3603442046","06-2023-3304",,"CMD","Case File"
"3603442156","06-2022-3302",,"CMD","Case File"
"3603442156","06-2022-3302","04/04/2022","AIF","Administrative - Informal"
"3603442156","06-2022-3302","04/04/2022","AIF","Administrative - Informal"
"3603510182","02-2023-7908","11/14/2022","INS","Inspection/Evaluation"
"3603552948","02-2023-5019","12/06/2022","OSR","Offsite Record Review"
"3602824022","04-2021-0610",,"CMD","Case File"
"3602811322","04-2021-0611",,"CMD","Case File"
"3603353344","04-2022-2308",,"CMD","Case File"
"3603224399","06-2022-0917","04/20/2022","OSR","Offsite Record Review"
"3603376957","09-2022-4441","11/02/2021","OSR","Offsite Record Review"
"3604376025","06-2025-3349","03/02/2023","INS","Inspection/Evaluation"
"3604402712","06-2025-3381","03/02/2023","INS","Inspection/Evaluation"
"3603604159","09-2023-4525","05/22/2023","OSR","Offsite Record Review"
"3603800772","02-2024-3011","09/19/2023","INS","Inspection/Evaluation"
"3604059137","02-2024-3315","09/19/2023","INS","Inspection/Evaluation"
"3603853420","10-2024-0021","09/12/2023","INS","Inspection/Evaluation"
"3603724001","02-2023-3111","06/26/2023","INS","Inspection/Evaluation"
"3603608416","09-2023-4527","05/26/2023","OSR","Offsite Record Review"
"3604103504","04-2024-4006",,"CMD","Case File"
"3603840634","02-2024-9103","05/11/2023","INS","Inspection/Evaluation"
"3603604499","06-2023-3333",,"AFR","Administrative - Formal"
"3603604499","06-2023-3333",,"AFR","Administrative - Formal"
"3603604499","06-2023-3333",,"AFR","Administrative - Formal"
"3603604499","06-2023-3333",,"AFR","Administrative - Formal"
"3603604499","06-2023-3333",,"CMD","Case File"
"3603605577","06-2023-3334",,"CMD","Case File"
"3603605577","06-2023-3334",,"CMD","Case File"
"3603605577","06-2023-3334",,"CMD","Case File"
"3604977072","03-2026-0005","05/02/2023","INS","Inspection/Evaluation"
"3603653556","06-2023-0394","05/23/2023","INS","Inspection/Evaluation"
"3603958565","04-2024-6002",,"CMD","Case File"
"3603577065","09-2023-4493","03/23/2023","OSR","Offsite Record Review"
"3603724001","02-2023-3111","06/27/2023","INS","Inspection/Evaluation"
"3603724001","02-2023-3111","06/28/2023","INS","Inspection/Evaluation"
"3603724001","02-2023-3111","06/29/2023","INS","Inspection/Evaluation"
"3604009627","06-2024-3319","08/17/2023","AIF","Administrative - Informal"
"3604009627","06-2024-3319","08/17/2023","AIF","Administrative - Informal"
"3604984990","02-2026-9169","03/16/2023","INS","Inspection/Evaluation"
"3603831233","02-2024-3015","10/31/2023","INS","Inspection/Evaluation"
"3603608422","09-2023-4532","05/26/2023","OSR","Offsite Record Review"
"3603773404","02-2024-7901","06/14/2023","INS","Inspection/Evaluation"
"3603694116","02-2023-5163","08/22/2023","OSR","Offsite Record Review"
"3603694133","02-2023-5165","08/22/2023","OSR","Offsite Record Review"
"3603694136","02-2023-5167","08/22/2023","OSR","Offsite Record Review"
"3603553794","03-2023-8009","03/29/2023","OSR","Offsite Record Review"
"3602310699","HQ-2020-0007",,"JDC","Judicial"
"3602310699","HQ-2020-0007",,"JDC","Judicial"
"3604378612","03-2025-0063","08/08/2023","INS","Inspection/Evaluation"
"3604207526","02-2025-1004","07/28/2023","INS","Inspection/Evaluation"
"3604207526","02-2025-1004","07/28/2023","INS","Inspection/Evaluation"
"3603710608","02-2023-5172","08/17/2023","INS","Inspection/Evaluation"
"3603710612","02-2023-5173","08/17/2023","INS","Inspection/Evaluation"
"3603973879","02-2024-3314","03/28/2024","INS","Inspection/Evaluation"
"3603974173","06-2024-3334",,"CMD","Case File"
"3603974173","06-2024-3334",,"CMD","Case File"
"3604053686","06-2024-3355",,"CMD","Case File"
"3604053686","06-2024-3355",,"CMD","Case File"
"3604557743","09-2025-6519","07/24/2024","INS","Inspection/Evaluation"
"3604557743","09-2025-6519","07/24/2024","INS","Inspection/Evaluation"
"3604557743","09-2025-6519","07/24/2024","INS","Inspection/Evaluation"
"3603632522","06-2023-3343",,"CMD","Case File"
"3603632522","06-2023-3343",,"CMD","Case File"
"3603632522","06-2023-3343",,"CMD","Case File"
"3603684278","02-2023-3043","06/20/2023","INS","Inspection/Evaluation"
"3603985788","09-2024-6531","04/13/2023","INS","Inspection/Evaluation"
"3603837570","02-2024-5012","11/06/2023","OSR","Offsite Record Review"
"3603725013","09-2023-4578","08/30/2023","OSR","Offsite Record Review"
"3604449828","07-2025-0095","05/01/2024","INS","Inspection/Evaluation"
"3604055550","06-2024-0980","07/11/2024","OSR","Offsite Record Review"
"3603510482","09-2023-4336","02/08/2023","OSR","Offsite Record Review"
"3603671302","06-2023-0396","05/31/2023","INS","Inspection/Evaluation"
"3603671299","06-2023-0395","05/31/2023","INS","Inspection/Evaluation"
"3603980537","02-2024-9106","10/30/2023","INS","Inspection/Evaluation"
"3603941939","02-2024-5063","02/14/2024","OSR","Offsite Record Review"
"3603941946","02-2024-5064","02/14/2024","OSR","Offsite Record Review"
"3603866994","02-2024-5066","02/14/2024","OSR","Offsite Record Review"
"3603866999","02-2024-5068","02/14/2024","OSR","Offsite Record Review"
"3600673668","03-2016-7003",,"CMD","Case File"
"3604066010","06-2024-0982","07/16/2024","OSR","Offsite Record Review"
"3604417303","03-2025-0061","03/22/2023","INS","Inspection/Evaluation"
"3604989306","09-2026-3564","06/27/2023","INS","Inspection/Evaluation"
"3603991002","03-2024-0097","03/29/2023","INS","Inspection/Evaluation"
"3604561393","03-2025-0163","03/30/2023","INS","Inspection/Evaluation"
"3603961692","06-2024-3331","05/25/2023","INS","Inspection/Evaluation"
"3604116916","07-2024-0079","06/29/2023","INS","Inspection/Evaluation"
"3603634346","04-2023-0602",,"CMD","Case File"
"3604016998","09-2024-4429","06/17/2024","OSR","Offsite Record Review"
"3604219642","10-2025-0032","06/28/2024","INS","Inspection/Evaluation"
"3605013817","04-2026-1101","03/14/2023","INS","Inspection/Evaluation"
"3603786367","09-2024-4305","10/23/2023","OSR","Offsite Record Review"
"3603786377","09-2024-4309","10/24/2023","OSR","Offsite Record Review"
"3604045259","09-2024-0615","07/11/2024","INS","Inspection/Evaluation"
"3604884301","09-2026-3551","07/09/2024","INS","Inspection/Evaluation"
"3604884301","09-2026-3551","07/09/2024","INS","Inspection/Evaluation"
"3603608421","09-2023-4531","05/26/2023","OSR","Offsite Record Review"
"3604206829","09-2025-4010","05/02/2023","INS","Inspection/Evaluation"
"3603770500","06-2023-1800","06/06/2023","AIF","Administrative - Informal"
"3604633556","10-2026-0029","08/16/2024","INS","Inspection/Evaluation"
"3603927767","06-2024-3315","11/07/2023","INS","Inspection/Evaluation"
"3603932735","06-2024-3316","11/07/2023","INS","Inspection/Evaluation"
"3603927767","06-2024-3315",,"INC","Incident"
"3603932735","06-2024-3316",,"INC","Incident"
"3604048665","06-2024-4806","02/15/2024","INS","Inspection/Evaluation"
"3604367147","06-2025-4312","02/15/2024","INS","Inspection/Evaluation"
"3603842332","02-2024-5021","12/04/2023","OSR","Offsite Record Review"
"3604432320","09-2025-0631","08/28/2023","INS","Inspection/Evaluation"
"3603969988","02-2024-3026","01/17/2024","INS","Inspection/Evaluation"
"3604002024","09-2024-4423","05/30/2024","OSR","Offsite Record Review"
"3603838839","02-2024-7102","09/02/2022","OSR","Offsite Record Review"
"3603650808","04-2022-0501",,"CMD","Case File"
"3603650808","04-2022-0501",,"CMD","Case File"
"3603654720","04-2022-0500",,"CMD","Case File"
"3603654720","04-2022-0500",,"CMD","Case File"
"3603654720","04-2022-0500",,"CMD","Case File"
"3603647334","04-2023-0603",,"CMD","Case File"
"3603488758","04-2023-0705",,"CMD","Case File"
"3603639528","04-2023-0708",,"CMD","Case File"
"3604017287","04-2023-0732",,"CMD","Case File"
"3603639491","04-2023-0709",,"CMD","Case File"
"3603658806","04-2023-0720",,"CMD","Case File"
"3603656288","04-2023-3007",,"CMD","Case File"
"3603890246","02-2024-9287","08/31/2023","OSR","Offsite Record Review"
"3603755208","09-2023-4808","01/26/2023","OSR","Offsite Record Review"
"3603714729","04-2023-0054",,"CMD","Case File"
"3603714729","04-2023-0054",,"CMD","Case File"
"3603711104","04-2023-0056",,"CMD","Case File"
"3603711104","04-2023-0056",,"CMD","Case File"
"3603711148","04-2023-0208",,"CMD","Case File"
"3603573789","07-2023-0044","09/29/2023","INS","Inspection/Evaluation"
"3604048776","06-2024-3313",,"CMD","Case File"
"3604048776","06-2024-3313",,"CMD","Case File"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3603647304","06-2023-3339",,"CMD","Case File"
"3604104778","02-2024-5166","08/27/2024","OSR","Offsite Record Review"
"3601195564","03-2017-7008",,"CMD","Case File"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603647304","06-2023-3339","06/21/2024","OSR","Offsite Record Review"
"3603613077","02-2023-7912","11/16/2022","INS","Inspection/Evaluation"
"3603717508","03-2023-0100","08/08/2022","INF","Information Request"
"3603613060","06-2023-3319",,"INC","Incident"
"3603055194","09-2022-4336","03/16/2022","OSR","Offsite Record Review"
"3603055192","09-2022-4335","03/16/2022","OSR","Offsite Record Review"
"3400253336","04-2014-4754",,"CMD","Case File"
"3400253336","04-2014-4754",,"CMD","Case File"
"3603715026","02-2023-5061","10/28/2021","OSR","Offsite Record Review"
"3603107365","05-2022-0094","04/20/2022","OSR","Offsite Record Review"
"3603724001","02-2023-3111","06/28/2023","INS","Inspection/Evaluation"
"3603724001","02-2023-3111","06/27/2023","INS","Inspection/Evaluation"
"3604088332","04-2024-2009","04/20/2023","INS","Inspection/Evaluation"
"3604064277","04-2024-2004","07/12/2023","INS","Inspection/Evaluation"
"3603630867","05-2023-0055","06/20/2023","SFD","Voluntary Disclosure"
"3603737123","06-2023-3353",,"CMD","Case File"
"3603737123","06-2023-3353",,"CMD","Case File"
"3603737123","06-2023-3353",,"CMD","Case File"
"3603737123","06-2023-3353",,"CMD","Case File"
"3603600258","09-2023-4517","04/25/2023","OSR","Offsite Record Review"
"3603720301","09-2023-4574","08/23/2023","OSR","Offsite Record Review"
"3603510435","09-2023-4333","01/31/2023","OSR","Offsite Record Review"
"3603510439","09-2023-4334","01/31/2023","OSR","Offsite Record Review"
"3603510484","09-2023-4337","02/09/2023","OSR","Offsite Record Review"
"3604945259","02-2026-7500","06/13/2023","INS","Inspection/Evaluation"
"3603697893","02-2023-5154","08/01/2023","OSR","Offsite Record Review"
"3603950055","06-2024-3328",,"CMD","Case File"
"3603950055","06-2024-3328",,"CMD","Case File"
"3603647235","09-2023-4555","07/05/2023","OSR","Offsite Record Review"
"3603647144","09-2023-4552","07/07/2023","OSR","Offsite Record Review"
"3603651227","09-2023-4561","07/11/2023","OSR","Offsite Record Review"
"3604082343","04-2024-0309","04/20/2023","INS","Inspection/Evaluation"
"3604082343","04-2024-0309",,"CMD","Case File"
"3603786366","09-2024-4304","10/23/2023","OSR","Offsite Record Review"
"3603786364","09-2024-4303","10/23/2023","OSR","Offsite Record Review"
"3603786378","09-2024-4310","10/24/2023","OSR","Offsite Record Review"
"3603786369","09-2024-4306","10/23/2023","OSR","Offsite Record Review"
"3603570085","06-2023-3320","09/27/2022","INF","Information Request"
"3604479162","03-2025-0113","03/30/2023","INS","Inspection/Evaluation"
"3603449497","09-2023-4322","12/09/2022","OSR","Offsite Record Review"
"3603533822","09-2023-4354","01/26/2023","OSR","Offsite Record Review"
"3603539221","09-2023-4442","01/26/2023","OSR","Offsite Record Review"
"3603538185","09-2023-4472","01/26/2023","OSR","Offsite Record Review"
"3603538193","09-2023-4475","01/26/2023","OSR","Offsite Record Review"
"3603533786","09-2023-4349","03/02/2023","OSR","Offsite Record Review"
"3604055933","02-2024-3313","03/14/2024","INS","Inspection/Evaluation"
"3604073452","02-2024-1214","04/16/2024","INS","Inspection/Evaluation"
"3603819044","06-2024-3310","07/20/2022","INS","Inspection/Evaluation"
"3604157787","06-2025-3300","04/11/2024","INS","Inspection/Evaluation"
"3604160075","06-2025-3305","11/30/2023","INS","Inspection/Evaluation"
"3604160075","06-2025-3305","11/30/2023","INS","Inspection/Evaluation"
"3604021712","09-2024-4437","06/21/2024","OSR","Offsite Record Review"
"3604021735","09-2024-4438","06/21/2024","OSR","Offsite Record Review"
"3603961705","03-2024-0083","03/14/2023","INS","Inspection/Evaluation"
"3604504529","03-2025-0121","06/01/2023","INS","Inspection/Evaluation"
"3603839155","09-2024-4344","11/13/2023","OSR","Offsite Record Review"
"3604222897","06-2024-3361","11/30/2023","INS","Inspection/Evaluation"
"3604222897","06-2024-3361","11/30/2023","INS","Inspection/Evaluation"
"3604877860","09-2026-1503","11/02/2023","INS","Inspection/Evaluation"
"3603601137","03-2023-8012","05/08/2023","OSR","Offsite Record Review"
"3604090842","07-2024-0047","06/06/2023","INS","Inspection/Evaluation"
