"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"3604008441","06-2024-1759","3600474531","3600076207","3600057343",,"11158",,"125","lbs","SWT","Water (navigable/surface)","C"
"3604013433","08-2024-0086","3600474478","3600076180","3600057334",,"6662",,"335","lbs","LAN","Land","C"
"3604014424","05-2024-9906","3600474533","3600076260","3600057383",,"7536",,"72927.56","lbs","LAN","Land","C"
"3604016115","05-2024-0322","3600474629","3600078318","3600059043",,"10178",,"13953","lbs","SWT","Water (navigable/surface)","C"
"3604017313","02-2024-3037","3600474714","3600076338","3600057445",,"10354",,"22","PNDSYR","SWT","Water (navigable/surface)","C"
"3604021639","09-2024-4434","3600474901","3600076439","3600057544",,"6662",,"1323","lbs","LAN","Land","C"
"3604022274","06-2024-1754","3600474933","3600077318","3600058264",,"10107",,"9000","PNDSYR","SWT","Water (navigable/surface)","C"
"3604022432","07-2024-0055","3600474943","3600086809","3600065730",,"7658",,"2","SFHU","LAN","Land","C"
"3604029215","10-2024-0174","3600495600","3600081570","3600061358",,"6435",,"145","PNDSYR","SWT","Water (navigable/surface)","C"
"3604031216","10-2024-0176","3600495299","3600081511","3600061320",,"6725",,"18","yd3","WSU","Water (underground source)","C"
"3604032531","02-2024-5156","3600475572","3600076838","3600057843",,"6727",,"1720","lbs","LAN","Land","C"
"3604032532","02-2024-5157","3600475573","3600076839","3600057844",,"6727",,"11005.5","lbs","LAN","Land","C"
"3604032703","02-2024-3506","3600475612","3600076859","3600057863",,"6598",,"1.5","ACRS","WTL","Water (wetlands)","C"
"3604033237","09-2024-3512","3600475653","3600076879","3600057884",,"928",,"3742000","lbs","AIR","Air","C"
"3604037389","10-2024-0179","3600495288","3600081509","3600061318",,"6624",,"1","WELLS","WSU","Water (underground source)","C"
"3604037654","07-2024-0060","3600480714","3600077080","3600058072",,"2509",,"5500000","lbs","AIR","Air","C"
"3604047571","09-2024-0618","3600481322","3600077461","3600063051",,"320004518",,"10250","lbs","AIR","Air","C"
"3604047621","09-2024-0621","3600481327","3600077479","3600063184",,"320004518",,"772","lbs","AIR","Air","C"
"3604047625","09-2024-0622","3600481328","3600077480","3600063188",,"10255",,"480","lbs","AIR","Air","C"
"3604047625","09-2024-0622","3600481328","3600077480","3600062787",,"5427",,"1650","lbs","AIR","Air","C"
"3604053856","02-2024-5159","3600485938","3600077701","3600058566",,"6727",,"14674","lbs","LAN","Land","C"
"3604058153","09-2024-4448","3600486432","3600078018","3600058783",,"6662",,"9381","lbs","LAN","Land","C"
"3604059242","09-2024-4460","3600486519","3600078120","3600058885",,"6662",,"12630","lbs","LAN","Land","C"
"3604061918","09-2024-0624","3600486656","3600078238","3600063176",,"200000670",,"239.7","MTEVe","AIR","Air","C"
"3604061934","09-2024-0625","3600486657","3600078239","3600063061",,"10255",,"1499","lbs","AIR","Air","C"
"3604061976","09-2024-0627","3600486671","3600078258","3600063179",,"200000670",,"15984.8","MTEVe","AIR","Air","C"
"3604061980","09-2024-0629","3600486673","3600078260","3600063181",,"200000670",,"952.7","MTEVe","AIR","Air","C"
"3604066703","10-2024-0227","3600503031","3600085691","3600064893",,"12297",,"473","lbs","SWT","Water (navigable/surface)","C"
"3604071830","05-2024-0083","3600487345","3600078839","3600059404",,"6727",,"10886","lbs","LAN","Land","C"
"3604088330","10-2024-0235","3600493514","3600080139","3600060204",,"6662",,"2659","lbs","LAN","Land","C"
"3604090842","07-2024-0047","3600493971","3600080498","3600060463",,"12427",,"265000","gal","SWT","Water (navigable/surface)","C"
"3604093312","01-2024-2074","3600494151","3600080599","3600060526",,"10486",,"148","PNDSYR","SWT","Water (navigable/surface)","C"
"3604095741","09-2024-1524","3600494439","3600082869","3600062306",,"10486",,"75612","lbs","SWT","Water (navigable/surface)","C"
"3604095741","09-2024-1524","3600494439","3600082869","3600062309",,"2817",,"21218","lbs","SWT","Water (navigable/surface)","C"
"3604095925","05-2024-9914","3600494472","3600080979","3600060864",,"10331",,"5148","lbs","LAN","Land","C"
"3604100250","06-2024-1789","3600494991","3600081238","3600061103",,"10809",,"20","PNDSYR","SWT","Water (navigable/surface)","C"
"3604100881","05-2024-0094","3600495047","3600081279","3600061144",,"6662",,"10","lbs","LAN","Land","C"
"3604101123","05-2024-5053","3600495115","3600083819","3600063310",,"300000290",,"7150","PNDSYR","AIR","Air","C"
"3604101124","05-2024-5054","3600495116","3600081323","3600061185",,"10494",,"38000","PNDSYR","AIR","Air","C"
"3604101654","02-2024-5174","3600495155","3600081362","3600061227",,"6727",,"15","lbs","LAN","Land","C"
"3604101799","04-2024-7009","3600495174","3600081380","3600061245",,"300000047",,"12.75","yd3","SIL","Soil","C"
"3604103605","10-2024-0244","3600501958","3600085121","3600064443",,"10251",,"272","lbs","SWT","Water (navigable/surface)","C"
"3604107488","04-2024-1004","3600496012","3600081902","3600061585",,"467",,"128708","PNDSYR","WPT","Water (wastewater to POTW)","C"
"3604114831","02-2024-5175","3600496452","3600082398","3600061983",,"6662",,"2","lbs","LAN","Land","C"
"3604118353","04-2024-4003","3600496856","3600082694","3600062186",,"6614",,"200","lbs","LAN","Land","C"
"3604118503","06-2024-3379","3600496876","3600086973","3600065852",,"300000243",,"3796.65","lbs","AIR","Air","C"
"3604118721","04-2024-4004","3600496931","3600082759","3600062247",,"6614",,"296471.2","lbs","LAN","Land","C"
"3604119808","02-2024-3111","3600497036","3600083047","3600062471",,"5889",,"29","lbs","SWT","Water (navigable/surface)","C"
"3604121516","03-2024-0147","3600497172","3600082938","3600062366",,"10486",,"396","PNDSYR","SWT","Water (navigable/surface)","C"
"3604121643","09-2024-4477","3600497205","3600082963","3600062387",,"6662",,"0","lbs","LAN","Land","C"
"3604121764","03-2024-0042","3600497232","3600083019","3600062448",,"10253",,"1697598","lbs","AIR","Air","C"
"3604121764","03-2024-0042","3600497232","3600083019","3600062447",,"320003339",,"277442","lbs","AIR","Air","C"
"3604126186","06-2024-3366","3600497755","3600083192","3600062617",,"10309",,".02","lbs","AIR","Air","C"
"3604126188","02-2024-3036","3600497754","3600083183","3600062606",,"6562",,"48","PNDSYR","SWT","Water (navigable/surface)","C"
"3604126188","02-2024-3036","3600497754","3600083183","3600062610",,"360",,"152","PNDSYR","SWT","Water (navigable/surface)","C"
"3604128469","09-2024-0638","3600497877","3600083318","3600062704",,"10193",,"347","PNDSYR","AIR","Air","C"
"3604129769","08-2024-0241","3600498018","3600083379","3600062744",,"928",,"2000000","lbs","AIR","Air","C"
"3604138164","02-2024-1005","3600498591","3600083667","3600063157",,"200000670",,"4282364","lbs","AIR","Air","C"
"3604151821","06-2024-0380","3600498968","3600083866","3600063323",,"6662",,"485","lbs","LAN","Land","C"
"3604166021","06-2024-1775","3600499852","3600084141","3600063585",,"6594",,"44","lbs","SWT","Water (navigable/surface)","C"
"3604174156","09-2025-0604","3600500112","3600084279","3600063724",,"200000842",,"1155","PNDSYR","AIR","Air","C"
"3604174166","09-2025-0605","3600500114","3600084281","3600063727",,"10193",,"3893","PNDSYR","AIR","Air","C"
"3604181073","09-2025-0606","3600500367","3600084470","3600063892",,"200000842",,"3427","PNDSYR","AIR","Air","C"
"3604181087","09-2025-0607","3600500369","3600084471","3600063893",,"10358",,"3935","PNDSYR","AIR","Air","C"
"3604187677","02-2025-5012","3600500640","3600084601","3600063985",,"6727",,"1.32","lbs","LAN","Land","C"
"3604196244","02-2025-5021","3600501042","3600084743","3600064124",,"6662",,"130","lbs","LAN","Land","C"
"3604200340","06-2025-1713","3600504051","3600086103","3600065226",,"12130",,"27","lbs","SWT","Water (navigable/surface)","C"
"3604206435","06-2025-3401","3600501793","3600084998","3600064344",,"6901",,"1376700","PNDSYR","AIR","Air","C"
"3604206738","02-2025-5030","3600501559","3600084929","3600064267",,"6727",,"44000","lbs","LAN","Land","C"
"3604219661","05-2025-5011","3600501959","3600085122","3600064448",,"7003",,"998","PNDSYR","AIR","Air","C"
"3604222897","06-2024-3361","3600502055","3600085203","3600064526",,"6901",,"5849.78","lbs","AIR","Air","C"
"3604222897","06-2024-3361","3600502055","3600085203","3600064527",,"200000670",,"146244.6","lbs","AIR","Air","C"
"3604225546","10-2025-0040","3600510319","3600086741","3600065688",,"10789",,"16380","lbs","LAN","Land","C"
"3604228516","10-2025-0045","3600503354","3600085868","3600065028",,"6613",,"60","LFls","WTL","Water (wetlands)","C"
"3604237927","09-2025-1505","3600502588","3600086425","3600065464",,"10178",,"4592","PNDSYR","SWT","Water (navigable/surface)","C"
"3604239225","05-2025-5012","3600502647","3600085488","3600064750",,"7003",,"263674.44","PNDSYR","AIR","Air","C"
"3604240588","02-2025-3302","3600514932","3600086918","3600065824",,"2215",,"4","PNDSYR","SWT","Water (navigable/surface)","C"
"3604241350","03-2025-0044","3600502725","3600085527","3600064768",,"6614",,"250000","lbs","LAN","Land","C"
"3604242002","07-2024-0130","3600502739","3600085534","3600064772",,"6696",,"20","lbs","LAN","Land","C"
"3604251069","10-2025-0052","3600530094","3600089925","3600067751",,"1165",,"18","PNDSYR","SWT","Water (navigable/surface)","C"
"3604258461","02-2022-3035","3600503294","3600085858","3600065023",,"10354",,"60","PNDSYR","SWT","Water (navigable/surface)","C"
"3604260302","05-2025-2001","3600503595","3600091400","3600068787",,"1867",,"24000","gal","LAN","Land","C"
"3604290209","06-2025-1722","3600508647","3600086183","3600065286",,"10486",,"486000","PNDSYR","SWT","Water (navigable/surface)","C"
"3604292095","02-2025-8501","3600508683","3600086202","3600065309",,"12201",,"2","WELLS","WSU","Water (underground source)","C"
"3604292286","03-2025-0007","3600508694","3600086207","3600065533",,"11094",,"18.22","PNDSYR","SWT","Water (navigable/surface)","C"
"3604295753","09-2025-4315","3600509451","3600086269","3600065335",,"6662",,"0","lbs","LAN","Land","C"
"3604296391","02-2025-5051","3600509466","3600086282","3600065347",,"6727",,"3542","lbs","LAN","Land","C"
"3604333835","02-2025-5027","3600510063","3600086565","3600065564",,"6727",,"5","lbs","LAN","Land","C"
"3604351709","07-2025-0046","3600514506","3600086863","3600065765",,"7658",,"5","BLDGUNT","LAN","Land","C"
"3604367785","09-2025-0617","3600515363","3600087202","3600066006",,"7003",,"1075","PNDSYR","AIR","Air","C"
"3604367840","07-2025-0033","3600515373","3600087206","3600066010",,"300000243",,"8","lbs","LAN","Land","C"
"3604368443","07-2024-0108","3600515396","3600087221","3600066028",,"4151",,"1519524","lbs","SWT","Water (navigable/surface)","C"
"3604368443","07-2024-0108","3600515396","3600087221","3600066029",,"11996",,"199.64","lbs","SWT","Water (navigable/surface)","C"
"3604376433","09-2025-6573","3600515588","3600087321","3600066126",,"6624",,"7511","lbs","SWT","Water (navigable/surface)","C"
"3604383502","06-2025-1107","3600521521","3600088518","3600066903",,"6596",,"1","WELLS","WSU","Water (underground source)","C"
"3604388426","07-2025-0062","3600519845","3600087418","3600066227",,"6583",,"41000","gal","SWT","Water (navigable/surface)","C"
"3604389757","05-2025-2012","3600519873","3600091373","3600068758",,"10292",,"10000","gal","LAN","Land","C"
"3604398614","06-2025-1109","3600534475","3600090029","3600067870",,"6596",,"1","WELLS","WSU","Water (underground source)","C"
"3604400054","03-2025-0062","3600520389","3600087759","3600066484",,"10193",,"233680","PNDSYR","AIR","Air","C"
"3604400054","03-2025-0062","3600520389","3600087759","3600066486",,"10361",,"46736","PNDSYR","AIR","Air","C"
"3604400879","05-2025-5029","3600520259","3600087698","3600066423",,"10358",,"3530842","PNDSYR","AIR","Air","C"
"3604402916","06-2025-1102","3600529351","3600089563","3600067565",,"6596",,"1","WELLS","WSU","Water (underground source)","C"
"3604413045","01-2025-2065","3600520592","3600088978","3600067164",,"6613",,"25749","PNDSYR","SWT","Water (navigable/surface)","C"
"3604415613","08-2025-0082","3600520688","3600087919","3600066623",,"6662",,"1499","lbs","LAN","Land","C"
"3604422633","07-2025-0084","3600520858","3600088107","3600066685",,"7658",,"1","BLDGUNT","LAN","Land","C"
"3604426166","05-2025-0190","3600521167","3600091098","3600068563",,"6662",,"0","lbs","LAN","Land","C"
