"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"SFDW","LA1017083","110048530666","EPA","AIF","NONC","Notice of Noncompliance Issued","02/26/2026","06-200286676","SDWA"
"SFDW","LA1017083","110048530666","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275193","SDWA"
"SFDW","TX1011515","110048541805","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288998","SDWA"
"ICIS","3601701214","110048541805","EPA","AIF","NOV","Notice of Violation","08/05/2024","06-200260292","SDWA"
"SFDW","TX1300044","110048639746","EPA","AIF","NONC","Notice of Noncompliance Issued","05/01/2026","06-200291333","SDWA"
"SFDW","TX2410009","110048643465","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290346","SDWA"
"SFDW","TX2490070","110048643857","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290358","SDWA"
"SFDW","TX1550139","110048724911","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290973","SDWA"
"SFDW","TX2350055","110048732396","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290217","SDWA"
"SFDW","TX1880015","110048752159","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289088","SDWA"
"SFDW","NM3500930","110048765261","EPA","AIF","NONC","Notice of Noncompliance Issued","04/22/2025","06-200278732","SDWA"
"SFDW","NM3500930","110048765261","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286397","SDWA"
"SFDW","TX1250039","110048832377","EPA","AIF","NONC","Notice of Noncompliance Issued","05/01/2026","06-200291307","SDWA"
"SFDW","TX1970003","110048848841","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289002","SDWA"
"SFDW","TX1330167","110048902577","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290944","SDWA"
"SFDW","TX1330167","110048902577","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289220","SDWA"
"SFDW","TX2280036","110048945326","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290196","SDWA"
"SFDW","TX2280039","110048945399","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290185","SDWA"
"SFDW","TX0720020","110048946441","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288681","SDWA"
"SFDW","TX2100038","110048973562","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289103","SDWA"
"SFDW","TX1800003","110048983187","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288966","SDWA"
"SFDW","NM3501024","110049069681","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286667","SDWA"
"SFDW","NM3501024","110049069681","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275815","SDWA"
"SFDW","NM3502926","110049149266","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275245","SDWA"
"SFDW","NM3503401","110049149408","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275649","SDWA"
"SFDW","NM3587701","110049190040","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277021","SDWA"
"SFDW","NM3587701","110049190040","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285743","SDWA"
"SFDW","NM3590123","110049190399","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277513","SDWA"
"SFDW","NM3591721","110049190834","EPA","AIF","NONC","Notice of Noncompliance Issued","12/16/2025","06-200275829","SDWA"
"SFDW","NM3591721","110049190834","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287749","SDWA"
"SFDW","NM3500402","110049207906","EPA","AIF","NONC","Notice of Noncompliance Issued","01/06/2025","06-200275794","SDWA"
"SFDW","NM3500403","110049207924","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277512","SDWA"
"SFDW","NM3501225","110049227528","EPA","AIF","NONC","Notice of Noncompliance Issued","04/21/2026","06-200286661","SDWA"
"SFDW","NM3501225","110049227528","EPA","AIF","NONC","Notice of Noncompliance Issued","04/21/2026","06-200275249","SDWA"
"SFDW","NM3501823","110049229759","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285718","SDWA"
"SFDW","NM3501823","110049229759","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275818","SDWA"
"RCRAINFO","KSD007148034","110049249097","EPA","AIF","NOV","Notice of Violation","05/24/2011","07-200048574","RCRA"
"SFDW","NM3510219","110049256005","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275730","SDWA"
"SFDW","NM3510221","110049256023","EPA","AIF","NONC","Notice of Noncompliance Issued","06/12/2025","06-200278046","SDWA"
"SFDW","NM3501923","110049263649","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287716","SDWA"
"SFDW","NM3501529","110049267155","EPA","AIF","NONC","Notice of Noncompliance Issued","04/30/2025","06-200275825","SDWA"
"SFDW","NM3580026","110049323567","EPA","AIF","NONC","Notice of Noncompliance Issued","06/03/2025","06-200278867","SDWA"
"SFDW","NM3502314","110049361882","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200281691","SDWA"
"SFDW","NM3502314","110049361882","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285725","SDWA"
"SFDW","NM3502314","110049361882","EPA","AIF","NONC","Notice of Noncompliance Issued","04/23/2025","06-200278750","SDWA"
"SFDW","NM3502401","110049361926","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275285","SDWA"
"SFDW","NM3502423","110049361999","EPA","AIF","NONC","Notice of Noncompliance Issued","07/15/2025","06-200278585","SDWA"
"SFDW","NM3502426","110049362024","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275701","SDWA"
"SFDW","NM3502426","110049362024","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285786","SDWA"
"SFDW","NM3500728","110049398031","EPA","AIF","NONC","Notice of Noncompliance Issued","02/09/2026","06-200286012","SDWA"
"SFDW","NM3500728","110049398031","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275828","SDWA"
"ICIS","3601402237","110049542795","EPA","AIF","NOV","Notice of Violation","02/15/2022","06-200209627","SDWA"
"SFDW","TX0840271","110049551962","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288620","SDWA"
"SFDW","TX0850014","110049552293","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288694","SDWA"
"ICIS","3601443838","110049587728","EPA","AIF","NOV","Notice of Violation","07/13/2022","06-200213188","SDWA"
"SFDW","TX0150464","110049601784","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288689","SDWA"
"SFDW","TX0190074","110049612978","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288766","SDWA"
"SFDW","TX1470034","110049626641","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290950","SDWA"
"SFDW","OK3003311","110049708376","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285350","SDWA"
"SFDW","TX0910120","110049735248","EPA","AIF","NOV","Notice of Violation","02/15/2022","06-200209624","SDWA"
"SFDW","TX0200509","110049743836","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288661","SDWA"
"SFDW","TX0150560","110049838226","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288683","SDWA"
"SFDW","TX0160007","110049838306","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288775","SDWA"
"ICIS","3601207896","110049864633","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/03/2021","05-200196589","CERCLA"
"SFDW","TX0150180","110049904378","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288686","SDWA"
"SFDW","TX0200526","110049934130","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288659","SDWA"
"SFDW","TX0200657","110049972473","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288684","SDWA"
"RCRAINFO","MID005379797","110050297717","EPA","AIF","NOV","Notice of Violation","06/27/2014","05-200103797","RCRA"
"RCRAINFO","MID005379797","110050297717","EPA","AIF","NOV","Notice of Violation","06/27/2014","05-200101039","RCRA"
"RCRAINFO","ILR000101899","110050297936","EPA","AIF","NOV","Notice of Violation","01/31/2011","05-200044791","RCRA"
"ICIS","21413","110050297936","EPA","AIF","NOV","Notice of Violation","08/12/2024","05-200261651","SDWA"
"ICIS","2384164","110050463877","EPA","AIF","NONC","Notice of Noncompliance Issued","02/25/2003","HQ-100018975","EPCRA"
"RCRAINFO","OHD004232765","110050463995","EPA","AIF","NOV","Notice of Violation","08/19/2020","05-200190701","RCRA"
"SFDW","TX1012070","110050504423","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289204","SDWA"
"RCRAINFO","WID980904684","110050813941","EPA","AIF","NOV","Notice of Violation","06/22/2016","05-200138915","RCRA"
"SFDW","NM3596029","110050941415","EPA","AIF","NONC","Notice of Noncompliance Issued","07/15/2025","06-200278580","SDWA"
"SFDW","105300106","110050947393","EPA","AIF","NONC","Notice of Noncompliance Issued","04/08/2022","10-200209394","CWA"
"SFDW","NM3590732","110050950903","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287753","SDWA"
"SFDW","NM3592717","110050951234","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277015","SDWA"
"SFDW","NM3596033","110050951412","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275832","SDWA"
"SFDW","NM3596033","110050951412","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286396","SDWA"
"SFDW","063500008","110050960260","EPA","AIF","NONC","Notice of Noncompliance Issued","11/08/2021","06-200203954","SDWA"
"SFDW","NM3590324","110050975780","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275826","SDWA"
"SFDW","NM3590324","110050975780","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285724","SDWA"
"SFDW","NM3581623","110050988856","EPA","AIF","NONC","Notice of Noncompliance Issued","06/03/2025","06-200278868","SDWA"
"SFDW","NM3581723","110050988981","EPA","AIF","NOV","Notice of Violation","10/06/2024","06-200279993","SDWA"
"SFDW","NM3581801","110050999997","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275833","SDWA"
"SFDW","NM3593226","110051011640","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275234","SDWA"
"SFDW","NM3594521","110051014905","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286400","SDWA"
"SFDW","NM3594521","110051014905","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277020","SDWA"
"SFDW","NM3595333","110051016985","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277018","SDWA"
"SFDW","NM3594713","110051025715","EPA","AIF","NONC","Notice of Noncompliance Issued","02/11/2026","06-200286660","SDWA"
"SFDW","NM3592121","110051057155","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200276998","SDWA"
"SFDW","NM3593003","110051073164","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275746","SDWA"
"SFDW","ARN000057","110051079587","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286642","SDWA"
"SFDW","NM3590805","110051101160","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277019","SDWA"
"SFDW","NM3581923","110051110971","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285728","SDWA"
"SFDW","NM3592825","110051112862","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287751","SDWA"
"SFDW","NM3591129","110051115468","EPA","AIF","NONC","Notice of Noncompliance Issued","02/09/2026","06-200286016","SDWA"
"SFDW","NM3580013","110051143133","EPA","AIF","NONC","Notice of Noncompliance Issued","03/27/2026","06-200277514","SDWA"
"SFDW","NM3580013","110051143133","EPA","AIF","NONC","Notice of Noncompliance Issued","03/27/2026","06-200286662","SDWA"
"SFDW","NM3502026","110051146407","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286668","SDWA"
"SFDW","NM3502026","110051146407","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277027","SDWA"
"SFDW","NM3501029","110051151855","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287765","SDWA"
"SFDW","NM3502226","110051167483","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287717","SDWA"
"SFDW","NM3580523","110051168115","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277022","SDWA"
"SFDW","NM3593121","110051179425","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200277504","SDWA"
"SFDW","NM3593121","110051179425","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285721","SDWA"
"SFDW","NM3598526","110051181644","EPA","AIF","NONC","Notice of Noncompliance Issued","06/03/2025","06-200278871","SDWA"
"SFDW","NM3598613","110051181724","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275830","SDWA"
"SFDW","NM3598613","110051181724","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285722","SDWA"
"SFDW","NM3598726","110051181822","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286664","SDWA"
"SFDW","ART000550","110051212175","EPA","AIF","NONC","Notice of Noncompliance Issued","06/11/2021","06-200198109","SDWA"
"SFDW","NM3590521","110051215190","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285742","SDWA"
"SFDW","NM3502801","110051231760","EPA","AIF","NONC","Notice of Noncompliance Issued","10/16/2024","06-200277573","SDWA"
"SFDW","OK2001935","110051282973","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285288","SDWA"
"SFDW","OK2001939","110051283035","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285444","SDWA"
"SFDW","OK2005768","110051307545","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285485","SDWA"
"SFDW","OK2000853","110051404743","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285319","SDWA"
"SFDW","OK2006755","110051427103","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286424","SDWA"
"SFDW","OK2004255","110051449161","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286414","SDWA"
"SFDW","OK4001109","110051607659","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286426","SDWA"
"SFDW","OK4006322","110051651173","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285433","SDWA"
"SFDW","IN2090856","110051673792","EPA","AIF","NOV","Notice of Violation","04/27/2021","05-200196676","SDWA"
"SFDW","OK4005584","110051759129","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200285315","SDWA"
"SFDW","LA2005191","110051759432","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275231","SDWA"
"SFDW","LA2115003","110051794395","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286673","SDWA"
"SFDW","LA2115003","110051794395","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275143","SDWA"
"SFDW","LA2103303","110051818128","EPA","AIF","NONC","Notice of Noncompliance Issued","03/19/2025","06-200278878","SDWA"
"SFDW","LA2103303","110051818128","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286774","SDWA"
"SFDW","TX0100068","110051872559","EPA","AIF","NONC","Notice of Noncompliance Issued","04/15/2026","06-200288668","SDWA"
"SFDW","LA2005265","110051876671","EPA","AIF","NONC","Notice of Noncompliance Issued","04/01/2025","06-200275182","SDWA"
"SFDW","LA2121008","110051896686","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200288287","SDWA"
"SFDW","LA2045053","110051918993","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275232","SDWA"
"SFDW","MD1021493","110051920383","EPA","AIF","NOV","Notice of Violation","01/11/2022","03-200274701","SDWA"
"SFDW","LA2013015","110051922130","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200287779","SDWA"
"SFDW","LA2015021","110051953105","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275146","SDWA"
"SFDW","LA2103356","110051954382","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200275144","SDWA"
"SFDW","LA2103494","110051954961","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286773","SDWA"
"SFDW","LA2103494","110051954961","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200281918","SDWA"
"SFDW","LA2103502","110051955041","EPA","AIF","NONC","Notice of Noncompliance Issued","03/20/2025","06-200281931","SDWA"
"SFDW","WI6630399","110051972610","EPA","AIF","NOV","Notice of Violation","12/28/2020","05-200195851","SDWA"
"SFDW","OK8005539","110052475898","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286412","SDWA"
"SFDW","OK6005527","110052481872","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200286419","SDWA"
"SFDW","TX1013163","110052592084","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289223","SDWA"
"SFDW","TX1013473","110052605212","EPA","AIF","NONC","Notice of Noncompliance Issued","04/30/2026","06-200291300","SDWA"
"SFDW","TX1013491","110052605481","EPA","AIF","NONC","Notice of Noncompliance Issued","04/20/2026","06-200291196","SDWA"
"SFDW","TX1011997","110052616549","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289202","SDWA"
"SFDW","TX1013208","110052646874","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289225","SDWA"
"SFDW","TX1013462","110052735974","EPA","AIF","NONC","Notice of Noncompliance Issued","04/27/2026","06-200291194","SDWA"
"SFDW","TX1012454","110052741896","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289207","SDWA"
"SFDW","TX1013419","110052745062","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289239","SDWA"
"SFDW","TX1013420","110052745071","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289240","SDWA"
"SFDW","TX1630012","110052747051","EPA","AIF","NONC","Notice of Noncompliance Issued","05/03/2026","06-200290981","SDWA"
"SFDW","TX2370031","110052762113","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200290336","SDWA"
"SFDW","TX1012787","110052776386","EPA","AIF","NONC","Notice of Noncompliance Issued",,"06-200289212","SDWA"
