"ACTIVITY_ID","CASE_NUMBER","RELIEF_CODE","RELIEF_DESC"
"2600038343","05-2011-7084","PEN","Penalty"
"2600038491","05-2011-7085","PEN","Penalty"
"2600042112","05-2011-7086","PEN","Penalty"
"2600044810","05-2011-7087","PEN","Penalty"
"2600045229","05-2011-7088","PEN","Penalty"
"2600047682","05-2011-7090","PEN","Penalty"
"2600055555","05-2011-7092","PEN","Penalty"
"2600060385","05-2011-7095","PEN","Penalty"
"2200025423","05-2011-9900","PEN","Penalty"
"2200033979","05-2011-9902","PEN","Penalty"
"2200033693","05-2011-9903","PEN","Penalty"
"2200036224","05-2011-9905","PEN","Penalty"
"2600003026","05-2011-9910","PEN","Penalty"
"2600006152","05-2011-9911","PEN","Penalty"
"2600013980","05-2011-9915","PEN","Penalty"
"2600024177","05-2011-9920","PEN","Penalty"
"2600033538","05-2011-9922","PEN","Penalty"
"2600040738","05-2011-9924","PEN","Penalty"
"2600040758","05-2011-9925","PEN","Penalty"
"2600047759","05-2011-9926","PEN","Penalty"
"2600059644","05-2011-9927","PEN","Penalty"
"2600074643","05-2012-0005","PEN","Penalty"
"2600074734","05-2012-0006","PEN","Penalty"
"2600074830","05-2012-0007","PEN","Penalty"
"2600080589","05-2012-0011","PEN","Penalty"
"2600081257","05-2012-0012","PEN","Penalty"
"2600081269","05-2012-0013","PEN","Penalty"
"2600081272","05-2012-0014","PEN","Penalty"
"2600091367","05-2012-0019","PEN","Penalty"
"2600091715","05-2012-0020","PEN","Penalty"
"2600092552","05-2012-0021","PEN","Penalty"
"2600092561","05-2012-0022","INJ","Injunctive Relief"
"2600094929","05-2012-0024","PEN","Penalty"
"2600092901","05-2012-0025","PEN","Penalty"
"2600093048","05-2012-0026","PEN","Penalty"
"3000004692","05-2012-0034","PEN","Penalty"
"3000009364","05-2012-0038","PEN","Penalty"
"3000009539","05-2012-0042","PEN","Penalty"
"3000010364","05-2012-0043","PEN","Penalty"
"3000010423","05-2012-0044","PEN","Penalty"
"3000010459","05-2012-0045","PEN","Penalty"
"3000020729","05-2012-0047","PEN","Penalty"
"3000016892","05-2012-0048","PEN","Penalty"
"3000017012","05-2012-0050","PEN","Penalty"
"3000020726","05-2012-0052","PEN","Penalty"
"3000023808","05-2012-0054","PEN","Penalty"
"3000024167","05-2012-0055","PEN","Penalty"
"3000024948","05-2012-0056","PEN","Penalty"
"3000026390","05-2012-0059","PEN","Penalty"
"3000030092","05-2012-0061","PEN","Penalty"
"3000030095","05-2012-0062","PEN","Penalty"
"3000030101","05-2012-0063","PEN","Penalty"
"3000030549","05-2012-0064","PEN","Penalty"
"3000034818","05-2012-0065","PEN","Penalty"
"3000044034","05-2012-0066","PEN","Penalty"
"3000032521","05-2012-0071","PEN","Penalty"
"3000033572","05-2012-0073","PEN","Penalty"
"3000033569","05-2012-0074","PEN","Penalty"
"3000034786","05-2012-0078","PEN","Penalty"
"3000034839","05-2012-0079","PEN","Penalty"
"3000034874","05-2012-0080","PEN","Penalty"
"3000040671","05-2012-0085","PEN","Penalty"
"3000045433","05-2012-0092","PEN","Penalty"
"3000049793","05-2012-0093","PEN","Penalty"
"3000054327","05-2012-0096","PEN","Penalty"
"3000054338","05-2012-0097","PEN","Penalty"
"3000057575","05-2012-0100","PEN","Penalty"
"3000005960","05-2012-0101","PEN","Penalty"
"3000057579","05-2012-0102","PEN","Penalty"
"3000059509","05-2012-0105","PEN","Penalty"
"3000059622","05-2012-0106","PEN","Penalty"
"3000059664","05-2012-0107","PEN","Penalty"
"3000061028","05-2012-0108","PEN","Penalty"
"3000062633","05-2012-0109","PEN","Penalty"
"3000062648","05-2012-0110","PEN","Penalty"
"2600091625","05-2012-0111","PEN","Penalty"
"3000063044","05-2012-0112","PEN","Penalty"
"3000063235","05-2012-0116","PEN","Penalty"
"3000063699","05-2012-0117","PEN","Penalty"
"3000066161","05-2012-0118","PEN","Penalty"
"3000066170","05-2012-0119","PEN","Penalty"
"3000066178","05-2012-0120","PEN","Penalty"
"3000066190","05-2012-0121","PEN","Penalty"
"3000066204","05-2012-0122","PEN","Penalty"
"3000064160","05-2012-0123","PEN","Penalty"
"3000064912","05-2012-0125","PEN","Penalty"
"3000064924","05-2012-0126","PEN","Penalty"
"3000065878","05-2012-0128","PEN","Penalty"
"3000066510","05-2012-0129","PEN","Penalty"
"3000068423","05-2012-0137","PEN","Penalty"
"2600079144","05-2012-0303","INJ","Injunctive Relief"
"2600079693","05-2012-0304","PEN","Penalty"
"2600093451","05-2012-0306","INJ","Injunctive Relief"
"2600101523","05-2012-0308","INJ","Injunctive Relief"
"3000007636","05-2012-0311","INJ","Injunctive Relief"
"3000026393","05-2012-0315","PEN","Penalty"
"3000030307","05-2012-0316","PEN","Penalty"
"3000066250","05-2012-0323","INJ","Injunctive Relief"
"3000067635","05-2012-0325","INJ","Injunctive Relief"
"3000067679","05-2012-0326","INJ","Injunctive Relief"
"3000067885","05-2012-0327","INJ","Injunctive Relief"
"3000067886","05-2012-0328","INJ","Injunctive Relief"
"3000067887","05-2012-0329","INJ","Injunctive Relief"
"3000069358","05-2012-0330","INJ","Injunctive Relief"
"3601215400","05-2012-0340","INJ","Injunctive Relief"
"3601215400","05-2012-0340","PEN","Penalty"
"2600092459","05-2012-0999","PEN","Penalty"
"2600092360","05-2012-1001","INJ","Injunctive Relief"
"2600092361","05-2012-1002","INJ","Injunctive Relief"
"2600092456","05-2012-1003","INJ","Injunctive Relief"
"2600092458","05-2012-1004","CRA","Cost Recovery"
"2600092461","05-2012-1005","INJ","Injunctive Relief"
"2600092463","05-2012-1006","CRA","Cost Recovery"
"3000001448","05-2012-1007","CRA","Cost Recovery"
"3000010346","05-2012-1010","INJ","Injunctive Relief"
"3000010543","05-2012-1011","CRA","Cost Recovery"
"3000006627","05-2012-1240","PEN","Penalty"
"2600073654","05-2012-2000","PEN","Penalty"
"2600100597","05-2012-2003","PEN","Penalty"
"2600104131","05-2012-2004","PEN","Penalty"
"3000055481","05-2012-2009","PEN","Penalty"
"3000064891","05-2012-2011","PEN","Penalty"
"3000065911","05-2012-2012","PEN","Penalty"
"3000054277","05-2012-3002","PEN","Penalty"
"2600093933","05-2012-5005","PEN","Penalty"
"2600094955","05-2012-5007","PEN","Penalty"
"2600096879","05-2012-5008","PEN","Penalty"
"3000009325","05-2012-5014","INJ","Injunctive Relief"
"3000009325","05-2012-5014","PEN","Penalty"
"3000009333","05-2012-5015","PEN","Penalty"
"3000010982","05-2012-5016","PEN","Penalty"
"3000013368","05-2012-5017","PEN","Penalty"
"3000013377","05-2012-5018","PEN","Penalty"
"3000018613","05-2012-5021","PEN","Penalty"
"3000023740","05-2012-5023","PEN","Penalty"
"3000024989","05-2012-5025","PEN","Penalty"
"3000030308","05-2012-5028","PEN","Penalty"
"3000030366","05-2012-5029","PEN","Penalty"
"3000030372","05-2012-5030","PEN","Penalty"
"3000031872","05-2012-5031","PEN","Penalty"
"3000031927","05-2012-5032","PEN","Penalty"
"3000032267","05-2012-5033","PEN","Penalty"
"3000032539","05-2012-5034","PEN","Penalty"
"3000033570","05-2012-5035","PEN","Penalty"
"3000034265","05-2012-5037","PEN","Penalty"
"3000034356","05-2012-5038","INJ","Injunctive Relief"
"3000035960","05-2012-5039","PEN","Penalty"
"3000053461","05-2012-5044","PEN","Penalty"
"3000055073","05-2012-5046","PEN","Penalty"
"3000061865","05-2012-5047","PEN","Penalty"
"3000062420","05-2012-5048","PEN","Penalty"
"3000064549","05-2012-5049","PEN","Penalty"
"3000064654","05-2012-5050","INJ","Injunctive Relief"
"3000064929","05-2012-5051","PEN","Penalty"
"3000072487","05-2012-5053","PEN","Penalty"
"3000072520","05-2012-5054","PEN","Penalty"
"3000068753","05-2012-5555","PEN","Penalty"
"3000068882","05-2012-5556","INJ","Injunctive Relief"
"3000068882","05-2012-5556","PEN","Penalty"
"3000068889","05-2012-5557","PEN","Penalty"
"2600073403","05-2012-7096","PEN","Penalty"
"2600073433","05-2012-7097","PEN","Penalty"
"2600073701","05-2012-7099","PEN","Penalty"
"2600073769","05-2012-7100","PEN","Penalty"
"2600078268","05-2012-7102","PEN","Penalty"
"2600081103","05-2012-7104","PEN","Penalty"
"2600090015","05-2012-7105","PEN","Penalty"
"2600090538","05-2012-7106","PEN","Penalty"
"2600090842","05-2012-7107","PEN","Penalty"
"2600091225","05-2012-7108","PEN","Penalty"
"2600096272","05-2012-7109","PEN","Penalty"
"2600098497","05-2012-7111","PEN","Penalty"
"2600098903","05-2012-7112","PEN","Penalty"
"2600099644","05-2012-7113","PEN","Penalty"
"2600099844","05-2012-7114","PEN","Penalty"
"2600104057","05-2012-7115","PEN","Penalty"
"3000000764","05-2012-7117","PEN","Penalty"
"3000002816","05-2012-7118","PEN","Penalty"
"3000002896","05-2012-7119","PEN","Penalty"
"3000004073","05-2012-7120","PEN","Penalty"
"3000010487","05-2012-7124","PEN","Penalty"
"3000011333","05-2012-7125","PEN","Penalty"
"3000012368","05-2012-7126","PEN","Penalty"
"3000012395","05-2012-7127","PEN","Penalty"
"3000012599","05-2012-7128","PEN","Penalty"
"3000012668","05-2012-7129","PEN","Penalty"
"3000012995","05-2012-7130","PEN","Penalty"
"3000013364","05-2012-7131","PEN","Penalty"
"3000019284","05-2012-7133","PEN","Penalty"
"3000019906","05-2012-7134","PEN","Penalty"
"3000024221","05-2012-7136","PEN","Penalty"
"3000024903","05-2012-7137","PEN","Penalty"
"3000028000","05-2012-7139","PEN","Penalty"
"3000030909","05-2012-7140","PEN","Penalty"
"3000031321","05-2012-7141","PEN","Penalty"
"3000031352","05-2012-7142","PEN","Penalty"
"3000031665","05-2012-7143","PEN","Penalty"
"3000033716","05-2012-7144","PEN","Penalty"
"3000033782","05-2012-7145","PEN","Penalty"
"3000034455","05-2012-7146","PEN","Penalty"
"3000039091","05-2012-7151","PEN","Penalty"
"3000042460","05-2012-7154","PEN","Penalty"
"3000042757","05-2012-7155","PEN","Penalty"
"3000043445","05-2012-7156","PEN","Penalty"
"3000044992","05-2012-7157","PEN","Penalty"
"3000046395","05-2012-7159","PEN","Penalty"
"3000046882","05-2012-7160","PEN","Penalty"
"3000047824","05-2012-7161","PEN","Penalty"
"3000050164","05-2012-7162","PEN","Penalty"
"3000050592","05-2012-7163","PEN","Penalty"
"3000052339","05-2012-7164","PEN","Penalty"
"3000053360","05-2012-7165","PEN","Penalty"
"3000053429","05-2012-7166","PEN","Penalty"
"3000055119","05-2012-7167","PEN","Penalty"
"3000064657","05-2012-7169","PEN","Penalty"
"3000063706","05-2012-9876","INJ","Injunctive Relief"
"3000063706","05-2012-9876","PEN","Penalty"
"2600073681","05-2012-9900","PEN","Penalty"
"2600078752","05-2012-9902","PEN","Penalty"
"2600081226","05-2012-9903","PEN","Penalty"
"2600094610","05-2012-9904","PEN","Penalty"
"3000009969","05-2012-9906","PEN","Penalty"
"3000023339","05-2012-9907","PEN","Penalty"
"3000034418","05-2012-9913","PEN","Penalty"
"3000035489","05-2012-9914","PEN","Penalty"
"3000035518","05-2012-9915","PEN","Penalty"
"3000049744","05-2012-9918","PEN","Penalty"
"3000052379","05-2012-9919","PEN","Penalty"
"3000062287","05-2012-9921","PEN","Penalty"
"3000065185","05-2012-9922","PEN","Penalty"
"3000078787","05-2013-0002","PEN","Penalty"
"3400023946","05-2013-0004","PEN","Penalty"
"3400035645","05-2013-0010","PEN","Penalty"
"3400039433","05-2013-0012","PEN","Penalty"
"3400039439","05-2013-0013","PEN","Penalty"
"3400041563","05-2013-0014","PEN","Penalty"
"3400051335","05-2013-0018","PEN","Penalty"
"3400078471","05-2013-0019","PEN","Penalty"
"3400090766","05-2013-0020","PEN","Penalty"
"3400092583","05-2013-0024","PEN","Penalty"
"3400093100","05-2013-0026","PEN","Penalty"
"3400093130","05-2013-0027","PEN","Penalty"
"3400108914","05-2013-0033","PEN","Penalty"
"3400117453","05-2013-0040","PEN","Penalty"
"3400120003","05-2013-0042","PEN","Penalty"
"3400120021","05-2013-0043","PEN","Penalty"
"3400125259","05-2013-0046","PEN","Penalty"
"3400125428","05-2013-0047","PEN","Penalty"
"3400131988","05-2013-0050","PEN","Penalty"
"3400132390","05-2013-0051","PEN","Penalty"
"3400136441","05-2013-0056","PEN","Penalty"
"3400137397","05-2013-0057","PEN","Penalty"
"3400144777","05-2013-0060","PEN","Penalty"
"3400153819","05-2013-0069","PEN","Penalty"
"3400154003","05-2013-0070","PEN","Penalty"
"3400156192","05-2013-0073","PEN","Penalty"
"3400169293","05-2013-0084","PEN","Penalty"
"3400169367","05-2013-0085","PEN","Penalty"
"3400161439","05-2013-0099","INJ","Injunctive Relief"
"3400161439","05-2013-0099","PEN","Penalty"
"3400149292","05-2013-0100","INJ","Injunctive Relief"
"3000065694","05-2013-0127","PEN","Penalty"
"3400041577","05-2013-0305","INJ","Injunctive Relief"
"3400158191","05-2013-0322","INJ","Injunctive Relief"
"3400159294","05-2013-0323","PEN","Penalty"
"3400159351","05-2013-0324","PEN","Penalty"
"3400160030","05-2013-0325","PEN","Penalty"
"3400161957","05-2013-0326","INJ","Injunctive Relief"
"3400114860","05-2013-0423","PEN","Penalty"
"3400114883","05-2013-0517","PEN","Penalty"
"3400037679","05-2013-2000","PEN","Penalty"
"3400037098","05-2013-2001","PEN","Penalty"
"3400107554","05-2013-2006","PEN","Penalty"
"3400159007","05-2013-2008","PEN","Penalty"
"3400158854","05-2013-2009","PEN","Penalty"
"3400160957","05-2013-2010","PEN","Penalty"
"3000078000","05-2013-5001","PEN","Penalty"
"3000082971","05-2013-5006","PEN","Penalty"
"3000083619","05-2013-5007","PEN","Penalty"
"3400049114","05-2013-5011","PEN","Penalty"
"3400078225","05-2013-5015","PEN","Penalty"
"3400090079","05-2013-5016","PEN","Penalty"
"3400094347","05-2013-5018","PEN","Penalty"
"3400097430","05-2013-5019","PEN","Penalty"
"3400115647","05-2013-5020","PEN","Penalty"
"3400119891","05-2013-5022","PEN","Penalty"
"3400122428","05-2013-5023","PEN","Penalty"
"3400134101","05-2013-5027","PEN","Penalty"
"3400134614","05-2013-5028","PEN","Penalty"
"3400136707","05-2013-5029","PEN","Penalty"
"3400148084","05-2013-5035","PEN","Penalty"
"3400148284","05-2013-5036","PEN","Penalty"
"3400150106","05-2013-5037","PEN","Penalty"
"3400152311","05-2013-5038","PEN","Penalty"
"3400158495","05-2013-5042","PEN","Penalty"
"3400158618","05-2013-5044","PEN","Penalty"
"3400158620","05-2013-5045","PEN","Penalty"
"3400158729","05-2013-5046","PEN","Penalty"
"3400159328","05-2013-5047","PEN","Penalty"
"3400159356","05-2013-5048","PEN","Penalty"
"3400163184","05-2013-5052","PEN","Penalty"
"3400163208","05-2013-5054","PEN","Penalty"
"3400163240","05-2013-5056","PEN","Penalty"
"3400164806","05-2013-5063","PEN","Penalty"
"3400165898","05-2013-5066","PEN","Penalty"
"3601276506","05-2013-5067","PEN","Penalty"
"3000068261","05-2013-7171","PEN","Penalty"
"3000068421","05-2013-7172","PEN","Penalty"
"3000070460","05-2013-7173","PEN","Penalty"
"3000077872","05-2013-7174","PEN","Penalty"
"3000080186","05-2013-7175","PEN","Penalty"
"3000080232","05-2013-7176","PEN","Penalty"
"3000083353","05-2013-7178","PEN","Penalty"
"3000083428","05-2013-7179","PEN","Penalty"
"3400031731","05-2013-7180","PEN","Penalty"
"3400036256","05-2013-7181","PEN","Penalty"
"3400037325","05-2013-7182","PEN","Penalty"
"3400043873","05-2013-7183","PEN","Penalty"
"3400055101","05-2013-7187","PEN","Penalty"
"3400055651","05-2013-7188","PEN","Penalty"
"3400081392","05-2013-7189","PEN","Penalty"
"3400082653","05-2013-7190","PEN","Penalty"
"3400083215","05-2013-7191","PEN","Penalty"
"3400083859","05-2013-7192","PEN","Penalty"
"3400093433","05-2013-7194","PEN","Penalty"
"3400097360","05-2013-7195","PEN","Penalty"
"3400102837","05-2013-7196","PEN","Penalty"
"3400106990","05-2013-7197","PEN","Penalty"
"3400107064","05-2013-7198","PEN","Penalty"
"3400109693","05-2013-7199","PEN","Penalty"
"3400111266","05-2013-7200","PEN","Penalty"
"3400111317","05-2013-7201","PEN","Penalty"
"3400111609","05-2013-7202","PEN","Penalty"
"3400112387","05-2013-7203","PEN","Penalty"
"3400113262","05-2013-7206","PEN","Penalty"
"3400114888","05-2013-7207","PEN","Penalty"
"3400116420","05-2013-7208","PEN","Penalty"
"3400120560","05-2013-7209","PEN","Penalty"
"3400121193","05-2013-7210","PEN","Penalty"
"3400124987","05-2013-7211","PEN","Penalty"
"3400125250","05-2013-7212","PEN","Penalty"
"3400125560","05-2013-7213","PEN","Penalty"
"3400132700","05-2013-7214","PEN","Penalty"
"3400133004","05-2013-7215","PEN","Penalty"
"3400136146","05-2013-7216","PEN","Penalty"
"3400142032","05-2013-7217","PEN","Penalty"
"3400142070","05-2013-7218","PEN","Penalty"
"3400144231","05-2013-7219","PEN","Penalty"
"3400148676","05-2013-7220","PEN","Penalty"
"3400149753","05-2013-7221","PEN","Penalty"
"3400151319","05-2013-7222","PEN","Penalty"
"3400157298","05-2013-7223","PEN","Penalty"
"3400158088","05-2013-7224","PEN","Penalty"
"3400158825","05-2013-7226","PEN","Penalty"
"3400168365","05-2013-7227","PEN","Penalty"
"3400169041","05-2013-7228","PEN","Penalty"
"3000082850","05-2013-9900","PEN","Penalty"
"3400034081","05-2013-9901","PEN","Penalty"
"3400057009","05-2013-9902","PEN","Penalty"
"3400119173","05-2013-9903","PEN","Penalty"
"3400127304","05-2013-9905","PEN","Penalty"
"3400134116","05-2013-9908","PEN","Penalty"
"3400158779","05-2013-9911","PEN","Penalty"
"3400170334","05-2013-9918","PEN","Penalty"
"3400181240","05-2014-0002","PEN","Penalty"
"3400185723","05-2014-0006","PEN","Penalty"
"3400186799","05-2014-0007","PEN","Penalty"
"3400192942","05-2014-0009","PEN","Penalty"
"3400196228","05-2014-0010","PEN","Penalty"
"3400205521","05-2014-0019","PEN","Penalty"
"3400206610","05-2014-0020","PEN","Penalty"
"3400209046","05-2014-0022","PEN","Penalty"
"3400217277","05-2014-0025","PEN","Penalty"
"3400217292","05-2014-0026","PEN","Penalty"
"3400222215","05-2014-0034","PEN","Penalty"
"3400222256","05-2014-0036","PEN","Penalty"
"3400222258","05-2014-0037","PEN","Penalty"
"3400222315","05-2014-0038","PEN","Penalty"
"3400228040","05-2014-0043","PEN","Penalty"
"3400232398","05-2014-0046","PEN","Penalty"
"3400232406","05-2014-0047","PEN","Penalty"
"3400237599","05-2014-0051","PEN","Penalty"
"3400237965","05-2014-0052","PEN","Penalty"
"3400255660","05-2014-0055","PEN","Penalty"
"3400240192","05-2014-0056","PEN","Penalty"
"3400241812","05-2014-0060","PEN","Penalty"
"3400242744","05-2014-0062","PEN","Penalty"
"3400245461","05-2014-0063","PEN","Penalty"
"3400245474","05-2014-0064","PEN","Penalty"
"3400249568","05-2014-0067","PEN","Penalty"
"3400249688","05-2014-0068","PEN","Penalty"
"3400249700","05-2014-0069","PEN","Penalty"
"3400252188","05-2014-0070","PEN","Penalty"
"3400252728","05-2014-0073","PEN","Penalty"
"3400253066","05-2014-0074","PEN","Penalty"
"3400253120","05-2014-0075","PEN","Penalty"
"3400253622","05-2014-0076","PEN","Penalty"
"3400255661","05-2014-0079","PEN","Penalty"
"3400256333","05-2014-0080","PEN","Penalty"
"3400257499","05-2014-0081","PEN","Penalty"
"3400169437","05-2014-0086","PEN","Penalty"
"3400276249","05-2014-0089","PEN","Penalty"
"3400279015","05-2014-0093","PEN","Penalty"
"3400282602","05-2014-0096","PEN","Penalty"
"3400284191","05-2014-0098","PEN","Penalty"
"3400282399","05-2014-0100","INJ","Injunctive Relief"
"3400288175","05-2014-0105","PEN","Penalty"
"3400288191","05-2014-0106","PEN","Penalty"
"3400290107","05-2014-0107","PEN","Penalty"
"3400291597","05-2014-0111","PEN","Penalty"
"3400292112","05-2014-0112","PEN","Penalty"
"3400292784","05-2014-0114","PEN","Penalty"
"3400294477","05-2014-0118","PEN","Penalty"
"3400213160","05-2014-0214","INJ","Injunctive Relief"
"3400228923","05-2014-0404","PEN","Penalty"
"3400291629","05-2014-0502","PEN","Penalty"
"3400268248","05-2014-0716","INJ","Injunctive Relief"
"3400173314","05-2014-2000","PEN","Penalty"
"3400214622","05-2014-2002","PEN","Penalty"
"3400242707","05-2014-2004","PEN","Penalty"
"3400259680","05-2014-2007","PEN","Penalty"
"3400287554","05-2014-2008","PEN","Penalty"
"3400282875","05-2014-4567","INJ","Injunctive Relief"
"3400169413","05-2014-5000","PEN","Penalty"
"3400192965","05-2014-5003","PEN","Penalty"
"3400192852","05-2014-5004","PEN","Penalty"
"3400192925","05-2014-5005","PEN","Penalty"
"3400205334","05-2014-5007","PEN","Penalty"
"3400206962","05-2014-5008","PEN","Penalty"
"3400213182","05-2014-5009","PEN","Penalty"
"3400214857","05-2014-5010","PEN","Penalty"
"3400221890","05-2014-5012","PEN","Penalty"
"3400228807","05-2014-5017","PEN","Penalty"
"3400231353","05-2014-5018","PEN","Penalty"
"3400232340","05-2014-5019","PEN","Penalty"
"3400232353","05-2014-5020","PEN","Penalty"
"3400241351","05-2014-5021","INJ","Injunctive Relief"
"3400241504","05-2014-5022","PEN","Penalty"
"3400240495","05-2014-5024","PEN","Penalty"
"3400240515","05-2014-5025","PEN","Penalty"
"3400240583","05-2014-5027","PEN","Penalty"
"3400241763","05-2014-5029","PEN","Penalty"
"3400245494","05-2014-5031","PEN","Penalty"
"3400246356","05-2014-5033","PEN","Penalty"
"3400253360","05-2014-5035","PEN","Penalty"
"3400256359","05-2014-5038","PEN","Penalty"
"3400262722","05-2014-5040","INJ","Injunctive Relief"
"3400262722","05-2014-5040","PEN","Penalty"
"3400270924","05-2014-5041","INJ","Injunctive Relief"
"3400270926","05-2014-5042","PEN","Penalty"
"3400271858","05-2014-5043","PEN","Penalty"
"3400278056","05-2014-5044","PEN","Penalty"
"3400279372","05-2014-5045","PEN","Penalty"
"3400279385","05-2014-5046","PEN","Penalty"
"3400279927","05-2014-5047","PEN","Penalty"
"3400280296","05-2014-5048","INJ","Injunctive Relief"
"3400280571","05-2014-5050","PEN","Penalty"
"3400282433","05-2014-5051","PEN","Penalty"
"3400283263","05-2014-5052","INJ","Injunctive Relief"
"3400293435","05-2014-5053","INJ","Injunctive Relief"
"3400288297","05-2014-5054","INJ","Injunctive Relief"
"3400291140","05-2014-5057","PEN","Penalty"
"3400291152","05-2014-5058","PEN","Penalty"
"3400291335","05-2014-5059","INJ","Injunctive Relief"
"3400291382","05-2014-5060","PEN","Penalty"
"3400291369","05-2014-5061","INJ","Injunctive Relief"
"3400291413","05-2014-5062","PEN","Penalty"
"3400291449","05-2014-5063","PEN","Penalty"
"3400291481","05-2014-5064","PEN","Penalty"
"3400291552","05-2014-5066","PEN","Penalty"
"3400291572","05-2014-5067","PEN","Penalty"
"3400291575","05-2014-5068","PEN","Penalty"
"3400291642","05-2014-5069","PEN","Penalty"
"3400291655","05-2014-5070","PEN","Penalty"
"3400291652","05-2014-5071","INJ","Injunctive Relief"
"3400291866","05-2014-5073","PEN","Penalty"
"3400292096","05-2014-5074","INJ","Injunctive Relief"
"3400292767","05-2014-5075","PEN","Penalty"
"3400294365","05-2014-5076","PEN","Penalty"
"3400293403","05-2014-5077","INJ","Injunctive Relief"
"3400293519","05-2014-5078","PEN","Penalty"
"3400293526","05-2014-5079","PEN","Penalty"
"3400170802","05-2014-7229","PEN","Penalty"
"3400171312","05-2014-7230","PEN","Penalty"
"3400171414","05-2014-7231","PEN","Penalty"
"3400171623","05-2014-7232","PEN","Penalty"
"3400178799","05-2014-7233","PEN","Penalty"
"3400179652","05-2014-7234","PEN","Penalty"
"3400183451","05-2014-7235","PEN","Penalty"
"3400184244","05-2014-7236","PEN","Penalty"
"3400185045","05-2014-7237","PEN","Penalty"
"3400186442","05-2014-7238","PEN","Penalty"
"3400186472","05-2014-7239","PEN","Penalty"
"3400187927","05-2014-7240","PEN","Penalty"
"3400188398","05-2014-7241","PEN","Penalty"
"3400195067","05-2014-7243","PEN","Penalty"
"3400195138","05-2014-7244","PEN","Penalty"
"3400203007","05-2014-7245","PEN","Penalty"
"3400204750","05-2014-7247","PEN","Penalty"
"3400211453","05-2014-7248","PEN","Penalty"
"3400211652","05-2014-7249","PEN","Penalty"
"3400214936","05-2014-7250","PEN","Penalty"
"3400221133","05-2014-7251","PEN","Penalty"
"3400228238","05-2014-7253","PEN","Penalty"
"3400231168","05-2014-7254","PEN","Penalty"
"3400231699","05-2014-7255","PEN","Penalty"
"3400233468","05-2014-7256","PEN","Penalty"
"3400233615","05-2014-7257","PEN","Penalty"
"3400237747","05-2014-7258","PEN","Penalty"
"3400237981","05-2014-7259","PEN","Penalty"
"3400239391","05-2014-7260","PEN","Penalty"
"3400239457","05-2014-7261","PEN","Penalty"
"3400242924","05-2014-7262","PEN","Penalty"
"3400243169","05-2014-7264","PEN","Penalty"
"3400246888","05-2014-7265","PEN","Penalty"
"3400251171","05-2014-7266","PEN","Penalty"
"3400251603","05-2014-7267","PEN","Penalty"
"3400251976","05-2014-7268","PEN","Penalty"
"3400261259","05-2014-7269","PEN","Penalty"
"3400262397","05-2014-7270","PEN","Penalty"
"3400272088","05-2014-7271","PEN","Penalty"
"3400275943","05-2014-7272","PEN","Penalty"
"3400277869","05-2014-7273","PEN","Penalty"
"3400279114","05-2014-7274","PEN","Penalty"
"3400284225","05-2014-7275","PEN","Penalty"
"3400287432","05-2014-7276","PEN","Penalty"
"3400287680","05-2014-7277","PEN","Penalty"
"3400288751","05-2014-7278","PEN","Penalty"
"3400290902","05-2014-7279","PEN","Penalty"
"3400290962","05-2014-7280","PEN","Penalty"
"3400292548","05-2014-7281","PEN","Penalty"
"3400292610","05-2014-7282","PEN","Penalty"
"3400294602","05-2014-7283","PEN","Penalty"
"3400183422","05-2014-9901","PEN","Penalty"
"3400184266","05-2014-9902","PEN","Penalty"
"3400192066","05-2014-9903","PEN","Penalty"
"3400222224","05-2014-9904","PEN","Penalty"
"3400239450","05-2014-9908","PEN","Penalty"
"3400241572","05-2014-9909","PEN","Penalty"
"3400260359","05-2014-9910","PEN","Penalty"
"3400291467","05-2014-9915","PEN","Penalty"
"3400291503","05-2014-9916","PEN","Penalty"
"3400294392","05-2014-9917","PEN","Penalty"
"3600001181","05-2015-0003","PEN","Penalty"
"3600002528","05-2015-0005","PEN","Penalty"
"3600002535","05-2015-0006","PEN","Penalty"
"3600002537","05-2015-0007","PEN","Penalty"
"3600002837","05-2015-0008","PEN","Penalty"
"3600002839","05-2015-0009","PEN","Penalty"
"3600002843","05-2015-0010","PEN","Penalty"
"3600017790","05-2015-0011","PEN","Penalty"
"3600018125","05-2015-0012","PEN","Penalty"
"3600020091","05-2015-0014","PEN","Penalty"
"3600020094","05-2015-0015","PEN","Penalty"
"3600020096","05-2015-0016","PEN","Penalty"
"3600026003","05-2015-0019","PEN","Penalty"
"3600027158","05-2015-0021","PEN","Penalty"
"3600028650","05-2015-0022","PEN","Penalty"
"3600051339","05-2015-0023","PEN","Penalty"
"3600051526","05-2015-0024","PEN","Penalty"
"3600053808","05-2015-0025","PEN","Penalty"
"3600053821","05-2015-0026","PEN","Penalty"
"3600053837","05-2015-0027","PEN","Penalty"
"3600070003","05-2015-0031","PEN","Penalty"
"3600070017","05-2015-0032","PEN","Penalty"
"3600070034","05-2015-0033","PEN","Penalty"
"3600070083","05-2015-0034","PEN","Penalty"
"3600070085","05-2015-0035","PEN","Penalty"
"3600080543","05-2015-0039","PEN","Penalty"
"3600102752","05-2015-0040","PEN","Penalty"
"3600102775","05-2015-0041","PEN","Penalty"
"3600096116","05-2015-0044","PEN","Penalty"
"3600102564","05-2015-0047","PEN","Penalty"
