"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"12117","03-1988-0105","III-77-009DW"
"12118","03-1988-0106","III-77-010DW"
"12119","03-1988-0107","III-77-011DW"
"12120","03-1988-0108","III-77-012DW"
"12121","03-1988-0109","III-77-013DW"
"9176","03-1981-0202","III-84-56-VR"
"9177","03-1981-0203","III-84-57-VR"
"10775","03-1986-0610","III-253-C"
"10776","03-1986-0611","III-254-C"
"10777","03-1986-0612","III-255-C"
"7543","02-2000-5101","FIFRA-02-2000-5101"
"7544","02-2000-5105","FIFRA-02-2000-5105"
"12705","03-1988-0764","III-80-033DW"
"12706","03-1988-0765","III-80-034DW"
"12707","03-1988-0766","III-80-035DW"
"12708","03-1988-0767","III-80-036DW"
"12709","03-1988-0768","III-80-037DW"
"12710","03-1988-0769","III-80-038DW"
"12711","03-1988-0770","III-80-040DW"
"12712","03-1988-0771","III-80-042DW"
"12713","03-1988-0772","III-80-043DW"
"12714","03-1988-0773","III-80-046DW"
"12715","03-1988-0774","III-80-047DW"
"12716","03-1988-0775","III-80-048DW"
"14185","03-1989-1352","03-89-1147NT"
"12254","03-1988-0271","III-88-25-DC"
"12255","03-1988-0272","III-88-26-DC"
"12256","03-1988-0273","III-88-015DW"
"12257","03-1988-0274","III-88-014DW"
"12258","03-1988-0275","03-88-012VS"
"12259","03-1988-0276","03-88-011VS"
"16977","03-1995-0127","4:CV-96-2128"
"17267","03-1996-0099","III-96-023DA"
"17268","03-1996-0100","III-96-026DA"
"17269","03-1996-0101","III-96-008DA"
"17270","03-1996-0102","CWA-III-165"
"16628","03-1994-0120","CWA-III-102"
"16629","03-1994-0121","CWA-III-103"
"24389","04-2001-0152","CWA-04-01-1005(C)"
"24392","04-2001-0155","01-21-C"
"21038","04-1994-0206","CWA-IV-93-556"
"19559","03-2001-0183","NODEPCRA-3-2001-0010"
"19561","03-2001-0185","III-2001-0008DN"
"22973","04-1999-0048","CAA-4-024-99"
"22974","04-1999-0049","CAA-4-025-99"
"22976","04-1999-0051","CAA-4-99-040"
"24096","04-2000-0796","CAA-04-2000-0081"
"20731","04-1991-0058","95-585-CIV-J-16"
"16901","03-1995-0036","III-95-001DW"
"16907","03-1995-0043","III-95-001DN"
"16908","03-1995-0044","III-95-002DN"
"16909","03-1995-0045","III-1995-031DS"
"16910","03-1995-0046","III-1993-032DS"
"16911","03-1995-0047","III-1995-033DS"
"21770","04-1996-0422","EPCRA-IV-95-113"
"21772","04-1996-0438","404-96-15"
"21773","04-1996-0439","404-96-20"
"21774","04-1996-0440","404-94-103"
"21775","04-1996-0442","4-UICC-004-96"
"600030240","03-2007-0110","CWA-03-2007-0110"
"9198","03-1981-0224","III-85-10-VR"
"9200","03-1981-0226","III-85-12-VR"
"9201","03-1981-0227","III-85-13-VR"
"16712","03-1994-0207","III-94-019DN"
"16714","03-1994-0209","CWA-III-127"
"16715","03-1994-0210","EPCRA-III141"
"16716","03-1994-0211","EPCRA-III142"
"16717","03-1994-0212","EPCRA-III143"
"16718","03-1994-0213","EPCRA-III144"
"16719","03-1994-0214","EPCRA-III145"
"16720","03-1994-0215","EPCRA-III146"
"16722","03-1994-0217","EPCRA-III148"
"20413","04-1989-0014","4-UICC-00287"
"20414","04-1989-0015","4-UICC-02587"
"18864","03-2000-0122","RCRA-3-2000-2003"
"18868","03-2000-0128","III-2000-015DW"
"18869","03-2000-0129","CERC-PPA-2000-0004"
"13665","03-1989-0830","03-89-0622NT"
"13666","03-1989-0831","03-89-0623NT"
"13667","03-1989-0832","03-89-0624NT"
"13668","03-1989-0833","03-89-0625NT"
"13669","03-1989-0834","03-89-0626NT"
"13670","03-1989-0835","03-89-0627NT"
"14292","03-1989-1460","03-89-1191NT"
"14294","03-1989-1462","03-89-1193NT"
"14295","03-1989-1463","03-89-1194NT"
"14296","03-1989-1464","03-89-1195NT"
"12110","03-1988-0097","III-77-001DW"
"10959","03-1986-0798","87-5438"
"15338","03-1991-0219","FIFRA-03SS-023"
"15339","03-1991-0220","FIFRA-03SS-024"
"13518","03-1989-0681","03-89-0528NT"
"13519","03-1989-0682","03-89-0529NT"
"13520","03-1989-0683","03-89-0530NT"
"13521","03-1989-0684","03-89-0531NT"
"13522","03-1989-0685","03-89-0532NT"
"13523","03-1989-0686","03-89-0533NT"
"13524","03-1989-0687","03-89-0534NT"
"13525","03-1989-0688","03-89-0535NT"
"13526","03-1989-0689","03-89-0530NT"
"13527","03-1989-0690","03-89-0537NT"
"13528","03-1989-0691","03-89-0538NT"
"13529","03-1989-0692","03-89-0539NT"
"13530","03-1989-0693","03-89-0540NT"
"13531","03-1989-0694","03-89-0541NT"
"13532","03-1989-0695","03-89-0542NT"
"16630","03-1994-0122","III-94-009DN"
"16631","03-1994-0123","III-94-010DN"
"16632","03-1994-0124","III-94-011DN"
"16633","03-1994-0125","III-94-012DN"
"16634","03-1994-0126","III-94-013DN"
"16635","03-1994-0127","CAA-III-041"
"16637","03-1994-0130","RCRA-3-075CA"
"16638","03-1994-0131","RCRA-3-006TH"
"16749","03-1994-0247","III-94-16-DC"
"16750","03-1994-0248","III-94-18-DC"
"16751","03-1994-0249","III-94-19-DC"
"22478","04-1998-0108","97-27-R"
"22479","04-1998-0109","97-16-C"
"22484","04-1998-0114","98-023"
"22487","04-1998-0117","98-013"
"22488","04-1998-0118","98-015"
"22492","04-1998-0122","98-08-C"
"22493","04-1998-0123","CWA-IV 98-508"
"18254","03-1998-0345","III-98-044DA"
"18256","03-1998-0347","III-98-046DA"
"18258","03-1998-0349","TSCA-III-736"
"18260","03-1998-0351","CERC-III-1998-011L"
"20441","04-1989-0043","4-UICC-00389"
"20442","04-1989-0044","4-UICC-00589"
"20443","04-1989-0045","4-UICC-01289"
"24098","04-2000-0798","CAA-04-2000-0079"
"21453","04-1995-0447","EPCRA-IV-94-110"
"21454","04-1995-0448","EPCRA-IV-94-105"
"21457","04-1995-0455","95-22-C"
"21458","04-1995-0456","95-11-C"
"21460","04-1995-0460","CAA-IV-94-KY002"
"21463","04-1995-0467","TSCA-IV-93-A028L"
"26435","05-1987-0198","V-C-107-87"
"26436","05-1987-0199","V-C-550"
"22299","04-1997-0482","CAA-IV-97-014"
"19869","03-2002-0086","EPCRA-03-2002-0086"
"19870","03-2002-0087","CWA-03-2002-0087"
"21634","04-1996-0145","PWS-PAO-96-34"
"21635","04-1996-0146","PWS-FAO-96-35"
"21636","04-1996-0147","404-96-104"
"21637","04-1996-0148","404-96-103"
"21638","04-1996-0149","PWS-FAO-96-42"
"21639","04-1996-0151","EPCRA-IV-95-107"
"21640","04-1996-0154","PWS-PAO-96-44"
"21641","04-1996-0157","OPA-IV-95-01"
"21642","04-1996-0158","RCRA-UST-96-001"
"21643","04-1996-0159","PWS-FAO-96-41"
"21644","04-1996-0160","PWS-FAO-96-43"
"21645","04-1996-0161","PWS-FAO-96-37"
"16640","03-1994-0133","1:97CV00515"
"16641","03-1994-0135","TSCA-III-706"
"20415","04-1989-0016","4-UICC-00987"
"20416","04-1989-0017","4-UICC-00487"
"20417","04-1989-0019","4-UICC-01388"
"20904","04-1993-1051","CAA-IV-93-007"
"20907","04-1993-1066","92-25-E"
"20910","04-1993-1074","TSCA-IV-92-2095"
"20911","04-1993-1075","TSCA-IV-92-PK2086"
"18522","03-1999-0158","III-99-018DN"
"18523","03-1999-0159","III-99-019DN"
"11297","03-1987-0229","III-87-027DS"
"11298","03-1987-0233","III-87-028DS"
"11299","03-1987-0234","III-87-029DS"
"11300","03-1987-0235","III-87-030DS"
"11301","03-1987-0236","III-1987-031DS"
"11302","03-1987-0237","III-87-032DS"
"11303","03-1987-0238","III-87-033DS"
"11304","03-1987-0239","III-87-034DS"
"11305","03-1987-0240","III-87-035DS"
"11306","03-1987-0241","III-87-036DS"
"11307","03-1987-0242","III-87-037DS"
"14440","03-1989-1608","III-386-C"
"15215","03-1991-0094","III-91-004DW"
"18009","03-1998-0090","CWA-III-208"
"13927","03-1989-1093","03-89-0888NT"
"13928","03-1989-1094","03-89-0889NT"
"13929","03-1989-1095","03-89-0890NT"
"13930","03-1989-1096","03-89-0891NT"
"13533","03-1989-0696","03-89-0543NT"
"13534","03-1989-0697","03-89-0544NT"
"13535","03-1989-0698","03-89-0545NT"
"13536","03-1989-0699","03-89-0546NT"
"18884","03-2000-0147","III-2000-020DN"
"18885","03-2000-0148","III-2000-021DN"
"18886","03-2000-0149","III-2000-022DN"
"18887","03-2000-0150","III-2000-023DN"
"15582","03-1991-0478","93-1339"
"16229","03-1993-0215","III-93-019DW"
"16230","03-1993-0216","III-1993-003CW"
"16231","03-1993-0217","III-93-24-DC"
"10898","03-1986-0736","03-86-0132NT"
"10899","03-1986-0737","03-86-0133NT"
"10900","03-1986-0738","03-86-0134NT"
"10901","03-1986-0739","03-86-0135NT"
"10902","03-1986-0740","03-86-0136NT"
"11435","03-1987-0371","III-76-079-W"
"11436","03-1987-0372","III-76-080-W"
"11437","03-1987-0373","III-76-081-W"
"11438","03-1987-0374","III-76-082-W"
"11439","03-1987-0375","III-76-083-W"
"11440","03-1987-0376","III-76-084-W"
"11441","03-1987-0377","III-76-085-W"
"11442","03-1987-0378","III-76-086-W"
"11443","03-1987-0379","III-76-087-W"
"11444","03-1987-0380","III-76-088-W"
"11093","03-1987-0021","TSCA-III-235"
"11641","03-1987-0609","III-75-061VW"
"11642","03-1987-0610","III-75-062VW"
"14914","03-1990-0437","III-404-C"
"15434","03-1991-0320","92-1294"
"21666","04-1996-0200","PWS-FAO-95-291"
"21667","04-1996-0201","PWS-FAO-95-152"
"21668","04-1996-0202","PWS-FAO-95-151"
"21669","04-1996-0203","PWS-FAO-95-207"
"21670","04-1996-0204","PWS-FAO-95-239"
"24664","04-2001-9026","01-03-C"
"91427","05-2003-0415","V-W-03-C-732"
"91428","06-2003-5107","UST6-2003-5107"
"91430","06-2003-5109","UST6-2003-5109"
"91442","06-2003-1808","CWA-06-2003-1808"
"21552","04-1996-0002","CAA-IV-94-088"
"21553","04-1996-0009","96-01-C"
"21554","04-1996-0011","EPCRA-IV-96-501"
"21556","04-1996-0018","95-28-C"
"21557","04-1996-0022","IF&R 04-94FO18-C"
"21558","04-1996-0023","PWS-PAO-95-181"
"21559","04-1996-0024","PWS-PAO-95-191"
"21560","04-1996-0025","PWS-PA0-95-189"
"21561","04-1996-0026","PWS-PAO-95-157"
"21562","04-1996-0027","PWS-PAO-95-157"
"21563","04-1996-0029","PWS-PAO-95-187, 188"
"16642","03-1994-0136","EPCRA-III135"
"16643","03-1994-0137","EPCRA-III136"
"16644","03-1994-0138","EPCRA-III137"
"16645","03-1994-0139","III-94-001VW"
"16646","03-1994-0140","CWA-III-104"
"17158","03-1995-0335","CERC-DEM-1995-01"
"17159","03-1995-0336","CERC-DEM-1995-02"
"17160","03-1995-0337","CERC-DEM-1995-03"
"17161","03-1995-0338","CERC-DEM-1995-04"
"17162","03-1995-0339","CERC-DEM-1995-05"
"17163","03-1995-0340","CERC-DEM-1995-06"
"16573","03-1994-0061","CWA-III-090"
"16709","03-1994-0204","CWA-III-124"
"16711","03-1994-0206","III-94-018DN"
"20132","04-1980-0035","C-80-367-S"
"20134","04-1980-0038","82-3218"
"20140","04-1980-0044","81-C-0929-S"
"20145","04-1980-0049","83-624CWT-13"
"20146","04-1980-0050","3-83-185"
"20147","04-1980-0051","C-80-215-G"
"15098","03-1990-0623","92-1295"
"600030374","04-2007-1503","CAA-04-2007-1503(b)"
"600030405","06-2007-5100","UST-06-2007-5100"
"11535","03-1987-0485","III-87-00-RC"
"11536","03-1987-0486","TSCA-III-300"
"11537","03-1987-0488","III-110-C"
"12101","03-1988-0080","87-49-E"
"13931","03-1989-1097","03-89-0982NT"
"8025","02-2000-8434","SDWA-02-2000-8434"
"10432","03-1986-0267","03-84-0057NT"
"10433","03-1986-0268","03-84-0058NT"
"10435","03-1986-0270","03-84-0060NT"
"10436","03-1986-0271","03-84-0061NT"
"10996","03-1986-0836","03-87-0009NT"
"10997","03-1986-0837","03-87-0010NT"
"7420","02-2000-3061","CWA-02-2000-3061"
"7421","02-2000-3062","CWA-02-2000-3062"
"7422","02-2000-3064","CWA-02-2000-3064"
"7423","02-2000-3065","CWA-02-2000-3065"
"7424","02-2000-3066","CWA-02-2000-3066"
"7425","02-2000-3067","CWA-02-2000-3067"
"7426","02-2000-3068","CWA-02-2000-3068"
"7427","02-2000-3069","CWA-02-2000-3069"
"7428","02-2000-3070","CWA-02-2000-3070"
"7977","02-2000-8386","SDWA-02-2000-8386"
"7978","02-2000-8387","SDWA-02-2000-8387"
"7979","02-2000-8388","SDWA-02-2000-8388"
"7980","02-2000-8389","SDWA-02-2000-8389"
"7981","02-2000-8390","SDWA-02-2000-8390"
"7982","02-2000-8391","SDWA-02-2000-8391"
"7983","02-2000-8392","SDWA-02-2000-8392"
"7984","02-2000-8393","SDWA-02-2000-8393"
"7985","02-2000-8394","SDWA-02-2000-8394"
"11772","03-1987-0742","III-81-003VW"
"11773","03-1987-0743","III-81-005VW"
"11774","03-1987-0744","III-81-006VW"
"11775","03-1987-0745","III-81-009VW"
"15435","03-1991-0321","RCRA-III-222"
"15436","03-1991-0322","88-365"
"15437","03-1991-0323","03-91-043VS"
"15438","03-1991-0324","03-91-044VS"
"15439","03-1991-0325","03-91-045VS"
"15673","03-1992-0076","TSCA-III-642"
"15674","03-1992-0077","TSCA-III-643"
"15675","03-1992-0078","TSCA-III-644"
"15676","03-1992-0079","TSCA-III-645"
"12717","03-1988-0777","III-80-049DW"
"12718","03-1988-0778","III-80-050DW"
"12719","03-1988-0779","III-80-051DW"
"12720","03-1988-0783","III-80-052DW"
"12721","03-1988-0784","III-80-054DW"
"12722","03-1988-0785","III-80-055DW"
"12723","03-1988-0786","III-80-056DW"
"10255","03-1986-0089","TSCA-III-082"
"10256","03-1986-0090","TSCA-III-083"
"10258","03-1986-0092","TSCA-III-085"
"10259","03-1986-0093","TSCA-III-086"
"10260","03-1986-0094","TSCA-III-087"
"10261","03-1986-0095","TSCA-III-088"
"10262","03-1986-0096","TSCA-III-089"
"11598","03-1987-0565","III-75-016VW"
"11599","03-1987-0566","III-75-018VW"
"11600","03-1987-0567","III-75-019VW"
"11601","03-1987-0568","III-75-020VW"
"11602","03-1987-0569","III-75-021VW"
"11603","03-1987-0570","III-75-022VW"
"11604","03-1987-0571","III-75-023VW"
"11605","03-1987-0572","III-75-024VW"
"11606","03-1987-0573","III-75-025VW"
"11607","03-1987-0574","III-75-026VW"
"21194","04-1995-0051","EPCRA-IV-93-164"
"21196","04-1995-0055","IF&R-04-94-F020C"
"16300","03-1993-0288","III-93-40-DC"
"16301","03-1993-0289","III-1993-095DS"
"16302","03-1993-0290","III-1993-096DS"
"16303","03-1993-0291","III-1993-097DS"
"16304","03-1993-0292","III-93-010DN"
"16305","03-1993-0293","III-1993-006CW"
"16306","03-1993-0294","CAA-III-022"
"16308","03-1993-0296","TSCA-III-689"
"16449","03-1993-0451","EPCRA-III119"
"16450","03-1993-0452","EPCRA-III120"
"16451","03-1993-0453","EPCRA-III121"
"16452","03-1993-0455","EPCRA-III123"
"16453","03-1993-0456","EPCRA-III124"
"16454","03-1993-0457","EPCRA-III125"
"16455","03-1993-0458","EPCRA-III126"
"17963","03-1998-0043","III-98-019DA"
"21043","04-1994-0229","RCRA-UST-94-002"
"19543","03-2001-0166","III-2001-0070DS"
"19545","03-2001-0168","III-2001-0072DS"
"19550","03-2001-0173","III-2001-0074DS"
"21063","04-1994-0282","EPCRA-IV-93-536"
"16752","03-1994-0251","III-94-21-DC"
"16753","03-1994-0252","III-94-23-DC"
"16757","03-1994-0256","III-94-28-DC"
"15589","03-1991-0486","III-91-70-DC"
"15590","03-1991-0487","III-91-71-DC"
"15591","03-1991-0489","III-91-72-DC"
"15592","03-1991-0490","III-91-73-DC"
"15593","03-1991-0491","III-91-74-DC"
"15594","03-1991-0492","III-440-C"
"5613","02-1996-0009","II-EPCRA-96-0108"
"19792","03-2002-0008","CAA-03-2002-0008"
"23542","04-2000-0137","CAA-4-2000-0025"
"23989","04-2000-0591","SDWA-04-2000-288"
"23996","04-2000-0598","SDWA-04-2000-0072"
"13496","03-1989-0659","03-89-0506NT"
"13497","03-1989-0660","03-89-0507NT"
"13498","03-1989-0661","03-89-0508NT"
"17307","03-1996-0146","III-96-44-DC"
"600032015","07-2007-0093","CWA-07-2007-0009"
"10352","03-1986-0187","03-80-0002NT"
"10353","03-1986-0188","03-80-0003NT"
"10354","03-1986-0189","03-80-0004NT"
"18934","03-2000-0197","III-2000-070DN"
"18936","03-2000-0199","III-2000-072DN"
"18937","03-2000-0200","III-2000-073DN"
"18939","03-2000-0202","III-2000-075DN"
"18940","03-2000-0203","III-2000-076DN"
"18941","03-2000-0204","III-2000-077DN"
"14677","03-1990-0196","CWA-III-032"
"14678","03-1990-0197","III-90-11-DC"
"14679","03-1990-0198","93-335"
"14680","03-1990-0199","III-1990-019DS"
"14681","03-1990-0200","III-1990-020DS"
"14682","03-1990-0201","03-90-030VS"
"15299","03-1991-0178","RCRA-3-H-010"
"15300","03-1991-0179","TSCA-III-582"
"15301","03-1991-0180","TSCA-III-583"
"15302","03-1991-0181","TSCA-III-584"
"19026","03-2000-0290","III-2000-043DS"
"19027","03-2000-0291","III-2000-044DS"
"19028","03-2000-0292","III-2000-045DS"
"18013","03-1998-0094","CAA-III-103"
"6153","02-1997-0244","EPA-MPRSA-II-97-01"
"6154","02-1997-0245","EPA-CWA-II-97-92"
"11608","03-1987-0575","III-75-027VW"
"11609","03-1987-0576","III-75-028VW"
"12744","03-1988-0807","III-80-082DW"
"12745","03-1988-0808","III-80-089DW"
"12746","03-1988-0809","III-80-090DW"
"12747","03-1988-0810","III-80-091DW"
"12748","03-1988-0811","III-80-093DW"
"12749","03-1988-0812","III-80-094DW"
"10127","03-1985-0817","III-87-055DW"
"10128","03-1985-0818","III-87-056DW"
"18480","03-1999-0112","III-99-014DN"
"13232","03-1989-0395","03-89-0251NT"
"13233","03-1989-0396","03-89-0252NT"
"13234","03-1989-0397","03-89-0253NT"
"13235","03-1989-0398","03-89-0254NT"
"13236","03-1989-0399","03-89-0255NT"
"13237","03-1989-0400","03-89-0256NT"
"600027690","03-2006-0256","RCRA-03-2006-0256FC"
"14911","03-1990-0434","CWA-III-040"
"17471","03-1996-0357","III-466-C"
"600028096","05-2007-3901","CAA-05-2007-001"
"14300","03-1989-1468","III-89-034DW"
"14301","03-1989-1469","III-89-035DW"
"14302","03-1989-1470","III-89-036DW"
"14303","03-1989-1471","III-89-037DW"
"14305","03-1989-1473","III-89-040DW"
"14306","03-1989-1474","III-89-041DW"
"14307","03-1989-1475","III-89-042DW"
"14308","03-1989-1476","III-89-001VW"
"18441","03-1999-0071","1:CV-99-1332"
"18443","03-1999-0073","III-99-007DW"
"14373","03-1989-1541","III-89-048DS"
"14374","03-1989-1542","III-89-049DS"
"14375","03-1989-1543","III-89-050DS"
"16883","03-1995-0018","III-1995-016DS"
"16884","03-1995-0019","III-1995-017DS"
"16885","03-1995-0020","III-1995-018DS"
"16886","03-1995-0021","III-1995-019DS"
"16887","03-1995-0022","III-1995-020DS"
"10348","03-1986-0182","TSCA-III-175"
"10349","03-1986-0183","TSCA-III-176"
"10350","03-1986-0184","TSCA-III-177"
"10351","03-1986-0186","03-80-0001NT"
"11341","03-1987-0277","TSCA-III-298"
"11342","03-1987-0278","03-87-0142NT"
"11343","03-1987-0279","03-87-0129NT"
"16113","03-1993-0095","III-93-008DW"
"16114","03-1993-0096","III-93-009DW"
"16115","03-1993-0097","III-93-010DW"
"16116","03-1993-0098","CWA-III-073"
"16117","03-1993-0099","III-1993-002CW"
"16118","03-1993-0100","EPCRA-III096"
"21198","04-1995-0057","95-17-C"
"21199","04-1995-0058","TSCA-IV-93-PA008"
"21200","04-1995-0060","CWA-IV-95-503"
"21201","04-1995-0061","CWA-IV-95-504"
"21202","04-1995-0065","CAA-95-4-KY002"
"21203","04-1995-0072","EPCRA-IV-93-102"
"21204","04-1995-0073","EPCRA-IV-93-127"
"21205","04-1995-0074","TSCA-IV-93-PA007"
"17530","03-1997-0029","III-1997-004DS"
"17531","03-1997-0030","III-1997-005DS"
"17532","03-1997-0031","CERC-III-1996-003L"
"13499","03-1989-0662","03-89-0509NT"
"13500","03-1989-0663","03-89-0510NT"
"13501","03-1989-0664","03-89-0511NT"
"13502","03-1989-0665","03-89-0512NT"
"13503","03-1989-0666","03-89-0513NT"
"13504","03-1989-0667","03-89-0514NT"
"13505","03-1989-0668","03-89-0515NT"
"13506","03-1989-0669","03-89-0516NT"
"13507","03-1989-0670","03-89-0517NT"
"11467","03-1987-0403","III-76-112-W"
"11468","03-1987-0404","III-76-113-W"
"11469","03-1987-0405","III-76-114-W"
"11470","03-1987-0406","III-76-115-W"
"11471","03-1987-0407","III-76-116-W"
"11472","03-1987-0408","III-76-117-W"
"11473","03-1987-0409","III-76-118-W"
"11474","03-1987-0410","III-76-119-W"
"11475","03-1987-0411","III-76-120-W"
"11476","03-1987-0412","III-76-121-W"
"11477","03-1987-0413","III-76-122-W"
"11478","03-1987-0414","III-76-123-W"
"11479","03-1987-0415","III-76-124-W"
"11480","03-1987-0416","III-76-125-W"
"11481","03-1987-0417","III-76-126-W"
"11482","03-1987-0418","III-76-127-W"
"11483","03-1987-0419","III-76-128-W"
"11484","03-1987-0420","III-76-130-W"
"13154","03-1989-0317","03-89-0163NT"
"13155","03-1989-0318","03-89-0164NT"
"13156","03-1989-0319","03-89-0165NT"
"13157","03-1989-0320","03-89-0166NT"
"13158","03-1989-0321","03-89-0167NT"
"13159","03-1989-0322","03-89-0168NT"
"13160","03-1989-0323","03-89-0169NT"
"10424","03-1986-0259","03-84-0049NT"
"10425","03-1986-0260","03-84-0050NT"
"5198","02-1994-0298","I F&R-II-525C"
"6742","02-1998-0392","113-98-114"
"6743","02-1998-0393","113-98-028"
"18037","03-1998-0119","CAA-III-105"
"18014","03-1998-0095","97-953(SLR) THROUGH 97-962(SLR)"
"18015","03-1998-0096","III-1998-009DS"
"18017","03-1998-0099","III-1998-011DS"
"18018","03-1998-0100","III-1998-012DS"
"18019","03-1998-0101","RCRA-III-97-13-VR"
"18020","03-1998-0102","CAA-III-104"
"18021","03-1998-0103","III-98-032DA"
"18022","03-1998-0104","III-98-033DA"
"18023","03-1998-0105","III-98-034DA"
"17184","03-1996-0009","CWA-III-156"
"17185","03-1996-0010","III-96-001DN"
"17187","03-1996-0012","III-96-06-DC"
"17188","03-1996-0013","III-96-002DA"
"17189","03-1996-0014","III-96-001DA"
"17192","03-1996-0017","III-96-002DN"
"18310","03-1998-0403","RCRA-III-9006-062"
"18312","03-1998-0405","RCRA-III-9006-064"
"18313","03-1998-0406","RCRA-III-9006-065"
"18315","03-1998-0408","RCRA-III-9006-067"
"18320","03-1998-0413","1:CV-01-0123"
"18447","03-1999-0077","III-99-010DN"
"18451","03-1999-0081","III-99-0012DN"
"18452","03-1999-0082","CERC-III-1999-002L"
"18453","03-1999-0083","III-99-017-DC"
"18454","03-1999-0084","FIFRA-3-1999-0003"
"13854","03-1989-1019","03-89-0814NT"
"13855","03-1989-1020","03-89-0815NT"
"13856","03-1989-1021","03-89-0816NT"
"13857","03-1989-1022","03-89-0817NT"
"13858","03-1989-1023","03-89-0818NT"
"13859","03-1989-1024","03-89-0819NT"
"15724","03-1992-0128","CWA-III-067"
"15725","03-1992-0129","CWA-III-068"
"15726","03-1992-0130","CWA-III-069"
"15727","03-1992-0131","91-15241"
"15729","03-1992-0134","III-92-010DW"
"15730","03-1992-0135","SPCC-WV-89-011"
"15731","03-1992-0136","EPCRA-III092"
"15733","03-1992-0138","III-92-24-DC"
"13840","03-1989-1005","03-89-0800NT"
"13841","03-1989-1006","03-89-0801NT"
"13842","03-1989-1007","03-89-0802NT"
"13843","03-1989-1008","03-89-0803NT"
"13844","03-1989-1009","03-89-0804NT"
"13845","03-1989-1010","03-89-0805NT"
"13846","03-1989-1011","03-89-0806NT"
"13847","03-1989-1012","03-89-0807NT"
"10698","03-1986-0533","III-176-C"
"10288","03-1986-0122","TSCA-III-115"
"10847","03-1986-0683","03-86-0100NT"
"21564","04-1996-0031","PWS-FAO-96-05"
"21565","04-1996-0032","PWS-PAO-96-04"
"16295","03-1993-0283","III-93-35-DC"
"16297","03-1993-0285","III-93-37-DC"
