"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","STATE_LOCAL_PENALTY_AMT","COST_RECOVERY_AMT","FED_PENALTY","COMPLIANCE_ACTION_COST","SEP_COST","PENALTY_COLLECTED_AMT"
"1286","01-2000-0090","1192",,"0","0","193",,
"1287","01-2000-0091","1193",,"0","0","193",,
"1288","01-2000-0092","1194",,"0","0","193",,
"1289","01-2000-0093","1195",,"0","0","193",,
"1290","01-2000-0094","1196",,"0","0","193",,
"1291","01-2000-0095","1197",,"0","0","193",,
"1292","01-2000-0096","1198",,"0","0","193",,
"1293","01-2000-0097","1199",,"0","0","193",,
"1294","01-2000-0098","1200",,"0","0","193",,
"1295","01-2000-0099","1201",,"0","0","193",,
"1296","01-2000-0100","1202",,"0","0","193",,
"1297","01-2000-0102","1203",,"0","0","193",,
"1298","01-2000-0103","1204",,"0","0","193",,
"1299","01-2000-0104","1205",,"0","0","193",,
"1300","01-2000-0105","1206",,"0","0","193",,
"1301","01-2000-0106","1207",,"0","0","193",,
"1302","01-2000-0107","1208",,"0","0","193",,
"1303","01-2000-0108","1209",,"0","0","0",,
"1304","01-2000-0109","1210",,"0","0","193",,
"1305","01-2000-0110","1211",,"0","0","193",,
"1306","01-2000-0111","1212",,"0","0","193",,
"1307","01-2000-0112","1213",,"0","0","193",,
"1308","01-2000-0113","1214",,"0","0","193",,
"1309","01-2000-0114","1215",,"0","0","193",,
"1310","01-2000-0115","1216",,"0","0","193",,
"1311","01-2000-0116","1217",,"0","0","193",,
"1312","01-2000-0117","1218",,"0","0","193",,
"270","01-1993-0019","244",,"250000","0","0",,
"274","01-1993-0023","245",,"232369","0","0",,
"275","01-1993-0024","246",,"0","5375","0",,
"276","01-1993-0025","247",,"0","550000","111000",,
"277","01-1993-0026","248",,"0","225000","0","0",
"278","01-1993-0027","249",,"0","40000","0","0",
"279","01-1993-0028","250",,"1822755","0","0",,
"279","01-1993-0028","251",,"0","0","0",,
"279","01-1993-0028","252",,"0","0","0",,
"281","01-1994-0001","253",,"1218000","0","0",,
"282","01-1994-0002","254",,"0","51000","180000000",,
"283","01-1994-0003","255",,"0","0","0",,
"284","01-1994-0004","256",,"0","20000","0",,
"285","01-1994-0005","257",,"0","5000","5000",,
"286","01-1994-0006","258",,"0","0","15700000",,
"287","01-1994-0007","259","0","0","25000","0",,
"288","01-1994-0008","260",,"0","200000","50000","0",
"289","01-1994-0009","261",,"0","225000","0",,
"290","01-1994-0010","262",,"0","210000","70000",,
"1786","02-1978-0019","1560",,"0","0","0",,
"1788","02-1978-0021","1561",,"0","75000","0",,
"1789","02-1978-0022","1562",,"0","0","0",,
"3950","02-1990-0225","3023",,"0","5100","0",,
"3951","02-1990-0226","3024",,"0","22125","0",,
"3952","02-1990-0227","3025",,"0","3000","0",,
"3953","02-1990-0228","3026",,"0","4500","0",,
"3954","02-1990-0229","3027",,"0","5000","0",,
"3955","02-1990-0230","3028",,"0","67321","0",,
"3956","02-1990-0231","3029",,"0","41607","0",,
"3957","02-1990-0232","3030",,"0","93036","0",,
"3958","02-1990-0233","3031",,"0","48036","0",,
"3959","02-1990-0234","3032",,"0","10000","0",,
"3960","02-1990-0235","3033",,"0","17000","0",,
"3961","02-1990-0236","3034",,"0","18511","0",,
"3962","02-1990-0237","3035",,"0","2500","0",,
"3963","02-1990-0238","3036",,"0","4500","0",,
"3966","02-1990-0242","3037",,"0","15000","0",,
"3969","02-1990-0262","3038",,"0","2500","0",,
"3973","02-1990-0279","3039",,"0","5000","0",,
"3974","02-1990-0280","3040",,"0","0","0",,
"3980","02-1990-0365","3041",,"0","0","0",,
"3981","02-1990-0366","3042",,"0","0","0",,
"3982","02-1990-0367","3043",,"0","0","0",,
"3983","02-1990-0368","3044",,"0","0","0",,
"3984","02-1990-0369","3045",,"0","0","0",,
"3986","02-1990-0371","3046",,"0","69000","0",,
"3902","02-1990-0177","2979",,"0","15000","0",,
"3902","02-1990-0177","2980",,"0","500000","0",,
"3903","02-1990-0178","2981",,"4000000","0","0",,
"3906","02-1990-0181","53388",,"21500000","0","0",,
"4010","02-1990-0396","3061",,"1","0","0",,
"4011","02-1990-0397","3062",,"1","0","0",,
"3907","02-1990-0182","2982",,"35000","0","0",,
"1329","01-2000-0134","1235",,"0","0","193",,
"1330","01-2000-0135","1236",,"0","0","193",,
"1331","01-2000-0136","1237",,"0","0","193",,
"1332","01-2000-0137","1238",,"0","0","193",,
"1333","01-2000-0138","1239",,"0","0","193",,
"1334","01-2000-0139","1240",,"0","0","193",,
"1335","01-2000-0140","1241",,"0","0","193",,
"1336","01-2000-0141","1242",,"0","0","193",,
"1337","01-2000-0142","1243",,"0","0","193",,
"1338","01-2000-0143","1244",,"0","0","193",,
"1339","01-2000-0144","1245",,"0","0","193",,
"1340","01-2000-0145","1246",,"0","0","193",,
"1341","01-2000-0146","1247",,"0","0","193",,
"1342","01-2000-0147","1248",,"0","0","193",,
"1343","01-2000-0148","1249",,"0","0","193",,
"1344","01-2000-0149","1250",,"0","0","193",,
"1345","01-2000-0150","1251",,"0","0","193",,
"1346","01-2000-0151","1252",,"0","0","193",,
"1347","01-2000-0152","1253",,"0","0","193",,
"1348","01-2000-0153","1254",,"0","0","193",,
"1349","01-2000-0154","1255",,"0","4125","0",,
"1350","01-2000-0155","1256",,"0","0","0",,
"1351","01-2000-0156","1257",,"356000","0","0",,
"1355","01-2000-0169","1258",,"0","650","0",,
"1356","01-2000-0170","1259",,"0","1000","0",,
"1357","01-2000-0171","1260",,"0","1300","0",,
"1358","01-2000-0172","1261",,"0","1000","1000",,
"1942","02-1985-0040","1709",,"300000","0","0",,
"1000007854","07-2008-0176","1000000804",,"0","0","6000",,
"1000007858","05-2008-0091","1000000805",,"0","0","0",,
"2329","02-1986-0429","1989",,"0","1800","0",,
"2330","02-1986-0431","1990",,"0","1000","0",,
"2336","02-1987-0016","1991",,"0","13000","0",,
"2337","02-1987-0017","1992",,"0","5000","0",,
"2338","02-1987-0018","1993",,"0","3000","0",,
"2339","02-1987-0019","1994",,"0","0","0",,
"2340","02-1987-0020","1995",,"0","1750","0",,
"2342","02-1987-0022","1996",,"0","20500","0",,
"2343","02-1987-0023","1997",,"0","0","0",,
"2344","02-1987-0024","1998",,"0","7500","0",,
"2345","02-1987-0025","1999",,"0","17000","0",,
"2346","02-1987-0026","2000",,"0","9425","0",,
"600045305","01-2007-1011","600009230",,"0","26500","250000",,
"2348","02-1987-0028","2002",,"0","2000","0",,
"2349","02-1987-0029","2003",,"0","16000","0",,
"98827","02-2003-0007","600009233",,"2197284.45","0","0",,
"600045404","08-2007-0093","600009236",,"0","0","45500",,
"155940","05-2005-9823","600009239","0","0","85000","27000",,"85000"
"2353","02-1987-0033","2007",,"0","1460","0",,
"2354","02-1987-0034","2008",,"0","2000","0",,
"2499","02-1987-0256","2108",,"0","1000","0",,
"2500","02-1987-0257","2109",,"0","4200","0",,
"2501","02-1987-0258","2110",,"0","6000","0",,
"2502","02-1987-0259","2111",,"0","1500","0",,
"2206","02-1986-0285","1888",,"200000","100000","0",,
"600045441","08-2007-0094","600009242",,"0","0","300",,
"600042192","03-2007-0077","600009243",,"0","6758","10000",,"6758"
"2206","02-1986-0285","1889",,"100000","0","0",,
"122","01-1987-0002","114",,"0","0","0",,
"122","01-1987-0002","115",,"0","0","0",,
"122","01-1987-0002","116",,"0","0","0",,
"123","01-1987-0004","117","0","800000","0","0",,
"124","01-1987-0005","118","0","383487","0","0",,
"126","01-1987-0007","119","0","0","1113000","0",,
"1730","01-2002-0093","48029",,"0","0","0",,
"1733","01-2002-0096","49374",,"0","0","0",,
"1735","01-2002-0098","1524",,"0","20815","100",,
"1736","01-2002-0099","47745",,"0","27500","558427","150000",
"1737","01-2002-0100","1525",,"0","0","0",,
"1738","02-1975-0002","1526",,"0","2000","0",,
"1739","02-1975-0005","1527",,"0","0","0",,
"1458","01-2000-0278","1332",,"0","16087","0",,
"1460","01-2001-0002","1333","18000","0","18000","57000","0",
"1462","01-2001-0004","1334",,"0","0","13000000",,
"1463","01-2001-0005","1335",,"0","17500","5000","60901",
"1464","01-2001-0006","1336",,"0","0","0",,
"1466","01-2001-0008","1338","0","0","0","250000",,
"1469","01-2001-0011","1339",,"0","0","50",,
"1470","01-2001-0012","1340",,"0","58478","25000",,
"1471","01-2001-0013","1341",,"3129777","0","0",,
"2695","02-1987-0549","2250",,"0","58640","0",,
"2697","02-1987-0551","2251",,"0","5848","0",,
"2698","02-1987-0552","2252",,"0","33812","0",,
"2699","02-1987-0553","2253",,"0","1575","0",,
"2700","02-1987-0554","2254",,"0","1575","0",,
"2701","02-1987-0555","2255",,"0","1575","0",,
"2702","02-1987-0556","2256",,"0","1575","0",,
"2703","02-1987-0557","2257",,"0","2000","0",,
"2707","02-1987-0564","2258",,"0","1","0",,
"2715","02-1987-0584","2259",,"0","22291","0",,
"2717","02-1987-0590","2260",,"0","7480","0",,
"2730","02-1987-0636","2261",,"0","35000","0",,
"2731","02-1987-0637","2262",,"0","85000","0",,
"3237","02-1988-0708","2521",,"0","5500","0",,
"3238","02-1988-0709","2522",,"0","10000","0",,
"3239","02-1988-0710","2523",,"0","1000","0",,
"2732","02-1987-0638","2263",,"109511","0","0",,
"2736","02-1987-0651","2264",,"0","9600","0",,
"2738","02-1987-0653","2265",,"0","2100","0",,
"2739","02-1987-0654","2266",,"0","1000","0",,
"2744","02-1987-0659","2267",,"0","7800","0",,
"2745","02-1987-0660","2268",,"0","22500","0",,
"2749","02-1988-0012","2270",,"0","2500","0",,
"2751","02-1988-0014","2272",,"0","600","0",,
"2752","02-1988-0015","2273",,"0","1000","0",,
"2753","02-1988-0016","2274",,"0","3600","0",,
"2754","02-1988-0017","2275",,"0","4000","0",,
"2755","02-1988-0018","2276",,"0","10000","0",,
"2756","02-1988-0019","2277",,"0","10000","0",,
"3658","02-1989-0365","2815",,"1100000","0","0",,
"600045773","04-2007-2738","600009276",,"0","32500","200",,
"3660","02-1989-0367","2817",,"35000","0","0",,
"3660","02-1989-0367","2818",,"50000","0","0",,
"3660","02-1989-0367","2819",,"75000","125000","0",,
"1359","01-2000-0173","1262",,"0","900","0",,
"1360","01-2000-0174","1263",,"0","900","0",,
"1361","01-2000-0175","1264",,"0","300","0",,
"1362","01-2000-0176","1265",,"0","600","0",,
"1363","01-2000-0177","1266",,"0","750","1000",,
"1364","01-2000-0178","1267",,"0","900","500",,
"1365","01-2000-0179","1268",,"0","600","1500",,
"1366","01-2000-0180","1269",,"0","300","1500",,
"1368","01-2000-0182","48731",,"0","0","0",,"0"
"1374","01-2000-0188","1270",,"0","0","0",,
"1386","01-2000-0200","1271",,"0","8164","725","0",
"1387","01-2000-0201","1272",,"0","0","10000",,
"1388","01-2000-0202","1273",,"0","0","450000",,
"1389","01-2000-0203","1274",,"0","56775","81000","0",
"1391","01-2000-0206","1275",,"0","0","40000",,
"1392","01-2000-0207","61510",,"919705","0","0",,
"1393","01-2000-0208","1276",,"2850000","0","0",,
"1395","01-2000-0210","46913",,"0","321000","6500000","5000000",
"1396","01-2000-0211","1277",,"0","72930","50000",,
"1397","01-2000-0213","1278",,"0","16283","0","0",
"1398","01-2000-0214","1279",,"0","0","1000",,
"1399","01-2000-0215","54253",,"0","190000","899500",,
"1400","01-2000-0216","1280",,"0","750","1000",,
"1401","01-2000-0217","1281",,"0","300","0",,
"1402","01-2000-0218","1282",,"0","0","0",,
"1403","01-2000-0219","1283",,"0","300","0",,
"1404","01-2000-0220","1284",,"0","400","0",,
"1405","01-2000-0221","1285",,"0","300","0",,
"1406","01-2000-0222","1286",,"0","600","0",,
"1408","01-2000-0224","1287",,"0","0","8391000",,
"1409","01-2000-0225","1288",,"0","0","0",,
"202","01-1990-0023","194","0","0","200000","0",,
"205","01-1990-0027","195","0","0","30000","0",,
"207","01-1990-0034","196","0","1700000","0","0",,
"208","01-1990-0037","197",,"54000","125000","8400000","0",
"209","01-1990-0039","198",,"0","82278","200000",,
"210","01-1990-0041","199","0","0","100000","0",,
"211","01-1990-0042","200","0","0","100000","0",,
"212","01-1990-0043","201",,"0","50000","2000000",,
"2206","02-1986-0285","1890",,"900000","0","0",,
"600077144","04-2008-5192","1000000780",,"0","14500","197000",,"14500"
"1000006795","06-2008-1257","1000000781",,"0","0","3500",,
"1000006800","06-2008-1258","1000000782",,"0","0","3500",,
"1000007755","06-2008-1260","1000000789",,"0","0","3500",,
"1000007758","06-2008-1261","1000000790",,"0","0","3500",,
"1000002369","06-2008-1901","1000000793",,"0","0","4000",,
"1000007774","05-2008-0085","1000000794",,"0","0","0",,
"1000007778","05-2008-0086","1000000795",,"0","0","0",,
"3216","02-1988-0687","2502",,"0","3000","0",,
"3217","02-1988-0688","2503",,"0","13250","0",,
"3218","02-1988-0689","2504",,"0","6000","0",,
"3219","02-1988-0690","2505",,"0","2500","0",,
"3220","02-1988-0691","2506",,"0","27350","0",,
"3221","02-1988-0692","2507",,"0","1500","0",,
"3137","02-1988-0600","2439",,"0","40280","0",,
"3138","02-1988-0601","2440",,"0","5500","0",,
"3139","02-1988-0602","2441",,"0","3000","0",,
"3140","02-1988-0603","2442",,"0","3600","0",,
"3141","02-1988-0604","2443",,"0","5000","0",,
"3142","02-1988-0605","2444",,"0","6500","0",,
"3143","02-1988-0606","2445",,"0","2990","0",,
"3144","02-1988-0607","2446",,"0","7190","0",,
"3145","02-1988-0608","2447",,"0","6600","0",,
"3146","02-1988-0609","2448",,"0","6400","0",,
"3163","02-1988-0630","2463",,"0","700","0",,
"3164","02-1988-0631","2464",,"0","3000","0",,
"3166","02-1988-0633","2466",,"0","112000","0",,
"3167","02-1988-0634","2467",,"0","2000","0",,
"3168","02-1988-0635","2468",,"0","900","0",,
"3169","02-1988-0636","2469",,"0","195000","0",,
"3170","02-1988-0637","2470",,"0","25000","0",,
"1473","01-2001-0015","46145",,"0","0","0",,
"1474","01-2001-0016","1342",,"0","0","0",,
"1475","01-2001-0017","1343",,"0","0","0",,
"1476","01-2001-0018","1344",,"0","0","0",,
"1477","01-2001-0019","1345",,"0","0","0",,
"1478","01-2001-0020","1346",,"0","0","1000000",,
"1864","02-1982-0055","1631",,"0","140000","0",,
"1865","02-1982-0056","1632",,"3579111","0","0",,
"1865","02-1982-0056","1633",,"2225000","0","0",,
"1867","02-1983-0002","1634",,"0","7000","0",,
"1868","02-1983-0003","1635",,"0","10000","0",,
"1869","02-1983-0004","1636",,"0","0","0",,
"1870","02-1983-0005","1637",,"0","12000","0",,
"132","01-1987-0013","128","0","322500","0","0",,
"3912","02-1990-0187","2987",,"8600000","0","16800000",,
"4787","02-1993-0155","3695",,"0","50000","0",,
"4787","02-1993-0155","3696",,"0","5000","0",,
"4788","02-1993-0156","3697",,"0","19800","0",,
"4790","02-1993-0159","3698",,"0","55000","0",,
"4791","02-1993-0160","3699",,"0","17000","0",,
"4792","02-1993-0161","3700",,"0","18500","0",,
"3660","02-1989-0367","2820",,"85000","300000","0",,
"3660","02-1989-0367","2821",,"289272","0","0",,
"600045781","01-2007-9019","600009277",,"0","0","100",,
"600045783","04-2007-2723","600009278",,"0","3080","88",,"3080"
"600045784","01-2007-9020","600009280",,"0","0","1000",,
"600045791","01-2007-9021","600009281",,"0","0","400",,
"600045792","01-2007-9022","600009282",,"0","0","400",,
"600045793","01-2007-9023","600009283",,"0","0","200",,
"3660","02-1989-0367","2822",,"70000","10000","0",,
"3661","02-1989-0368","2823",,"0","2500","0",,
"3664","02-1989-0371","2824",,"0","4075","0",,
"3665","02-1989-0372","2825",,"2302500","0","0",,
"3668","02-1989-0375","2827",,"0","0","0",,
"1000008317","01-2008-9026","1000000852",,"0","0","20000",,
"1000008449","02-2008-2018","1000000858",,"0","0","350000",,
"1000008454","04-2008-3006","1000000859",,"0","3300","200000",,"3300"
"1000008458","04-2008-4760","1000000860",,"0","0","17000",,
"1000007348","10-2008-0116","1000000862",,"0","0","100",,
"1000007342","10-2008-0118","1000000863",,"0","0","100",,
"1891","02-1984-0008","1658",,"0","149000","0",,
"214","01-1990-0045","202","0","0","9000000","0",,
"215","01-1990-0046","203","0","10800000","0","0",,
"1822","02-1980-0004","1593",,"0","50000","0",,
"1823","02-1980-0005","1594",,"0","4000","0",,
"1824","02-1980-0006","1595",,"0","30000","0",,
"1825","02-1980-0007","1596",,"17450767","0","0",,
"1827","02-1980-0011","1597",,"0","12500","0",,
"1828","02-1980-0013","1598",,"0","30000","0",,
"1831","02-1981-0004","1599",,"0","5000","0",,
"1832","02-1981-0005","1600",,"0","7500","0",,
"1649","01-2002-0011","45642",,"0","0","2",,
"3633","02-1989-0340","2792",,"0","10000","0",,
"3634","02-1989-0341","2793",,"0","2250","0",,
"3635","02-1989-0342","2794",,"0","16500","0",,
"3636","02-1989-0343","2795",,"0","5500","0",,
"3637","02-1989-0344","2796",,"1750000","0","0",,
"3637","02-1989-0344","2797",,"60000","0","0",,
"3638","02-1989-0345","2798",,"0","600","0",,
"3690","02-1989-0397","2852",,"0","37330","0",,
"3698","02-1989-0406","2853",,"76000000","0","0",,
"4237","02-1991-0246","3233",,"4650413","0","0",,
"4238","02-1991-0247","3234",,"152891","0","0",,
"32028","05-1999-0745","1000000847","15000","0","54000","20000",,
"687","01-1997-0129","641",,"0","0","0",,
"688","01-1997-0130","642",,"0","0","0",,
"689","01-1997-0131","643",,"0","0","0",,
"690","01-1997-0132","644",,"0","0","0",,
"691","01-1997-0133","645",,"0","0","0",,
"692","01-1997-0134","646",,"0","0","0",,
"693","01-1997-0135","647",,"0","0","0",,
"694","01-1997-0136","648",,"0","0","0",,
"695","01-1997-0137","649",,"0","0","0",,
"696","01-1997-0138","650",,"0","0","0",,
"697","01-1997-0139","651",,"0","0","0",,
"698","01-1997-0140","652",,"0","0","0",,
"699","01-1997-0141","653",,"0","0","0",,
"700","01-1997-0142","654",,"0","0","0",,
"701","01-1997-0143","655",,"0","0","0",,
"702","01-1997-0144","656",,"0","0","0",,
"703","01-1997-0145","657",,"0","0","0",,
"704","01-1997-0146","658",,"0","0","0",,
"705","01-1997-0147","659",,"0","0","0",,
"706","01-1997-0148","660",,"0","0","0",,
"707","01-1997-0149","661",,"0","0","0",,
"708","01-1997-0150","662",,"0","0","0",,
"709","01-1997-0151","663",,"0","0","0",,
"710","01-1997-0152","664",,"0","0","0",,
"711","01-1997-0153","665",,"0","0","0",,
"712","01-1997-0154","666",,"0","0","0",,
"713","01-1997-0155","667",,"0","0","0",,
"714","01-1997-0156","668",,"0","200","500",,
"715","01-1997-0157","669",,"0","100","0",,
"716","01-1997-0158","670",,"0","0","0",,
"717","01-1997-0159","671",,"0","200","0",,
"718","01-1997-0160","672",,"0","800","0",,
"719","01-1997-0161","673",,"0","400","0",,
"720","01-1997-0163","674",,"0","0","0",,
"3874","02-1990-0141","2952",,"0","125000","0",,
"3875","02-1990-0142","2953",,"0","17000","0",,
"3876","02-1990-0143","2954",,"0","3500","0",,
"4793","02-1993-0162","3701",,"0","1","0",,
"4794","02-1993-0163","3702",,"0","6300","0",,
"4795","02-1993-0164","3703",,"0","1","0",,
"4796","02-1993-0165","3704",,"0","1","0",,
"4797","02-1993-0166","3705",,"0","7200","0",,
"4798","02-1993-0168","3706",,"0","30000","0",,
"4799","02-1993-0170","3707",,"400000","0","0",,
"4799","02-1993-0170","3708",,"2079841","75000","0",,"80323.04"
"4800","02-1993-0171","45826",,"222953","0","0",,
"4801","02-1993-0172","3709",,"0","6000","0",,
"4802","02-1993-0173","3710",,"0","1","0",,
"4803","02-1993-0174","3711",,"0","1","0",,
"4804","02-1993-0175","3712",,"0","0","0",,
"4805","02-1993-0176","3713",,"0","250","0",,
"4806","02-1993-0177","3714",,"0","250","0",,
"4807","02-1993-0178","3715",,"0","500","0",,
"4839","02-1993-0211","3750",,"0","130000","0",,
"4949","02-1994-0035","3834",,"0","34600","0",,
"4950","02-1994-0036","3835",,"0","93750","0",,
"4951","02-1994-0037","3836",,"0","5000","0",,
"4952","02-1994-0038","3837",,"0","0","0",,
"4954","02-1994-0041","3838",,"0","5000","0",,
"4956","02-1994-0044","3840",,"0","1000","0",,
"4957","02-1994-0045","3841",,"0","2000","0",,
"4958","02-1994-0046","3842",,"0","58000","0",,
"4963","02-1994-0051","3843",,"0","0","0",,
"4964","02-1994-0052","3844",,"0","82000","0",,
"1893","02-1984-0010","1659",,"0","0","0",,
"1894","02-1984-0011","1660",,"0","85000","0",,
"1896","02-1984-0013","1662",,"0","550000","0",,
"1897","02-1984-0015","1663",,"0","25000","0",,
"1898","02-1984-0016","1664",,"0","15000","0",,
"1852","02-1982-0042","1620",,"0","0","0",,
"1852","02-1982-0042","1621","1055000","0","400000","0",,
"1","01-1971-0001","1",,"0","0","0",,
"2","01-1971-0002","2",,"0","0","0",,
"3","01-1972-0001","3",,"0","0","0",,
"127","01-1987-0008","120","0","1850000","0","0",,
"128","01-1987-0009","121","0","0","17500","0",,
"128","01-1987-0009","122",,"0","0","0",,
"3698","02-1989-0406","2854",,"0","0","0",,
"3518","02-1989-0213","2719",,"0","5500","0",,
"3519","02-1989-0214","2720",,"0","7590","0",,
"3520","02-1989-0215","2721",,"0","5200","0",,
"3521","02-1989-0216","2722",,"0","2450","0",,
"3522","02-1989-0217","2723",,"0","19000","0",,
"3523","02-1989-0218","2724",,"0","9500","0",,
"3524","02-1989-0219","2725",,"0","3850","0",,
"3525","02-1989-0220","2726",,"0","3900","0",,
"3526","02-1989-0221","2727",,"0","6000","0",,
"3527","02-1989-0222","2728",,"0","10000","0",,
"3528","02-1989-0223","2729",,"0","16200","0",,
"3530","02-1989-0227","2730",,"0","7000","0",,
"3531","02-1989-0228","2731",,"0","27500","0",,
"3532","02-1989-0229","2732",,"0","0","0",,
"3909","02-1990-0184","2983",,"2525000","25000","0",,
"3910","02-1990-0185","2984",,"125000","0","0",,
"3911","02-1990-0186","2985",,"566913","2069706","0",,
"3911","02-1990-0186","2986",,"0","0","0",,
"3877","02-1990-0144","2955",,"0","2500","0",,
"3878","02-1990-0145","2956",,"0","3500","0",,
"3879","02-1990-0146","2957",,"0","10000","0",,
"4049","02-1991-0029","3097",,"0","0","0",,
"4051","02-1991-0031","3099",,"0","6620","0",,
"4055","02-1991-0035","3102",,"0","2500","0",,
"4056","02-1991-0036","3103",,"0","20000","0",,
"4063","02-1991-0043","3106",,"0","30000","0",,
"4088","02-1991-0096","3108",,"0","125000","0",,
"4089","02-1991-0097","3109",,"0","25000","0",,
"4250","02-1991-0260","3245",,"0","1000","0",,
"4251","02-1991-0261","3246",,"0","0","0",,
"4253","02-1991-0263","3247",,"0","0","0",,
"4254","02-1991-0264","3248",,"0","0","0",,
"4255","02-1991-0265","3249",,"0","1000","0",,
"4256","02-1991-0266","3250",,"0","1000","0",,
"4257","02-1991-0267","3251",,"0","1000","0",,
"4258","02-1991-0268","3252",,"0","0","0",,
"4260","02-1991-0270","3253",,"0","0","0",,
"4261","02-1991-0271","3254",,"0","0","0",,
"4263","02-1991-0273","3256",,"0","1000","0",,
"4264","02-1991-0274","3257",,"0","1000","0",,
"4265","02-1991-0275","3258",,"0","1000","0",,
"77","01-1984-0010","72","0","0","75000","0",,
"78","01-1984-0011","73",,"0","20000","0",,
"79","01-1984-0012","74",,"0","221500","0",,
"80","01-1984-0013","75",,"0","500","0",,
"81","01-1984-0014","76","0","0","25000","0",,
"82","01-1984-0015","77",,"0","10000","0",,
"84","01-1984-0017","78",,"0","56000","0",,
"86","01-1984-0019","79",,"0","35000","0",,
"88","01-1984-0021","80",,"0","0","861000000",,
"88","01-1984-0021","58653",,"0","0","300000000",,
"89","01-1985-0001","81","0","3000000","0","0",,
"90","01-1985-0002","82","0","0","66667","0",,
"92","01-1985-0005","83","0","0","25000","0",,
"93","01-1985-0006","84","0","0","250000","0",,
"94","01-1985-0007","85",,"0","16000","0",,
"4964","02-1994-0052","3845",,"0","93000","0",,
"4966","02-1994-0055","3846",,"0","45000","0","0",
"4967","02-1994-0056","3847",,"0","1000","0",,
"7283","02-2000-0550","6009",,"0","0","0",,
"7284","02-2000-0551","6010",,"0","0","0",,
"7285","02-2000-1002","6011",,"0","0","300",,
"7286","02-2000-1003","6012",,"0","0","0",,
"7287","02-2000-1009","6013",,"0","0","0",,
"7288","02-2000-1010","6014",,"0","0","0",,
"7289","02-2000-1012","6015",,"0","0","300",,
"7290","02-2000-1016","6016",,"0","0","0",,
"7291","02-2000-1017","6017",,"0","0","0",,
"7292","02-2000-1018","6018",,"0","0","0",,
"7293","02-2000-1019","6019",,"0","0","0",,
"7294","02-2000-1020","6020",,"0","0","0",,
"7295","02-2000-1021","6021",,"0","0","0",,
"7296","02-2000-1022","6022",,"0","0","100",,
"7297","02-2000-1023","6023",,"0","0","0",,
"7298","02-2000-1024","6024",,"0","0","0",,
"7299","02-2000-1025","6025",,"0","0","0",,
"1878","02-1983-0013","1645",,"0","11500","0",,
"1879","02-1983-0014","1646",,"0","28000","0",,
"1879","02-1983-0014","1647",,"0","0","0",,
"1229","01-2000-0031","1141",,"10000","0","0",,
"1230","01-2000-0032","1142",,"0","0","1500",,
"1231","01-2000-0033","1143",,"0","0","1500",,
"1232","01-2000-0034","1144",,"0","0","0",,
"1233","01-2000-0035","1145",,"72500000","0","500000000",,
"1234","01-2000-0036","1146",,"0","0","0",,
"1235","01-2000-0037","1147",,"0","0","0",,
"1236","01-2000-0038","1148",,"0","23420","22000","0",
"1237","01-2000-0039","1149",,"0","5000","0",,
"1238","01-2000-0040","1150",,"0","0","0",,
"1239","01-2000-0041","51530",,"0","328274","2906150","1142114",
"1240","01-2000-0042","43289",,"0","0","10000",,
"1242","01-2000-0044","43292",,"0","0","10000",,
"128","01-1987-0009","123",,"0","0","0",,
"129","01-1987-0010","124","0","0","875000","0",,
"129","01-1987-0010","125",,"0","0","0",,
"130","01-1987-0011","126","0","0","31500","0",,
"131","01-1987-0012","127","0","0","20000","0",,
"242","01-1991-0023","223",,"0","19450","0",,
"163","01-1988-0025","158","0","0","125000","0",,
"164","01-1988-0026","159","0","800000","0","0",,
"164","01-1988-0026","160",,"0","0","0",,
"164","01-1988-0026","161",,"0","0","0",,
"164","01-1988-0026","162",,"0","0","0",,
"167","01-1989-0003","164","0","0","100000","0",,
"169","01-1989-0005","165","0","0","0","0",,
"474","01-1996-0042","438",,"0","18500","1300000",,
"475","01-1996-0043","439",,"0","300","0",,
"476","01-1996-0044","440",,"0","300","0",,
"477","01-1996-0046","441",,"39286","0","0",,
"478","01-1996-0047","442",,"0","5000","896000",,
"479","01-1996-0048","443",,"0","0","0",,
"480","01-1996-0049","444",,"0","15000","8000",,
"481","01-1996-0050","445",,"0","4340","0","0",
"482","01-1996-0051","446",,"0","4785","0","0",
"483","01-1996-0052","447",,"0","2000","0","30179",
"484","01-1996-0054","448",,"0","4500","0",,
"4025","02-1991-0005","3073",,"0","200000","35000000",,
"4026","02-1991-0006","3074",,"0","18700","0",,
"721","01-1997-0164","675",,"0","0","0",,
"722","01-1997-0165","676",,"0","0","0",,
"723","01-1997-0166","677",,"0","0","100",,
"724","01-1997-0167","678",,"0","0","430000",,
"725","01-1997-0168","679",,"0","2500","0",,
"725","01-1997-0168","680",,"0","0","0",,
"726","01-1997-0169","681",,"0","0","8000000",,
"726","01-1997-0169","682",,"0","0","0",,
"727","01-1997-0170","683",,"0","1417000","582417","0",
"728","01-1997-0171","684",,"0","0","50000",,
"729","01-1997-0172","685",,"0","17708","0","0",
"730","01-1997-0174","686",,"0","0","0",,
"731","01-1997-0176","687",,"0","0","0",,
"732","01-1997-0177","688",,"3000000","0","0",,
"733","01-1997-0178","689",,"70000","0","0",,
"734","01-1997-0179","690",,"0","0","6000000",,
"735","01-1997-0180","691",,"0","0","0",,
