"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","STATE_LOCAL_PENALTY_AMT","COST_RECOVERY_AMT","FED_PENALTY","COMPLIANCE_ACTION_COST","SEP_COST","PENALTY_COLLECTED_AMT"
"50674","08-1997-0028","36039",,"0","24612","0",,
"50675","08-1997-0029","36040",,"0","0","0",,
"47073","07-2000-0625","33621",,"0","0","0",,
"47074","07-2000-0626","33622",,"0","0","0",,
"47075","07-2000-0627","33623",,"0","0","0",,
"47076","07-2000-0628","33624",,"0","0","8687",,
"47077","07-2000-0629","33625",,"0","0","0",,
"47078","07-2000-0630","33626",,"0","0","0",,
"50738","08-1997-0093","36100",,"0","50","0",,
"50739","08-1997-0094","36101",,"0","50","0",,
"50740","08-1997-0095","36102",,"0","750","0",,
"50741","08-1997-0096","36103",,"0","350","0",,
"47628","07-2002-0174","34112",,"0","0","1000",,
"47629","07-2002-0175","34113",,"0","4400","100",,"4400"
"47630","07-2002-0176","42649",,"0","0","24035",,
"47631","08-1974-0001","34114",,"0","0","0",,
"47632","08-1974-0002","34115",,"0","0","0",,
"47846","08-1986-0052","34291",,"0","0","0",,
"47848","08-1986-0054","34292",,"0","4000","0",,
"47849","08-1986-0055","34293",,"0","2000","0",,
"47852","08-1986-0058","34294",,"0","6000","0",,
"49135","08-1992-0147","35129",,"0","75000","0",,
"49136","08-1992-0148","35130",,"0","0","0",,
"49137","08-1992-0149","35131",,"0","20000","0",,
"49138","08-1992-0150","35132",,"0","30000","0",,
"50517","08-1996-0057","35906",,"0","0","0",,
"50519","08-1996-0059","35907",,"0","0","0",,
"50520","08-1996-0060","35908",,"0","300","0",,
"50521","08-1996-0061","35909",,"0","600","0",,
"50524","08-1996-0065","35910",,"0","9737","0","38950",
"50525","08-1996-0066","35911",,"0","0","0",,
"42297","07-1984-0011","30083",,"0","0","0",,
"42298","07-1984-0012","30084",,"0","1250","0",,
"39595","06-1999-0931","27527",,"0","1000","0",,
"39596","06-1999-0932","27528",,"0","28482","268216",,
"39597","06-1999-0933","27529",,"0","0","300",,
"39598","06-1999-0934","27530",,"0","62260","0",,
"39599","06-1999-0935","27531",,"0","10450","0",,
"39426","06-1999-0762","27360",,"0","3000","0",,
"39427","06-1999-0763","27361",,"0","4000","0",,
"39428","06-1999-0764","27362",,"0","2500","0",,
"39429","06-1999-0765","27363",,"62203","0","0",,
"39430","06-1999-0766","27364",,"0","1390","4000",,
"39431","06-1999-0767","27365",,"0","1150","4000",,
"39432","06-1999-0768","27366",,"0","1115","4000",,
"39433","06-1999-0769","27367",,"0","1360","4000",,
"39434","06-1999-0770","27368",,"0","2090","4000",,
"39435","06-1999-0771","27369",,"0","1400","4000",,
"39436","06-1999-0772","27370",,"0","5000","4000",,
"40055","06-2000-0433","27977",,"0","400","0",,
"40056","06-2000-0434","27978",,"0","500","0",,
"40057","06-2000-0435","27979",,"0","630000","0",,
"39669","06-2000-0042","27600",,"0","3740","0",,
"39670","06-2000-0043","27601",,"0","4400","4000",,
"39671","06-2000-0044","27602",,"0","3740","0",,
"39673","06-2000-0046","27603",,"0","0","0",,
"39674","06-2000-0047","27604",,"0","0","0",,
"41082","06-2001-0180","28960",,"0","28750","0",,"0"
"38692","06-1999-0011","26638",,"0","0","0",,
"38693","06-1999-0012","26639",,"0","2100","0",,
"38694","06-1999-0013","26640",,"0","550","0",,
"38695","06-1999-0014","26641",,"0","0","0",,
"38696","06-1999-0015","26642",,"0","0","4800",,
"38697","06-1999-0016","26643",,"0","340000","0",,
"38698","06-1999-0017","26644",,"0","17269","9000",,
"38699","06-1999-0019","26645",,"0","0","0",,
"38700","06-1999-0020","26646",,"0","12000","0",,
"38701","06-1999-0021","26647",,"0","3300","0",,
"38702","06-1999-0022","26648",,"0","1500","0",,"1500"
"38703","06-1999-0023","26649",,"0","18750","0",,
"38704","06-1999-0024","26650",,"0","3900","0","0",
"38705","06-1999-0025","26651",,"0","20000","0",,
"39575","06-1999-0911","27507",,"0","0","0",,
"35567","06-1993-0019","23640",,"0","58800","0",,
"35568","06-1993-0020","23641",,"0","14280","0",,
"35569","06-1993-0022","23642",,"0","0","0",,
"35570","06-1993-0023","23643",,"0","11100000","0",,
"35571","06-1993-0024","23644",,"0","25000","0",,
"35572","06-1993-0025","23645",,"2502632","0","0",,
"36562","06-1996-0263","24553",,"0","0","0",,
"36563","06-1996-0264","24554",,"0","0","4000",,
"36564","06-1996-0265","24555",,"0","0","4000",,
"35131","06-1990-0580","23252",,"0","0","0",,
"35132","06-1990-0581","23253",,"0","960","0",,
"35133","06-1990-0582","23254",,"0","192","0",,
"35134","06-1990-0584","23255",,"0","0","0",,
"35135","06-1990-0585","23256",,"0","192","0",,
"35136","06-1990-0586","23257",,"0","0","0",,
"48649","08-1990-0114","34873",,"0","0","0",,
"48650","08-1990-0115","34874",,"225000","0","0",,
"50051","08-1994-0288","35576",,"0","312500","0",,
"50052","08-1994-0289","35577",,"0","0","0",,
"55016","10-1994-0172","39613",,"0","5509","0","0",
"55018","10-1994-0174","39614",,"0","15000","0",,
"55198","10-1995-0125","39735","220000","0","220000","0",,
"55203","10-1995-0130","39736",,"0","0","2000000",,
"55204","10-1995-0131","39737",,"0","7000","0",,
"57883","HQ-2000-3065","41769",,"0","5000","0",,
"57884","HQ-2000-3066","41770",,"0","5000","0",,
"57885","HQ-2000-3067","41771",,"0","5000","0",,
"57886","HQ-2000-3068","41772",,"0","5000","0",,
"57887","HQ-2000-3069","41773",,"0","5000","0",,
"57888","HQ-2000-3070","41774",,"0","5000","0",,
"57889","HQ-2000-3071","41775",,"0","5000","0",,
"57890","HQ-2000-3072","41776",,"0","5000","0",,
"57891","HQ-2000-3073","41777",,"0","5000","0",,
"44920","07-1994-0062","31767",,"0","0","0",,
"44921","07-1994-0063","31768",,"0","8175","0",,
"50033","08-1994-0270","35558",,"0","39500","0",,
"50034","08-1994-0271","35559",,"0","10000","0","0",
"50035","08-1994-0272","35560",,"0","36052","0","0",
"50036","08-1994-0273","35561",,"0","5100","0",,
"50037","08-1994-0274","35562",,"0","1600","0",,
"50038","08-1994-0275","35563",,"0","800","0","4200",
"50039","08-1994-0276","35564",,"0","7875","0",,
"48474","08-1989-0186","34734",,"0","1920","0",,
"48475","08-1989-0187","34735",,"0","250","0",,
"48476","08-1989-0188","34736",,"0","0","0",,
"48685","08-1990-0151","34903",,"0","1800","0",,
"48686","08-1990-0152","34904",,"0","14400","0",,
"48687","08-1990-0153","34905",,"0","0","0",,
"48688","08-1990-0154","34906",,"0","60000","0",,
"50113","08-1994-0351","35629",,"0","150","0",,
"50114","08-1994-0353","35630",,"0","500","0",,
"50115","08-1994-0354","35631",,"0","450","0",,
"50116","08-1994-0355","35632",,"0","150","0",,
"50117","08-1994-0356","35633",,"0","150","0",,
"50118","08-1994-0357","35634",,"0","100","0",,
"50119","08-1994-0358","35635",,"0","50","0",,
"50120","08-1994-0359","35636",,"0","450","0",,
"50121","08-1994-0360","35637",,"0","200","0",,
"50122","08-1994-0361","35638",,"0","600","0",,
"44380","07-1992-0171","31464","0","0","65000","0",,
"44381","07-1992-0172","31465","0","0","2500","0",,"2500"
"44382","07-1992-0175","31466",,"0","0","0",,
"44387","07-1992-0180","31467","0","100000","0","0",,
"44390","07-1992-0188","31468","0","0","172835","0",,"65265"
"44392","07-1992-0193","31469","0","0","4000","0",,
"44393","07-1992-0194","31470","0","0","4000","0",,
"45434","07-1995-0251","32099",,"0","7110","0",,
"45435","07-1995-0252","32100",,"0","7110","0",,
"44396","07-1992-0199","31473",,"0","500","0",,"996.53"
"44397","07-1992-0200","31474","0","0","2400","0",,
"44398","07-1992-0201","31475","0","0","10000","0",,"10000"
"44399","07-1992-0202","31476","0","0","10000","0",,
"44400","07-1992-0203","31477","0","0","20000","0",,
"44401","07-1992-0204","31478","0","0","40000","0",,
"44402","07-1992-0205","31479","0","0","40000","0",,
"44403","07-1992-0206","31480",,"0","17000","0",,
"44404","07-1992-0209","31481","0","0","3400","0",,
"44405","07-1992-0210","31482","0","0","48600","0",,"12150"
"44406","07-1992-0211","31483","0","0","5000","0",,"5000"
"45356","07-1995-0128","32062","0","0","1500","0",,
"45357","07-1995-0129","32063",,"0","1500","1000000",,
"45358","07-1995-0130","32064",,"0","7800","0","0",
"45359","07-1995-0131","32065",,"0","21900","0",,
"45360","07-1995-0132","32066",,"0","25000","2000","0",
"43652","07-1989-0398","31034","0","0","7000","0",,
"43653","07-1989-0399","31035",,"0","150","0",,
"43655","07-1989-0402","31036","0","0","250","0",,
"43658","07-1990-0004","31037","0","0","19000","0",,
"43660","07-1990-0008","31038","0","0","960","0",,
"52888","09-1998-0010","38080",,"0","900","0",,
"45068","07-1994-0257","31868",,"30000","0","40000",,
"45069","07-1994-0258","31869",,"0","3250000","2300000","0",
"46015","07-1998-0147","32629",,"0","200","100",,
"46259","07-1999-0064","32848",,"0","18700","500",,"18700"
"46260","07-1999-0065","32849",,"0","0","0",,
"46261","07-1999-0066","32850",,"0","0","0",,
"46262","07-1999-0067","32851",,"0","0","0",,
"46263","07-1999-0068","32852",,"0","0","0",,
"46264","07-1999-0069","32853",,"0","0","0",,
"49022","08-1992-0034","35062",,"0","8500","0",,
"48212","08-1988-0079","34595",,"0","192","0",,
"48213","08-1988-0080","34596",,"0","500","0",,
"48214","08-1988-0081","34597",,"0","8520","0",,
"48037","08-1987-0098","34467",,"0","500","0",,
"49001","08-1992-0009","35046",,"0","1","0",,
"49005","08-1992-0016","35047",,"0","8900","0","0",
"49006","08-1992-0017","35048",,"0","1000","0",,
"49007","08-1992-0018","35049",,"0","9520","0",,
"49008","08-1992-0019","35050",,"0","30940","0",,
"49009","08-1992-0020","35051",,"0","10000","0",,
"49011","08-1992-0022","35052",,"0","0","0",,
"49012","08-1992-0023","35053",,"0","48000","0",,
"49013","08-1992-0024","35054",,"0","48000","0",,
"49014","08-1992-0025","35055",,"0","2500","0",,
"49015","08-1992-0026","35056",,"0","6300","0",,
"49016","08-1992-0027","35057",,"0","3000","0",,
"49017","08-1992-0028","35058",,"0","9000","0",,
"49018","08-1992-0029","35059",,"0","13400","0",,
"49019","08-1992-0030","35060",,"0","2500","0",,
"49021","08-1992-0032","35061",,"0","1000","0",,
"49983","08-1994-0218","35539",,"0","0","0",,
"49984","08-1994-0219","35540",,"0","0","0",,
"49988","08-1994-0223","35541",,"0","0","0",,
"49989","08-1994-0224","35542",,"0","0","250",,
"49993","08-1994-0228","35543",,"0","0","250",,
"49994","08-1994-0229","35544",,"0","0","0",,
"49997","08-1994-0232","35545",,"0","0","0",,
"49998","08-1994-0233","35546",,"0","0","0",,
"49999","08-1994-0234","35547",,"0","0","0",,
"50000","08-1994-0235","35548",,"0","0","0",,
"50001","08-1994-0236","35549",,"0","0","0",,
"50004","08-1994-0239","35550",,"0","0","0",,
"47808","08-1986-0009","34261",,"0","250","0",,
"47419","07-2001-0271","33930",,"0","8750","2894800","0",
"47420","07-2001-0272","33931",,"0","0","0",,
"47421","07-2001-0273","33932",,"0","0","0",,
"47422","07-2001-0274","33933",,"0","661","0",,"3968"
"47423","07-2001-0275","33934",,"0","0","650000",,
"47424","07-2001-0276","33935",,"0","0","0",,
"47425","07-2001-0277","33936",,"0","9800","0",,
"47426","07-2001-0278","33937",,"0","1850","0",,
"47427","07-2001-0279","33938",,"0","13750","2500",,
"47428","07-2001-0280","33939",,"0","3307","0",,
"47429","07-2001-0281","33940",,"0","0","0",,
"44325","07-1992-0082","31432","0","0","500","0",,
"44326","07-1992-0083","31433","0","0","4000","0",,
"44331","07-1992-0090","31434","0","0","2000","0",,
"44333","07-1992-0092","31435",,"0","0","0",,
"52199","09-1990-0012","37473",,"5125000","0","0",,
"52199","09-1990-0012","37474",,"0","0","43000000",,
"52200","09-1990-0013","37475",,"0","22000","0",,
"52201","09-1990-0014","37476",,"0","0","0",,
"52203","09-1990-0016","37477",,"0","27999","0",,
"52205","09-1990-0018","37478",,"0","0","821943091",,
"52206","09-1990-0019","37479",,"0","700000","626027","0",
"42500","07-1985-0196","30203",,"0","0","0",,
"42501","07-1985-0197","30204",,"0","200","0",,
"42502","07-1985-0198","30205",,"0","1000","0",,
"42503","07-1985-0199","30206",,"0","0","0",,
"42504","07-1985-0200","30207",,"0","500","0",,
"42505","07-1985-0201","30208",,"0","300","0",,
"42506","07-1985-0202","30209",,"0","1330","0",,
"43628","07-1989-0374","31017","0","0","4500","0",,
"43629","07-1989-0375","31018","0","0","5000","0",,
"43630","07-1989-0376","31019","0","0","750","0",,
"43631","07-1989-0377","31020",,"0","0","0",,
"43632","07-1989-0378","31021",,"0","0","0",,
"43635","07-1989-0381","31022",,"0","280","0",,
"43636","07-1989-0382","31023",,"0","3300","0",,
"43638","07-1989-0384","31024","0","0","60000","0",,"60377.6"
"43640","07-1989-0386","31025",,"0","13200","0",,
"43641","07-1989-0387","31026","0","0","43500","0",,
"43642","07-1989-0388","31027",,"0","8580","0",,
"43643","07-1989-0389","31028","0","0","3000","0",,
"43644","07-1989-0390","31029",,"0","1960","0",,
"45278","07-1995-0017","32010",,"0","6000","0",,
"45279","07-1995-0018","32011",,"0","1000","0",,
"45280","07-1995-0019","32012",,"0","0","0",,
"45281","07-1995-0026","32013",,"0","5425","0",,
"45524","07-1996-0224","32176",,"0","0","5000",,
"45525","07-1996-0227","32177",,"0","300","0",,
"45526","07-1996-0228","32178","0","0","4000","0",,"4000"
"45527","07-1996-0229","32179",,"0","0","0",,
"45529","07-1996-0232","32180",,"0","0","0",,
"45530","07-1996-0233","32181",,"0","12000","0",,"3200"
"45531","07-1996-0236","32182",,"0","0","0",,
"46430","07-1999-0255","33013",,"0","250","500",,
"46431","07-1999-0256","33014",,"0","5000","0",,
"46432","07-1999-0257","33015",,"0","0","0",,
"44541","07-1992-0385","31554","0","0","200","0",,"200"
"42699","07-1986-0104","30345",,"0","6250","0",,
"42700","07-1986-0105","30346","0","0","5000","0",,
"42700","07-1986-0105","30347",,"0","0","0",,
"42701","07-1986-0106","30348",,"0","50","0",,
"42702","07-1986-0107","30349",,"0","200","0",,
"46334","07-1999-0146","32920",,"0","26654","0","0","26654"
"46335","07-1999-0148","32921",,"0","0","0",,
"46336","07-1999-0149","32922",,"0","0","0",,
"46337","07-1999-0150","32923",,"0","104539","36875","0",
"46338","07-1999-0152","32924",,"0","0","120000",,
"46339","07-1999-0153","32925",,"0","11000","500",,
"46340","07-1999-0154","32926",,"0","2200","500","0",
"46341","07-1999-0155","32927",,"0","11000","500",,
"46342","07-1999-0156","32928",,"14482","0","0",,
"46343","07-1999-0157","32929",,"30352","0","0",,
"46346","07-1999-0161","32930",,"0","0","0",,
"46347","07-1999-0162","32931",,"0","2805","0",,
"46348","07-1999-0164","32932",,"212400","0","0",,
"46349","07-1999-0166","32933",,"0","0","65000",,
"46285","07-1999-0093","32872",,"0","100","5437",,
"46286","07-1999-0094","32873",,"0","16000","0",,"16000"
"46287","07-1999-0095","32874",,"0","500","0",,
"46288","07-1999-0096","32875",,"0","5200","0",,
"46289","07-1999-0097","32876",,"0","0","0",,
"46290","07-1999-0098","32877",,"0","2200","0",,
"40111","06-2000-0491","28033",,"0","0","500",,
"40112","06-2000-0492","28034",,"0","0","500",,
"40113","06-2000-0493","28035",,"0","0","500",,
"40114","06-2000-0494","28036",,"0","0","500",,
"40115","06-2000-0495","28037",,"0","0","500",,
"40116","06-2000-0496","28038",,"0","0","500",,
"40117","06-2000-0497","28039",,"0","0","500",,
"40118","06-2000-0498","28040",,"0","0","500",,
"40119","06-2000-0499","28041",,"0","0","500",,
"40120","06-2000-0500","28042",,"0","0","500",,
"40121","06-2000-0501","28043",,"0","0","500",,
"41218","06-2001-0317","29085",,"0","2750","0",,
"41219","06-2001-0318","29086",,"0","850","0",,
"41220","06-2001-0319","29087",,"0","350","0",,"350"
"41221","06-2001-0320","29088",,"0","0","0",,
"41222","06-2001-0321","29089",,"0","0","0",,
"41223","06-2001-0323","29090",,"0","0","0",,"0"
"38070","06-1998-0376","26026",,"0","0","0",,
"38071","06-1998-0377","26027",,"0","300","0",,
"38072","06-1998-0378","26028",,"0","600","0",,
"38073","06-1998-0379","26029",,"0","17000","0",,
"38074","06-1998-0380","26030",,"0","0","0",,
"38075","06-1998-0381","26031","0","0","0","0",,"0"
"38076","06-1998-0382","26032",,"0","0","0",,
"38182","06-1998-0490","26136",,"0","0","0",,
"38183","06-1998-0491","26137",,"0","0","0",,
"38184","06-1998-0492","26138",,"0","0","0",,
"38185","06-1998-0493","26139",,"0","0","0",,
"38186","06-1998-0494","26140",,"0","0","0",,
"38187","06-1998-0495","26141",,"0","0","0",,
"38493","06-1998-0801","26445",,"0","0","0",,
"38494","06-1998-0802","26446",,"0","550","0",,
"38495","06-1998-0803","26447",,"0","0","1200",,
"38496","06-1998-0804","26448",,"0","0","0",,
"35428","06-1992-0082","23526",,"0","24300","0",,
"35431","06-1992-0085","23527",,"0","9950","0",,
"35432","06-1992-0086","23528",,"0","8520","0",,
"35433","06-1992-0087","23529",,"0","25000","0",,
"35435","06-1992-0089","23530",,"0","0","0",,
"35436","06-1992-0090","23531",,"0","68000","0",,
"35437","06-1992-0091","23532",,"0","300000","0","0",
"35439","06-1992-0093","23534",,"0","450000","0",,
"38165","06-1998-0473","26121",,"0","330","25","0",
"38166","06-1998-0474","26122",,"0","0","0",,
"38169","06-1998-0477","26123",,"0","0","0",,
"38170","06-1998-0478","26124",,"0","0","0",,
"38171","06-1998-0479","26125",,"0","0","0",,
"37691","06-1997-0866","25649",,"179928","0","0",,
"37693","06-1997-0868","25651",,"0","510440","0",,
"50613","08-1996-0158","35987",,"0","2550","0",,
"50615","08-1996-0160","35988",,"0","150","0",,
"50616","08-1996-0161","35989",,"0","200","0",,
"48084","08-1987-0149","34509",,"0","100","0",,
"48085","08-1987-0150","34510",,"0","100","0",,
"48086","08-1987-0151","34511",,"0","500","0",,
"48087","08-1987-0152","34512",,"0","500","0",,
"48089","08-1987-0154","34514",,"0","100","0",,
"48090","08-1987-0155","34515",,"0","100","0",,
"48091","08-1987-0156","34516",,"0","500","0",,
"48092","08-1987-0157","34517",,"0","100","0",,
"46956","07-2000-0470","33505",,"0","0","0",,
"46957","07-2000-0471","33506",,"0","0","0",,
"46958","07-2000-0472","33507",,"0","0","0",,
"46959","07-2000-0473","33508",,"0","0","0",,
"46960","07-2000-0475","33509",,"0","0","0",,
"29573","05-1996-0070","19206",,"0","13500","0",,
"29574","05-1996-0072","19207","0","0","4550","0",,
"29576","05-1996-0074","19208",,"0","0","0",,
"29578","05-1996-0076","19209",,"0","22356","0","0",
"29580","05-1996-0081","19210",,"0","18562","0",,
"29584","05-1996-0089","19211","0","0","8500","0",,
"29585","05-1996-0091","19212",,"0","7022","36000","0",
"29586","05-1996-0092","19213",,"0","500","0",,
"29587","05-1996-0093","19214",,"0","24650","0",,
"29588","05-1996-0094","19215",,"0","500","0",,
"29589","05-1996-0096","19216","0","0","50000","0",,
"29590","05-1996-0097","19217","0","0","800","0",,
"29591","05-1996-0098","19218",,"0","0","0",,
"29592","05-1996-0099","19219",,"0","10800","0",,
"29593","05-1996-0100","19220",,"0","678000","8000000",,
"41126","06-2001-0224","29002",,"0","500","0",,
"41127","06-2001-0225","29003",,"0","500","0",,
"34981","06-1990-0001","23156",,"0","78000","0",,
"34982","06-1990-0002","23157",,"0","725000","0",,
"34983","06-1990-0003","23158",,"0","0","0",,
"34985","06-1990-0005","23159",,"0","0","0",,
"38021","06-1998-0327","25977",,"0","0","0",,
"38022","06-1998-0328","25978",,"0","2640","0",,
"38023","06-1998-0329","25979",,"0","4400","5000",,
"38024","06-1998-0330","25980",,"0","2640","2000",,
"38025","06-1998-0331","25981",,"0","0","1700",,
"38026","06-1998-0332","25982",,"0","1500","0",,
"38027","06-1998-0333","25983",,"0","0","0",,
"38028","06-1998-0334","25984",,"0","0","0",,
"38029","06-1998-0335","25985",,"0","0","0",,
"38030","06-1998-0336","25986",,"0","0","4000",,
"38031","06-1998-0337","25987",,"0","0","0",,
"36921","06-1997-0090","24905",,"0","0","0",,
"36922","06-1997-0091","24906",,"0","0","0",,
"36923","06-1997-0092","24907",,"0","0","200000",,
"36924","06-1997-0093","24908",,"0","0","0",,
"36925","06-1997-0094","24909",,"0","0","0",,
"36926","06-1997-0095","24910",,"0","0","0",,
"36927","06-1997-0096","24911",,"0","0","0",,
"36928","06-1997-0097","24912",,"0","0","0",,
"36929","06-1997-0098","24913",,"0","0","0",,
"36930","06-1997-0099","24914",,"0","0","20000",,
"37737","06-1998-0040","25694",,"0","0","200",,
"37738","06-1998-0041","25695",,"0","0","0",,
"37739","06-1998-0042","25696",,"0","0","0",,
"37740","06-1998-0043","25697",,"0","0","750000",,
"37741","06-1998-0044","25698",,"0","0","0",,
"37742","06-1998-0045","25699",,"0","0","0",,
"37743","06-1998-0046","25700",,"0","0","0",,
"37744","06-1998-0047","25701",,"0","0","225000",,
"36466","06-1996-0165","24460",,"0","7348","2500",,
"36467","06-1996-0166","24461",,"0","13449","2500","0",
"36469","06-1996-0168","24462",,"0","5000","0",,
"36470","06-1996-0169","24463",,"0","0","0",,
"36471","06-1996-0170","24464",,"0","0","0",,
"36472","06-1996-0171","24465",,"0","0","0",,
"36473","06-1996-0172","24466",,"0","0","0",,
"36474","06-1996-0173","24467",,"0","0","0",,
"36475","06-1996-0174","24468",,"0","0","0",,
"36476","06-1996-0175","24469",,"0","0","0",,
"36477","06-1996-0176","24470",,"0","0","250000",,
"37289","06-1997-0460","25267",,"0","0","1500",,
"34611","06-1989-0027","22833",,"0","6900","0",,
"34612","06-1989-0029","22834",,"0","10500","0",,
"34613","06-1989-0030","22835",,"0","4200","0",,
"34614","06-1989-0031","22836",,"0","900","0",,
"34615","06-1989-0035","22837",,"0","160","0",,
"34616","06-1989-0036","22838",,"0","9000","0",,
"34617","06-1989-0037","22839",,"0","3700","0",,
"35462","06-1992-0116","23554",,"0","1000","0",,
"35463","06-1992-0117","23555",,"0","0","0",,
"35465","06-1992-0119","23556",,"0","10000","0",,
"35466","06-1992-0120","23557",,"0","100000","0",,
"35467","06-1992-0121","23558",,"0","0","0",,
"35468","06-1992-0122","23559",,"0","125000","0",,
"35469","06-1992-0123","23560",,"0","43000","0",,
"35470","06-1992-0124","23561",,"0","12250","0",,
"35471","06-1992-0125","23562",,"0","125000","0",,
"35472","06-1992-0126","23563",,"0","5000","0",,
"44244","07-1991-0424","31388","0","0","0","0",,
"44245","07-1991-0426","31389","0","0","32500","0",,"26285.74"
"44246","07-1991-0429","31390","0","0","3600","0",,
"44247","07-1991-0430","31391","0","0","85082","0",,"24132"
"44248","07-1991-0431","31392","0","0","7275","0",,"7275"
"44249","07-1991-0432","31393","0","0","37235","0",,
"45472","07-1996-0155","32129",,"0","0","0",,
"40370","06-2000-0754","28291",,"0","0","500",,
"40371","06-2000-0755","28292",,"0","0","500",,
"40372","06-2000-0756","28293",,"0","0","500",,
"40373","06-2000-0757","28294",,"0","0","500",,
"40374","06-2000-0758","28295",,"0","0","500",,
"40375","06-2000-0759","28296",,"0","0","500",,
"40376","06-2000-0760","28297",,"0","0","500",,
"40377","06-2000-0761","28298",,"0","0","500",,
"40378","06-2000-0762","28299",,"0","0","500",,
"40379","06-2000-0763","28300",,"0","0","500",,
"40380","06-2000-0764","28301",,"0","0","500",,
"38612","06-1998-0925","26564",,"0","900","0",,
"38613","06-1998-0926","26565",,"0","300","0",,
"38614","06-1998-0927","26566",,"0","600","0",,
"38615","06-1998-0928","26567",,"0","900","0",,
"41840","06-2002-1205","29682",,"0","0","0",,
"41841","06-2002-1206","29683",,"0","0","0",,
"41842","06-2002-1207","29684",,"0","0","0",,
"41843","06-2002-1208","29685",,"0","0","0",,
"41844","06-2002-1209","29686",,"0","0","0",,
"41845","06-2002-1210","29687",,"0","0","0",,
"41846","06-2002-1211","29688",,"0","0","0",,
"41847","06-2002-1212","29689",,"0","0","0",,
"41848","06-2002-1213","29690",,"0","0","0",,
"41849","06-2002-1214","29691",,"0","0","0",,
"41850","06-2002-1215","29692",,"0","0","0",,
"41851","06-2002-1216","29693",,"0","0","0",,
"41852","06-2002-1217","29694",,"0","0","0",,
"39208","06-1999-0542","27144",,"0","3300","0",,
"39209","06-1999-0543","27145",,"0","0","0",,
"39210","06-1999-0544","27146",,"0","0","0",,
"39211","06-1999-0545","27147",,"0","500","0",,"500"
"39212","06-1999-0546","27148",,"0","3300","0",,
"39213","06-1999-0547","27149",,"0","550","0",,
"39723","06-2000-0096","27652",,"0","1400","4000",,
"39724","06-2000-0097","27653",,"0","2300","4000",,
"39725","06-2000-0098","27654",,"0","1175","4000",,
"39726","06-2000-0099","27655",,"0","1100","4000",,"1064.24"
"39727","06-2000-0100","27656",,"0","0","0",,
"39728","06-2000-0101","27657",,"0","0","0",,
"38188","06-1998-0496","26142",,"0","0","0",,
"38189","06-1998-0497","26143",,"0","0","0",,
"38190","06-1998-0498","26144",,"0","0","0",,
"36764","06-1996-0477","24752",,"0","70875","0","0","70875"
"36765","06-1996-0478","24753",,"0","1000","0",,
"36766","06-1996-0479","24754",,"0","45000","90000",,
"37573","06-1997-0747","25547",,"0","0","0",,
"37574","06-1997-0748","25548",,"0","0","0",,
"37575","06-1997-0749","25549",,"0","0","4000",,
"38202","06-1998-0510","26156",,"0","0","0",,
"38203","06-1998-0511","26157",,"0","0","0",,
"38204","06-1998-0512","26158",,"0","0","0",,
"38205","06-1998-0513","26159",,"0","0","0",,
"38206","06-1998-0514","26160",,"0","0","0",,
"43739","07-1990-0088","31092","0","0","1320","0",,
"43740","07-1990-0089","31093","0","0","8745","0",,
"43741","07-1990-0091","31094","0","0","3000","0",,
"43742","07-1990-0092","31095","0","0","10000","0",,
"45070","07-1994-0259","31870",,"0","0","0",,
"45073","07-1994-0264","31871","0","0","6944","0",,
"45300","07-1995-0053","32028",,"0","9000","0",,
"45302","07-1995-0056","32029",,"130938","0","0",,
"45303","07-1995-0057","32030",,"0","25820","0","0",
"45306","07-1995-0061","32031",,"0","23000","3000",,
"45307","07-1995-0062","32032",,"0","9900","0",,
"45309","07-1995-0064","32033","0","10000","0","0",,
"45313","07-1995-0068","50942",,"0","0","0",,
"36994","06-1997-0163","24978",,"0","0","4000",,
"36995","06-1997-0164","24979",,"0","0","4000",,
"36996","06-1997-0165","24980",,"0","0","4000",,
"36997","06-1997-0166","24981",,"0","0","4000",,
"36998","06-1997-0167","24982",,"0","6000","250000",,
"36999","06-1997-0168","24983",,"0","19900","0",,
"37000","06-1997-0169","24984",,"0","10000","0",,
"37808","06-1998-0111","25765",,"0","0","0",,
"37809","06-1998-0112","25766",,"0","0","0",,
"37810","06-1998-0113","25767",,"0","0","0",,
"37811","06-1998-0114","25768",,"0","0","0",,
"37812","06-1998-0115","25769",,"0","0","0",,
"35232","06-1991-0048","23345",,"0","21250","0",,
"35233","06-1991-0049","23346",,"0","42000","0",,
"35234","06-1991-0050","23347",,"0","17000","0",,
"35235","06-1991-0051","23348",,"0","25500","0",,
"35236","06-1991-0052","23349",,"0","134520","0",,
"35238","06-1991-0054","23350",,"0","1920","0",,
"35239","06-1991-0055","23351",,"0","192","0",,
"35240","06-1991-0056","23352",,"0","1920","0",,
"37420","06-1997-0592","25397",,"0","0","4000",,
"37421","06-1997-0593","25398",,"0","0","1082000",,
"37422","06-1997-0594","25399",,"0","0","4000",,
"37423","06-1997-0595","25400",,"0","0","0",,
"37424","06-1997-0596","25401",,"0","0","0",,
"37425","06-1997-0597","25402",,"0","0","0",,
"37426","06-1997-0598","25403",,"0","0","4000",,
"37427","06-1997-0599","25404",,"0","2750","0",,
"36129","06-1995-0258","24159",,"0","6000","0","0",
"36130","06-1995-0259","24160",,"0","1000","0",,
